technical_id,key,object_number,district_id,district,neighborhood,green_area_type,playground_name,playground_suffix,year_built,last_renovation_year,area_sqm,dedication,planning_area_number,planning_area_name,net_play_area_sqm,full_address,latitude,longitude
00008100_001c64f2,00008100:001c64f2,120032,'09,Treptow-Köpenick,Rahnsdorf,Spielplatz,Wiebelskircher Weg/ Ballspielecke Ra KSP,Unknown,,,361.0,gewidmet,9501838.0,Rahnsdorf,361.0,"Wiebelskircher Weg/ Ballspielecke Ra KSP,Rahnsdorf, Berlin, Germany",,
00008100_001c69f0,00008100:001c69f0,100182,'09,Treptow-Köpenick,Köpenick,Spielplatz,Katzengraben/ Futranplatz Köp KSP,(6a/3-9),,,126.0,gewidmet,9401534.0,Altstadt Köpenick,125.96,"Katzengraben/ Futranplatz Köp KSP,Altstadt Köpenick, Berlin, Germany",,
00008100_00228c1b,00008100:00228c1b,071072,'09,Treptow-Köpenick,Adlershof,Spielplatz,Katharina-Boll-Dornberger-Straße/ Konrad-Zuse-Straße Ahof KSP,(alt: Konrad-Zuse-Straße Hermann-Dorner-Allee Ahof KSP),2016.0,,4520.0,gewidmet,9200715.0,Wista,4473.34,"Katharina-Boll-Dornberger-Straße/ Konrad-Zuse-Straße Ahof KSP,Wista, Berlin, Germany",,
00008100_002927a4,00008100:002927a4,130052,'09,Treptow-Köpenick,Grünau,Spielplatz,Relingstraße Gr KSP,Unknown,2019.0,,598.0,gewidmet,9301126.0,Grünau,416.38,"Relingstraße Gr KSP,Grünau, Berlin, Germany",,
00008100_001c6746,00008100:001c6746,040122,'09,Treptow-Köpenick,Johannisthal,Spielplatz,Megedestraße 4-6/ Sterndamm 104 Jo KSP,Unknown,,,1009.0,gewidmet,9100407.0,Johannisthal West,562.0,"Megedestraße 4-6/ Sterndamm 104 Jo KSP,Johannisthal West, Berlin, Germany",,
00008100_001c6850,00008100:001c6850,020122,'09,Treptow-Köpenick,Plänterwald,Spielplatz,Karpfenteichstraße neben Nr. 4 Pl KSP,Unknown,,,2463.0,gewidmet,9100202.0,Plänterwald West,1983.0,"Karpfenteichstraße neben Nr. 4 Pl KSP,Plänterwald West, Berlin, Germany",,
00008100_001c6745,00008100:001c6745,040132,'09,Treptow-Köpenick,Johannisthal,Spielplatz,Springbornstraße 11 Jo KSP,Unknown,,,1982.4,gewidmet,9100407.0,Johannisthal West,1227.0,"Springbornstraße 11 Jo KSP,Johannisthal West, Berlin, Germany",,
00008100_001c64ec,00008100:001c64ec,110022,'09,Treptow-Köpenick,Friedrichshagen,Spielplatz,Emrichstraße 51/ hinter Peter-Hille-Straße 99 Fr KSP,Unknown,,,1929.0,gewidmet,9501737.0,Alt-Friedrichshagen,1800.0,"Emrichstraße 51/ hinter Peter-Hille-Straße 99 Fr KSP,Alt-Friedrichshagen, Berlin, Germany",,
00008100_001c6851,00008100:001c6851,010062,'09,Treptow-Köpenick,Alt-Treptow,Spielplatz,Lohmühlenstraße 57 AT KSP,Unknown,2018.0,,956.0,gewidmet,9100101.0,Alt-Treptow,752.87,"Lohmühlenstraße 57 AT KSP,Alt-Treptow, Berlin, Germany",,
00008100_001c6462,00008100:001c6462,090132,'09,Treptow-Köpenick,Oberschöneweide,Spielplatz,Plönzeile 15A Ob KSP,Harry-Potter-Spielplatz,2021.0,,1364.0,gewidmet,9200511.0,Griechischer Park,937.92,"Plönzeile 15A Ob KSP,Griechischer Park, Berlin, Germany",,
00008100_00306b66,00008100:00306b66,070092,'09,Treptow-Köpenick,Adlershof,Spielplatz,Karl-Ziegler-Straße/ Hermann-Dorner-Allee Ahof KSP,Spiel- und Fitnessbereiche,2023.0,,1709.1,in Widmung,9200715.0,Wista,600.0,"Karl-Ziegler-Straße/ Hermann-Dorner-Allee Ahof KSP,Wista, Berlin, Germany",,
00008100_003076f9,00008100:003076f9,020092,'09,Treptow-Köpenick,Plänterwald,Spielplatz,Am Plänterwald/ Orionstraße Pl KSP,Innenhof,,,837.0,gewidmet,9100203.0,Plänterwald Ost,500.0,"Am Plänterwald/ Orionstraße Pl KSP,Plänterwald Ost, Berlin, Germany",,
00008100_003077c2,00008100:003077c2,060362,'09,Treptow-Köpenick,Altglienicke,Spielplatz,Germanenplatz Ag KSP,Unknown,,,164.0,gewidmet,9300920.0,Dorf Altglienicke,141.4,"Germanenplatz Ag KSP,Dorf Altglienicke, Berlin, Germany",,
00008100_001c6917,00008100:001c6917,100022,'09,Treptow-Köpenick,Köpenick,Spielplatz,An der Filmfabrik Köp KSP,ehemalige Glanzfilmfabrik,2013.0,,2736.0,gewidmet,9501941.0,Friedrichshagener Straße,1963.87,"An der Filmfabrik Köp KSP,Friedrichshagener Straße, Berlin, Germany",,
00008100_001c6646,00008100:001c6646,060092,'09,Treptow-Köpenick,Altglienicke,Spielplatz,Venusstraße/ Ortolfstraße Ag KSP,Unknown,2008.0,,2664.0,gewidmet,9300922.0,Kosmos Viertel,1050.0,"Venusstraße/ Ortolfstraße Ag KSP,Kosmos Viertel, Berlin, Germany",,
00008100_001c6726,00008100:001c6726,070022,'09,Treptow-Köpenick,Adlershof,Spielplatz,Friedlander Straße 148a Ahof KSP,Unknown,,,1069.0,gewidmet,9200717.0,Dörpfeldstraße Ost,580.0,"Friedlander Straße 148a Ahof KSP,Dörpfeldstraße Ost, Berlin, Germany",,
00008100_0027942c,00008100:0027942c,130042,'09,Treptow-Köpenick,Grünau,Spielplatz,Teichmummelring vor Nr. 75 Gr KSP,Unknown,2018.0,,698.0,gewidmet,9301126.0,Grünau,463.6,"Teichmummelring vor Nr. 75 Gr KSP,Grünau, Berlin, Germany",,
00008100_001c69f8,00008100:001c69f8,090112,'09,Treptow-Köpenick,Oberschöneweide,Spielplatz,Kottmeierstraße 65 Ob KSP,Unknown,2019.0,,1593.0,gewidmet,9200511.0,Griechischer Park,1432.05,"Kottmeierstraße 65 Ob KSP,Griechischer Park, Berlin, Germany",,
00008100_001c69e6,00008100:001c69e6,120012,'09,Treptow-Köpenick,Rahnsdorf,Spielplatz,Erknerstraße Schönblicker Straße Ra KSP,Bahnhofsvorplatz Wilhelmshagen,,,1032.8,gewidmet,9501838.0,Rahnsdorf,600.0,"Erknerstraße Schönblicker Straße Ra KSP,Rahnsdorf, Berlin, Germany",,
00008100_001c64aa,00008100:001c64aa,050042,'09,Treptow-Köpenick,Niederschöneweide,Spielplatz,Hasselwerderstraße 38 Nie KSP,"Skater, Basketball",,,1338.0,gewidmet,9200613.0,Bahnhof Schöneweide,1000.0,"Hasselwerderstraße 38 Nie KSP,Bahnhof Schöneweide, Berlin, Germany",,
00008100_00310f7b,00008100:00310f7b,130072,'09,Treptow-Köpenick,Grünau,Spielplatz,Regattastraße 155 Gr KSP,Unknown,,,263.0,gewidmet,9301126.0,Grünau,50.0,"Regattastraße 155 Gr KSP,Grünau, Berlin, Germany",,
00008100_001c64d9,00008100:001c64d9,060032,'09,Treptow-Köpenick,Altglienicke,Spielplatz,Grünauer Straße 30/ Keltensteig Ag KSP,Unknown,2005.0,,908.0,gewidmet,9300920.0,Dorf Altglienicke,399.23,"Grünauer Straße 30/ Keltensteig Ag KSP,Dorf Altglienicke, Berlin, Germany",,
00008100_001c6724,00008100:001c6724,070072,'09,Treptow-Köpenick,Adlershof,Spielplatz,Zinsgutstraße hinter 38/ Büchnerweg Ahof KSP,Unknown,,,1985.0,gewidmet,9200717.0,Dörpfeldstraße Ost,1100.0,"Zinsgutstraße hinter 38/ Büchnerweg Ahof KSP,Dörpfeldstraße Ost, Berlin, Germany",,
00008100_00265a61,00008100:00265a61,140032,'09,Treptow-Köpenick,Müggelheim,Spielplatz,Krampenburger Weg/ Gosener Damm Mü KSP,Unknown,2019.0,,50.0,gewidmet,9401635.0,Müggelheim,25.16,"Krampenburger Weg/ Gosener Damm Mü KSP,Müggelheim, Berlin, Germany",,
00008100_001c676b,00008100:001c676b,030012,'09,Treptow-Köpenick,Baumschulenweg,Spielplatz,Frauenlobstraße 15/ Mörikestraße Ba KSP,Unknown,,,1946.0,gewidmet,9100304.0,Baumschulenweg West,1000.0,"Frauenlobstraße 15/ Mörikestraße Ba KSP,Baumschulenweg West, Berlin, Germany",,
00008100_001c69e5,00008100:001c69e5,110062,'09,Treptow-Köpenick,Friedrichshagen,Spielplatz,Löcknitzstraße Fr KSP,(6a/9-1.4),,,991.0,gewidmet,9501737.0,Alt-Friedrichshagen,655.0,"Löcknitzstraße Fr KSP,Alt-Friedrichshagen, Berlin, Germany",,
00008100_001c64c1,00008100:001c64c1,140022,'09,Treptow-Köpenick,Müggelheim,Spielplatz,Philipp-Jacob-Rauch-Straße nb.Nr.64 Mü KSP,Unknown,2000.0,,1866.0,gewidmet,9401635.0,Müggelheim,1000.0,"Philipp-Jacob-Rauch-Straße nb.Nr.64 Mü KSP,Müggelheim, Berlin, Germany",,
00008100_001c672b,00008100:001c672b,050072,'09,Treptow-Köpenick,Niederschöneweide,Spielplatz,Hartriegelstraße 73 Nie KSP,"""Birkenwäldchen""",,,2248.0,gewidmet,9200614.0,Oberspree,1100.0,"Hartriegelstraße 73 Nie KSP,Oberspree, Berlin, Germany",,
00008100_001c69c4,00008100:001c69c4,100012,'09,Treptow-Köpenick,Köpenick,Spielplatz,Alfred-Randt-Straße gegenüber Nr. 19 Köp KSP,Unknown,,,991.8,gewidmet,9401433.0,Allende II,769.8,"Alfred-Randt-Straße gegenüber Nr. 19 Köp KSP,Allende II, Berlin, Germany",,
00008100_001c6506,00008100:001c6506,100362,'09,Treptow-Köpenick,Köpenick,Spielplatz,Müggelschlößchenweg/ Alfred-Randt-Straße ggü. Nr. 34 Köp KSP,Unknown,,,242.4,gewidmet,9401433.0,Allende II,242.4,"Müggelschlößchenweg/ Alfred-Randt-Straße ggü. Nr. 34 Köp KSP,Allende II, Berlin, Germany",,
00008100_001c648a,00008100:001c648a,080042,'09,Treptow-Köpenick,Bohnsdorf,Spielplatz,Eichbuschplatz Bo KSP,Unknown,,,1707.0,gewidmet,9301025.0,Alt-Bohnsdorf,285.0,"Eichbuschplatz Bo KSP,Alt-Bohnsdorf, Berlin, Germany",,
00008100_001c6648,00008100:001c6648,060202,'09,Treptow-Köpenick,Altglienicke,Spielplatz,Peenestraße Ag KSP,Unknown,2018.0,,991.0,gewidmet,9300920.0,Dorf Altglienicke,707.29,"Peenestraße Ag KSP,Dorf Altglienicke, Berlin, Germany",,
00008100_001c6645,00008100:001c6645,060022,'09,Treptow-Köpenick,Altglienicke,Spielplatz,Ehrenfelder Straße 25-27 Ag KSP,Unknown,,,3601.0,gewidmet,9300923.0,Kölner Viertel,1200.0,"Ehrenfelder Straße 25-27 Ag KSP,Kölner Viertel, Berlin, Germany",,
00008100_001c64fc,00008100:001c64fc,110042,'09,Treptow-Köpenick,Friedrichshagen,Spielplatz,Klutstraße 18 Fr KSP,Unknown,,2003.0,807.0,gewidmet,9501737.0,Alt-Friedrichshagen,300.0,"Klutstraße 18 Fr KSP,Alt-Friedrichshagen, Berlin, Germany",,
00008100_001c6736,00008100:001c6736,070032,'09,Treptow-Köpenick,Adlershof,Spielplatz,Schneckenburger Straße/ Gellertstraße Ahof KSP,Unknown,,,1884.0,gewidmet,9200716.0,Dörpfeldstraße West,1100.0,"Schneckenburger Straße/ Gellertstraße Ahof KSP,Dörpfeldstraße West, Berlin, Germany",,
00008100_001c69de,00008100:001c69de,100392,'09,Treptow-Köpenick,Köpenick,Spielplatz,Pflanzgartenplatz Köp KSP,Unknown,2020.0,,1346.0,gewidmet,9502043.0,Dammheide,823.03,"Pflanzgartenplatz Köp KSP,Dammheide, Berlin, Germany",,
00008100_001c69e2,00008100:001c69e2,110112,'09,Treptow-Köpenick,Friedrichshagen,Spielplatz,Stillerzeile 100/ vor der Schule Fr KSP,Unknown,,,655.0,gewidmet,9501736.0,Hirschgarten,500.0,"Stillerzeile 100/ vor der Schule Fr KSP,Hirschgarten, Berlin, Germany",,
00008100_001c64e6,00008100:001c64e6,060072,'09,Treptow-Köpenick,Altglienicke,Spielplatz,Weidenweg/ Rodenkirchener Straße Ag KSP,Unknown,,,3033.0,gewidmet,9300923.0,Kölner Viertel,1500.0,"Weidenweg/ Rodenkirchener Straße Ag KSP,Kölner Viertel, Berlin, Germany",,
00008100_00248bdc,00008100:00248bdc,120042,'09,Treptow-Köpenick,Rahnsdorf,Spielplatz,Hochlandstraße Ra KSP,Generationenplatz,,,1329.0,gewidmet,9501838.0,Rahnsdorf,1221.7,"Hochlandstraße Ra KSP,Rahnsdorf, Berlin, Germany",,
00008100_001c6461,00008100:001c6461,090082,'09,Treptow-Köpenick,Oberschöneweide,Spielplatz,Deulstraße 19/20 Ob KSP,Unknown,2001.0,2019.0,2144.0,gewidmet,9200510.0,Helmholtz-Kiez,1556.25,"Deulstraße 19/20 Ob KSP,Helmholtz-Kiez, Berlin, Germany",,
00008100_001c6727,00008100:001c6727,070062,'09,Treptow-Köpenick,Adlershof,Spielplatz,Wassermannstraße 72/ Dörpfeldstraße Ahof KSP,Unknown,2013.0,,516.0,gewidmet,9200717.0,Dörpfeldstraße Ost,320.0,"Wassermannstraße 72/ Dörpfeldstraße Ahof KSP,Dörpfeldstraße Ost, Berlin, Germany",,
00008100_001c69f7,00008100:001c69f7,090122,'09,Treptow-Köpenick,Oberschöneweide,Spielplatz,Kottmeierstraße 22-26 Ob KSP,Unknown,,,953.0,gewidmet,9200511.0,Griechischer Park,953.0,"Kottmeierstraße 22-26 Ob KSP,Griechischer Park, Berlin, Germany",,
00008100_001c6723,00008100:001c6723,070052,'09,Treptow-Köpenick,Adlershof,Spielplatz,Büchnerweg 22 Ahof KSP,vorm. Wassermannstraße 114/Büchnerweg 22,2019.0,,822.0,gewidmet,9200717.0,Dörpfeldstraße Ost,510.18,"Büchnerweg 22 Ahof KSP,Dörpfeldstraße Ost, Berlin, Germany",,
00008100_00307226,00008100:00307226,060382,'09,Treptow-Köpenick,Altglienicke,Spielplatz,Uranusstraße Ag KSP,Fitness/ Parkoure,,,141.0,gewidmet,9300922.0,Kosmos Viertel,100.0,"Uranusstraße Ag KSP,Kosmos Viertel, Berlin, Germany",,
00008100_000a6b72,00008100:000a6b72,431.215,'08,Neukölln,Neukölln,Spielplatz,Hobrechtstrasse,Unknown,2000.0,,997.0,gewidmet,8100310.0,Maybachufer,498.0,"Hobrechtstrasse,Maybachufer, Berlin, Germany",,
00008100_000a6d28,00008100:000a6d28,411.246,'08,Neukölln,Neukölln,Spielplatz,Drorystrasse,Unknown,,,4218.0,gewidmet,8100417.0,Braunschweiger Straße,2392.69,"Drorystrasse,Braunschweiger Straße, Berlin, Germany",,
00008100_000a6d35,00008100:000a6d35,411.235,'08,Neukölln,Neukölln,Spielplatz,Richardplatz-Spielplatz 1,Unknown,,,418.0,gewidmet,8100416.0,Alt-Rixdorf,359.0,"Richardplatz-Spielplatz 1,Alt-Rixdorf, Berlin, Germany",,
00008100_000a6c8d,00008100:000a6c8d,321.230,'08,Neukölln,Britz,Spielplatz,Silbersteinstrasse,Unknown,,,1315.0,gewidmet,8100105.0,Silbersteinstraße,838.0,"Silbersteinstrasse,Silbersteinstraße, Berlin, Germany",,
00008100_000a6e56,00008100:000a6e56,211.273,'08,Neukölln,Buckow,Spielplatz,Fläzsteinpfad 3,Unknown,,,2415.0,gewidmet,8200832.0,Buckow Mitte,1674.0,"Fläzsteinpfad 3,Buckow Mitte, Berlin, Germany",52.4234856,13.4323385
00008100_000a6c8c,00008100:000a6c8c,321.231,'08,Neukölln,Britz,Spielplatz,Bambachstrasse - Spielplatz,Unknown,2019.0,,1979.0,gewidmet,8100105.0,Silbersteinstraße,1355.12,"Bambachstrasse - Spielplatz,Silbersteinstraße, Berlin, Germany",,
00008100_000a6c3a,00008100:000a6c3a,414.900,'08,Neukölln,Neukölln,Spielplatz,Wildenbruchstrasse 25,Abenteuerspielplatz,,,1805.0,Unknown,8100419.0,Treptower Straße Nord,1353.54,"Wildenbruchstrasse 25,Treptower Straße Nord, Berlin, Germany",52.4866953,13.4477042
00008100_000a6c07,00008100:000a6c07,411.251,'08,Neukölln,Neukölln,Spielplatz,Finowstraße-Spielplatz,Unknown,2014.0,,1507.0,gewidmet,8100418.0,Hertzbergplatz,1320.0,"Finowstraße-Spielplatz,Hertzbergplatz, Berlin, Germany",52.4816487,13.4427506
00008100_000a6d2d,00008100:000a6d2d,411.237,'08,Neukölln,Neukölln,Spielplatz,Venusplatz-Spielplatz,Unknown,,2016.0,1706.0,gewidmet,8100521.0,Schulenburgpark,1028.0,"Venusplatz-Spielplatz,Schulenburgpark, Berlin, Germany",,
00008100_000a6d39,00008100:000a6d39,431.221,'08,Neukölln,Neukölln,Spielplatz,Mahlower Strasse,Unknown,,,2307.0,gewidmet,8100102.0,Schillerpromenade Nord,1934.83,"Mahlower Strasse,Schillerpromenade Nord, Berlin, Germany",52.4797804,13.4227861
00008100_000a6e63,00008100:000a6e63,211.281,'08,Neukölln,Buckow,Spielplatz,Lindholzweg - Spielplatz,Unknown,2019.0,,1454.0,gewidmet,8200832.0,Buckow Mitte,1138.19,"Lindholzweg - Spielplatz,Buckow Mitte, Berlin, Germany",,
00008100_000a6de7,00008100:000a6de7,231.289,'08,Neukölln,Rudow,Spielplatz,Petunienweg-Spielplatz,Platz W,,,2000.0,gewidmet,8401241.0,Blumenviertel,1321.0,"Petunienweg-Spielplatz,Blumenviertel, Berlin, Germany",,
00008100_000a6d43,00008100:000a6d43,431.211,'08,Neukölln,Neukölln,Spielplatz,Pflügerstrasse,Unknown,,,1035.0,gewidmet,8100310.0,Maybachufer,730.0,"Pflügerstrasse,Maybachufer, Berlin, Germany",52.491143,13.4303137
00008100_000a6cd9,00008100:000a6cd9,231.291,'08,Neukölln,Rudow,Spielplatz,Schmiedeteich-Spielplatz,Unknown,,,105.0,gewidmet,8401243.0,Alt-Rudow,105.0,"Schmiedeteich-Spielplatz,Alt-Rudow, Berlin, Germany",,
00008100_000a6d4c,00008100:000a6d4c,431.208,'08,Neukölln,Neukölln,Spielplatz,Schillerpromenade-Spielplatz 208,Unknown,,,455.0,gewidmet,8100103.0,Schillerpromenade Süd,262.96,"Schillerpromenade-Spielplatz 208,Schillerpromenade Süd, Berlin, Germany",,
00008100_000a6d3d,00008100:000a6d3d,431.214,'08,Neukölln,Neukölln,Spielplatz,Herrfurthstrasse,Unknown,,,829.0,gewidmet,8100102.0,Schillerpromenade Nord,594.0,"Herrfurthstrasse,Schillerpromenade Nord, Berlin, Germany",52.4767812,13.4193196
00008100_000a6d40,00008100:000a6d40,431.213,'08,Neukölln,Neukölln,Spielplatz,Lichtenrader Str.,Unknown,,,392.0,gewidmet,8100102.0,Schillerpromenade Nord,340.0,"Lichtenrader Str.,Schillerpromenade Nord, Berlin, Germany",52.4764917,13.4203014
00008100_000a6d29,00008100:000a6d29,411.245,'08,Neukölln,Neukölln,Spielplatz,Kirchgasse 30,Unknown,,2023.0,1098.0,gewidmet,8100416.0,Alt-Rixdorf,549.0,"Kirchgasse 30,Alt-Rixdorf, Berlin, Germany",52.4779714,13.44193
00008100_000a6c06,00008100:000a6c06,431.227,'08,Neukölln,Neukölln,Spielplatz,Columbiadamm-Spielplatz,Unknown,,,816.0,gewidmet,8100102.0,Schillerpromenade Nord,560.0,"Columbiadamm-Spielplatz,Schillerpromenade Nord, Berlin, Germany",,
00008100_000a6c8e,00008100:000a6c8e,321.228,'08,Neukölln,Britz,Spielplatz,Bendastrasse,Unknown,,,2055.0,gewidmet,8100209.0,Glasower Straße,1372.0,"Bendastrasse,Glasower Straße, Berlin, Germany",52.4630995,13.4376094
00008100_000a6bef,00008100:000a6bef,221.280,'08,Neukölln,Gropiusstadt,Spielplatz,BBR-Fitness Standorte Gropiusmeile 3,Unknown,2022.0,,300.0,gewidmet,8301036.0,Gropiusstadt Mitte,299.02,"BBR-Fitness Standorte Gropiusmeile 3,Gropiusstadt Mitte, Berlin, Germany",,
00008100_000a6d2a,00008100:000a6d2a,411.244,'08,Neukölln,Neukölln,Spielplatz,Schudomastrasse 23,Unknown,,2013.0,1899.0,gewidmet,8100417.0,Braunschweiger Straße,1316.0,"Schudomastrasse 23,Braunschweiger Straße, Berlin, Germany",52.4725049,13.4527929
00008100_000a6d10,00008100:000a6d10,434.200,'08,Neukölln,Neukölln,Spielplatz,Rütlistrasse 3,Jugendheim,,,4466.0,Unknown,8100312.0,Weichselplatz,1700.0,"Rütlistrasse 3,Weichselplatz, Berlin, Germany",52.4870378,13.4342535
00008100_000a6de3,00008100:000a6de3,231.293,'08,Neukölln,Rudow,Spielplatz,Pfarrer-Heß-Weg 85,Unknown,,,3061.0,gewidmet,8401243.0,Alt-Rudow,1754.0,"Pfarrer-Heß-Weg 85,Alt-Rudow, Berlin, Germany",,
00008100_000a6d31,00008100:000a6d31,411.243,'08,Neukölln,Neukölln,Spielplatz,Schudomastrasse,Unknown,,,694.0,gewidmet,8100416.0,Alt-Rixdorf,350.0,"Schudomastrasse,Alt-Rixdorf, Berlin, Germany",52.4732724,13.4516778
00008100_000a6d4a,00008100:000a6d4a,431.207,'08,Neukölln,Neukölln,Spielplatz,Schillerpromenade-Spielplatz 207,Unknown,,,2037.0,gewidmet,8100103.0,Schillerpromenade Süd,1207.36,"Schillerpromenade-Spielplatz 207,Schillerpromenade Süd, Berlin, Germany",,
00008100_000a6c8f,00008100:000a6c8f,321.227,'08,Neukölln,Britz,Spielplatz,Walterstrasse,Unknown,2017.0,2017.0,1267.0,gewidmet,8100209.0,Glasower Straße,850.0,"Walterstrasse,Glasower Straße, Berlin, Germany",,
00008100_000a6d3e,00008100:000a6d3e,431.220,'08,Neukölln,Neukölln,Spielplatz,Kienitzer Strasse,Unknown,,,1693.0,gewidmet,8100103.0,Schillerpromenade Süd,1128.0,"Kienitzer Strasse,Schillerpromenade Süd, Berlin, Germany",52.4760684,13.4265616
00008100_000a6d42,00008100:000a6d42,431.218,'08,Neukölln,Neukölln,Spielplatz,Mainzer Straße,Boddinplatz,2002.0,2015.0,1981.0,gewidmet,8100206.0,Flughafenstraße,1394.0,"Mainzer Straße,Flughafenstraße, Berlin, Germany",52.4817357,13.4275435
00008100_002897d6,00008100:002897d6,321.229,'08,Neukölln,Britz,Spielplatz,Mariendorfer Weg,Unknown,2019.0,,567.0,gewidmet,8100105.0,Silbersteinstraße,341.29,"Mariendorfer Weg,Silbersteinstraße, Berlin, Germany",52.4366175,13.4261664
00008100_000a6c87,00008100:000a6c87,321.255,'08,Neukölln,Britz,Spielplatz,Hannemannstraße-Spielplatz,Unknown,,,1354.0,gewidmet,8200623.0,Park am Buschkrug,1053.0,"Hannemannstraße-Spielplatz,Park am Buschkrug, Berlin, Germany",52.4545078,13.4430712
00008100_000a6b59,00008100:000a6b59,211.280,'08,Neukölln,Buckow,Spielplatz,In den Gärten-Spielplatz,Siedlung Straße 100,2002.0,,267.0,gewidmet,8200832.0,Buckow Mitte,245.29,"In den Gärten-Spielplatz,Buckow Mitte, Berlin, Germany",,
00008100_000a6d2f,00008100:000a6d2f,411.241,'08,Neukölln,Neukölln,Spielplatz,Geygerstrasse,Unknown,,2019.0,646.0,gewidmet,8100415.0,Ganghoferstraße,558.0,"Geygerstrasse,Ganghoferstraße, Berlin, Germany",52.4790738,13.4429747
00008100_000a6d44,00008100:000a6d44,431.212,'08,Neukölln,Neukölln,Spielplatz,Rütlistrasse,Unknown,,,1463.0,gewidmet,8100312.0,Weichselplatz,1216.24,"Rütlistrasse,Weichselplatz, Berlin, Germany",52.4872336,13.4342037
00008100_000a6d49,00008100:000a6d49,431.209,'08,Neukölln,Neukölln,Spielplatz,Schinkestrasse,Unknown,,2010.0,1153.0,gewidmet,8100310.0,Maybachufer,1051.0,"Schinkestrasse,Maybachufer, Berlin, Germany",52.4941897,13.4222806
00008100_000a6c84,00008100:000a6c84,321.253,'08,Neukölln,Britz,Spielplatz,Friedrichsbrunner Platz-Spielplatz,Unknown,,,817.0,gewidmet,8200624.0,Tempelhofer Weg,817.0,"Friedrichsbrunner Platz-Spielplatz,Tempelhofer Weg, Berlin, Germany",,
00008100_000a6d52,00008100:000a6d52,431.206,'08,Neukölln,Neukölln,Spielplatz,Schillerpromenade-Spielplatz 206,Unknown,,,756.0,gewidmet,8100102.0,Schillerpromenade Nord,381.09,"Schillerpromenade-Spielplatz 206,Schillerpromenade Nord, Berlin, Germany",,
00008100_000a6e53,00008100:000a6e53,211.271,'08,Neukölln,Buckow,Spielplatz,Sandsteinweg,Unknown,,,1288.0,gewidmet,8200831.0,Buckow West,677.0,"Sandsteinweg,Buckow West, Berlin, Germany",52.4177328,13.4030767
00008100_000a6b4f,00008100:000a6b4f,241.297,'08,Neukölln,Rudow,Spielplatz,Zwickauer Damm,Unknown,,,621.0,gewidmet,8401242.0,Zittauer Straße,371.51,"Zwickauer Damm,Zittauer Straße, Berlin, Germany",52.4233803,13.4839403
00008100_000a6d48,00008100:000a6d48,411.216,'08,Neukölln,Neukölln,Spielplatz,Sinsheimer Weg 6,Unknown,,,3748.0,gewidmet,8100419.0,Treptower Straße Nord,2851.0,"Sinsheimer Weg 6,Treptower Straße Nord, Berlin, Germany",52.4854892,13.4535872
00008100_000a6d47,00008100:000a6d47,411.215,'08,Neukölln,Neukölln,Spielplatz,Weserstrasse,Unknown,,2012.0,1655.0,gewidmet,8100312.0,Weichselplatz,1419.16,"Weserstrasse,Weichselplatz, Berlin, Germany",52.4878668,13.4303447
00008100_000a6d24,00008100:000a6d24,411.238,'08,Neukölln,Neukölln,Spielplatz,Saalestrasse-Spielplatz I,Unstrutstraße,,,2799.0,gewidmet,8100417.0,Braunschweiger Straße,1506.12,"Saalestrasse-Spielplatz I,Braunschweiger Straße, Berlin, Germany",,
00008100_000a6b8f,00008100:000a6b8f,431.204,'08,Neukölln,Neukölln,Spielplatz,Reuterstraße 9,Unknown,,,2572.0,gewidmet,8100206.0,Flughafenstraße,1286.0,"Reuterstraße 9,Flughafenstraße, Berlin, Germany",52.4825384,13.4291936
00008100_000a6d3c,00008100:000a6d3c,431.219,'08,Neukölln,Neukölln,Spielplatz,Lichtenrader Strasse 45,Unknown,,,1673.0,gewidmet,8100102.0,Schillerpromenade Nord,1021.75,"Lichtenrader Strasse 45,Schillerpromenade Nord, Berlin, Germany",52.4760577,13.4209193
00008100_000a6d45,00008100:000a6d45,431.210,'08,Neukölln,Neukölln,Spielplatz,Maybachufer,Unknown,,,1421.0,gewidmet,8100310.0,Maybachufer,1022.0,"Maybachufer,Maybachufer, Berlin, Germany",52.4926177,13.4306879
00008100_000a6c83,00008100:000a6c83,321.258,'08,Neukölln,Britz,Spielplatz,Walkenrieder Strasse,Unknown,,,1577.0,gewidmet,8200624.0,Tempelhofer Weg,1101.0,"Walkenrieder Strasse,Tempelhofer Weg, Berlin, Germany",52.4608297,13.4314304
00008100_000a6d3a,00008100:000a6d3a,431.225,'08,Neukölln,Neukölln,Spielplatz,Wartheplatz-Spielplatz,Unknown,,,1236.0,gewidmet,8100104.0,Wartheplatz,781.0,"Wartheplatz-Spielplatz,Wartheplatz, Berlin, Germany",,
00008100_000a6e51,00008100:000a6e51,211.272,'08,Neukölln,Buckow,Spielplatz,Künheimer Weg 1,Unknown,,,1540.0,gewidmet,8200831.0,Buckow West,778.0,"Künheimer Weg 1,Buckow West, Berlin, Germany",52.4162444,13.4102432
00008100_000a6e23,00008100:000a6e23,221.200,'08,Neukölln,Britz,Spielplatz,Friedland I-Spielplatz,Unknown,,,497.0,gewidmet,8200729.0,Britzer Garten,275.0,"Friedland I-Spielplatz,Britzer Garten, Berlin, Germany",,
