technical_id,key,object_number,district_id,district,neighborhood,green_area_type,playground_name,playground_suffix,year_built,last_renovation_year,area_sqm,dedication,planning_area_number,planning_area_name,net_play_area_sqm,full_address,latitude,longitude
00008100_002f2a93,00008100:002f2a93,27176,'12,Reinickendorf,Wittenau,Spielplatz,Roedernallee/Alt-Wittenau (Spielplatz),Kleinkind,2022.0,,969.0,Unknown,12500926.0,Wittenau Mitte,969.0,"Roedernallee/Alt-Wittenau (Spielplatz),Wittenau Mitte, Berlin, Germany",,
00008100_002fb0dc,00008100:002fb0dc,27345,'12,Reinickendorf,Märkisches Viertel,Spielplatz,Lauterbach-Grundschule (33. G) Spielplatz,Unknown,2022.0,,503.3,in Widmung,12601134.0,Märkisches Zentrum,503.3,"Lauterbach-Grundschule (33. G) Spielplatz,Märkisches Zentrum, Berlin, Germany",,
00008100_0010442f,00008100:0010442f,00273,'12,Reinickendorf,Waidmannslust,Spielplatz,Waldshuter Zeile (Spielplatz),Unknown,2016.0,,2644.4,gewidmet,12601032.0,Rollbergesiedlung,2644.4,"Waldshuter Zeile (Spielplatz),Rollbergesiedlung, Berlin, Germany",,
00008100_0010447a,00008100:0010447a,00392,'12,Reinickendorf,Reinickendorf,Spielplatz,Friedrich-Wilhelm-Str. 75 (Spielplatz),Unknown,2007.0,,3425.5,gewidmet,12100103.0,Breitkopfbecken,3425.5,"Friedrich-Wilhelm-Str. 75 (Spielplatz),Breitkopfbecken, Berlin, Germany",,
00008100_00104411,00008100:00104411,00124,'12,Reinickendorf,Frohnau,Spielplatz,Welfenallee 18/An der Buche (Spielplatz),Unknown,2013.0,,1862.3,gewidmet,12400720.0,Frohnau West,1862.3,"Welfenallee 18/An der Buche (Spielplatz),Frohnau West, Berlin, Germany",,
00008100_0010443a,00008100:0010443a,00355,'12,Reinickendorf,Wittenau,Spielplatz,Rathauspromenade 73-75 (Spielplatz),Unknown,2016.0,,2381.9,gewidmet,12500930.0,Wittenau Süd,2381.87,"Rathauspromenade 73-75 (Spielplatz),Wittenau Süd, Berlin, Germany",,
00008100_00104376,00008100:00104376,01653,'12,Reinickendorf,Reinickendorf,Spielplatz,Neptunstr. 6 (Spielplatz),Unknown,1999.0,2021.0,323.6,gewidmet,12100101.0,Letteplatz,323.64,"Neptunstr. 6 (Spielplatz),Letteplatz, Berlin, Germany",,
00008100_0010436f,00008100:0010436f,01669,'12,Reinickendorf,Tegel,Spielplatz,Bernauer Str. 136 A (Spielplatz),hinter Kindertagesstätte,2000.0,,3189.3,gewidmet,12200413.0,Tegel Süd,3189.3,"Bernauer Str. 136 A (Spielplatz),Tegel Süd, Berlin, Germany",,
00008100_00104462,00008100:00104462,00360,'12,Reinickendorf,Reinickendorf,Spielplatz,Klamannstr./Borggrevestr. (Spielplatz),Unknown,2015.0,,1223.4,gewidmet,12100206.0,Humboldtstraße,1223.4,"Klamannstr./Borggrevestr. (Spielplatz),Humboldtstraße, Berlin, Germany",,
00008100_0010437f,00008100:0010437f,01637,'12,Reinickendorf,Reinickendorf,Spielplatz,Sommerstr./Seebeckstr. (Spielplatz),Unknown,1998.0,,3703.2,gewidmet,12100102.0,Hausotterplatz,3703.2,"Sommerstr./Seebeckstr. (Spielplatz),Hausotterplatz, Berlin, Germany",,
00008100_00250496,00008100:00250496,36190,'12,Reinickendorf,Reinickendorf,Spielplatz,Hoppestr. 36 (Spielplatz),Unknown,2019.0,,1246.6,gewidmet,12100102.0,Hausotterplatz,1246.6,"Hoppestr. 36 (Spielplatz),Hausotterplatz, Berlin, Germany",,
00008100_0010449b,00008100:0010449b,00424,'12,Reinickendorf,Reinickendorf,Spielplatz,Amendestr. 84/86 (Spielplatz),Unknown,2020.0,,1068.6,gewidmet,12100102.0,Hausotterplatz,1068.6,"Amendestr. 84/86 (Spielplatz) ,Hausotterplatz, Berlin, Germany",,
00008100_00104442,00008100:00104442,00395,'12,Reinickendorf,Reinickendorf,Spielplatz,Kamekestr. (Spielplatz),Unknown,2010.0,,2228.3,gewidmet,12100102.0,Hausotterplatz,2228.3,"Kamekestr. (Spielplatz),Hausotterplatz, Berlin, Germany",,
00008100_00311337,00008100:00311337,27177,'12,Reinickendorf,Wittenau,Spielplatz,Roedernallee 106 (Spielplatz),Unknown,,,581.3,gewidmet,12500926.0,Wittenau Mitte,581.3,"Roedernallee 106 (Spielplatz),Wittenau Mitte, Berlin, Germany",,
00008100_001c9641,00008100:001c9641,02AS04,'11,Lichtenberg,Wartenberg,Spielplatz,Am Kletterplatz / Am Genossenschaftsring,Unknown,2013.0,,1152.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,500.0,"Am Kletterplatz / Am Genossenschaftsring,Dörfer Malchow-Wartenberg, Berlin, Germany",,
00008100_001c9568,00008100:001c9568,23AS01,'11,Lichtenberg,Rummelsburg,Spielplatz,Hauffstr. 22-25 / Spielpl.,Unknown,2003.0,,2659.0,gewidmet,11400927.0,Victoriastadt,1589.0,"Hauffstr. 22-25 / Spielpl.,Victoriastadt, Berlin, Germany",,
00008100_001c9667,00008100:001c9667,12AS01,'11,Lichtenberg,Alt-Hohenschönhausen,Spielplatz,Leuenberger Str. ggü. 4-10 / Spielpl.,Unknown,2006.0,,974.0,gewidmet,11200411.0,Hauptstraße,729.0,"Leuenberger Str. ggü. 4-10 / Spielpl.,Hauptstraße, Berlin, Germany",,
00008100_001c961a,00008100:001c961a,14AS01,'11,Lichtenberg,Alt-Hohenschönhausen,Spielplatz,Konrad-Wolf-Str.92/Küstriner Str./Spielp,Unknown,1999.0,,3547.0,gewidmet,11200513.0,Große-Leege-Straße,3000.0,"Konrad-Wolf-Str.92/Küstriner Str./Spielp,Große-Leege-Straße, Berlin, Germany",,
00008100_001c9471,00008100:001c9471,24AS05,'11,Lichtenberg,Rummelsburg,Spielplatz,Rosenfelder Str./ Marie-Curie-Allee /Sp.,Unknown,1994.0,,824.0,gewidmet,11400929.0,Weitlingkiez,466.0,"Rosenfelder Str./ Marie-Curie-Allee /Sp.,Weitlingkiez, Berlin, Germany",,
00008100_001c94bb,00008100:001c94bb,24AS06,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Einbecker Str. zw. 71 u. 85 / Spielpl.,Unknown,2001.0,,3304.0,gewidmet,11400931.0,Massower Straße,1255.0,"Einbecker Str. zw. 71 u. 85 / Spielpl.,Massower Straße, Berlin, Germany",,
00008100_001c94d8,00008100:001c94d8,19AS01,'11,Lichtenberg,Fennpfuhl,Spielplatz,Karl-Lade-Str. 36 Spielpl.KGA,Unknown,2017.0,,405.0,gewidmet,11300618.0,Storkower Bogen,405.0,"Karl-Lade-Str. 36 Spielpl.KGA,Storkower Bogen, Berlin, Germany",,
00008100_001c9331,00008100:001c9331,02AS01,'11,Lichtenberg,Wartenberg,Spielplatz,KGA Falkenhöhe Nord / Spielplatz,Unknown,1993.0,,1313.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,1002.0,"KGA Falkenhöhe Nord / Spielplatz,Dörfer Malchow-Wartenberg, Berlin, Germany",,
00008100_002d3618,00008100:002d3618,07AS05,'11,Lichtenberg,Neu-Hohenschönhausen,Spielplatz,Rostocker Str. 15 / Krummer Pfuhl,Unknown,2022.0,,1022.0,gewidmet,11100206.0,Wartenberg Nord,1022.0,"Rostocker Str. 15 / Krummer Pfuhl,Wartenberg Nord, Berlin, Germany",,
00008100_001c96a9,00008100:001c96a9,24AS07,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Marie-Curie-Allee 12-14  / Spielpl.,Unknown,2002.0,,946.0,gewidmet,11400929.0,Weitlingkiez,946.0,"Marie-Curie-Allee 12-14  / Spielpl.,Weitlingkiez, Berlin, Germany",,
00008100_001c953c,00008100:001c953c,17AS02,'11,Lichtenberg,Fennpfuhl,Spielplatz,Otto-Marquardt-Str. 6/8 / Spielpl.,Unknown,2007.0,,642.0,gewidmet,11300616.0,Hohenschönhauser Straße,642.0,"Otto-Marquardt-Str. 6/8 / Spielpl.,Hohenschönhauser Straße, Berlin, Germany",,
00008100_001c9510,00008100:001c9510,02AS02,'11,Lichtenberg,Wartenberg,Spielplatz,Dörferweg / Str. 2 / Ecke Str. 7 / Spielplatz,Unknown,2003.0,,925.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,651.0,"Dörferweg / Str. 2 / Ecke Str. 7 / Spielplatz,Dörfer Malchow-Wartenberg, Berlin, Germany",,
00008100_001c95c8,00008100:001c95c8,04AS03,'11,Lichtenberg,Neu-Hohenschönhausen,Spielplatz,Wartiner Str. 40 - 50 / Spielpl.,Unknown,1991.0,,587.0,gewidmet,11100203.0,Falkenberg Ost,587.0,"Wartiner Str. 40 - 50 / Spielpl.,Falkenberg Ost, Berlin, Germany",,
00008100_0020d067,00008100:0020d067,11AS02,'11,Lichtenberg,Alt-Hohenschönhausen,Spielplatz,Helga-Haase-Str.15/Gartenstadt/Spielplatz,Unknown,2017.0,,628.0,gewidmet,11200410.0,Malchower Weg,628.0,"Helga-Haase-Str.15/Gartenstadt/Spielplatz,Malchower Weg, Berlin, Germany",,
00008100_0028f209,00008100:0028f209,24AS01,'11,Lichtenberg,Rummelsburg,Spielplatz,Nöldnerstr. 45,Unknown,,2023.0,2536.0,gewidmet,11400928.0,Nöldnerplatz,2536.0,"Nöldnerstr. 45,Nöldnerplatz, Berlin, Germany",52.5018998,13.4758708
00008100_001c9600,00008100:001c9600,17AS04,'11,Lichtenberg,Fennpfuhl,Spielplatz,Otto-Marquardt-Str. südl.Nr.10,Unknown,2019.0,2020.0,2110.0,gewidmet,11300616.0,Hohenschönhauser Straße,1715.0,"Otto-Marquardt-Str. südl.Nr.10,Hohenschönhauser Straße, Berlin, Germany",,
00008100_001c945f,00008100:001c945f,19AS04,'11,Lichtenberg,Fennpfuhl,Spielplatz,Franz-Jacob-Str. 1-3 / Spielpl.,Unknown,1993.0,,2865.0,gewidmet,11300618.0,Storkower Bogen,1162.0,"Franz-Jacob-Str. 1-3 / Spielpl.,Storkower Bogen, Berlin, Germany",,
00008100_001c9472,00008100:001c9472,19AS11,'11,Lichtenberg,Fennpfuhl,Spielplatz,R.-Seiffert-Str. ggü. 19-23 Bolzpl.,Unknown,2004.0,,710.0,gewidmet,11300619.0,Rudolf-Seiffert-Park,710.0,"R.-Seiffert-Str. ggü. 19-23 Bolzpl. ,Rudolf-Seiffert-Park, Berlin, Germany",,
00008100_001c965c,00008100:001c965c,19AS13,'11,Lichtenberg,Fennpfuhl,Spielplatz,Rudolf-Seiffert- Str. 6-24 ggü. 50,Unknown,2005.0,,713.0,gewidmet,11300619.0,Rudolf-Seiffert-Park,713.0,"Rudolf-Seiffert- Str. 6-24 ggü. 50,Rudolf-Seiffert-Park, Berlin, Germany",,
00008100_001c9574,00008100:001c9574,28AS08,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Franz-Mett-Str. 2-4 / Spielpl.,Unknown,2021.0,2021.0,2222.0,gewidmet,11401137.0,Erieseering,1740.0,"Franz-Mett-Str. 2-4 / Spielpl.,Erieseering, Berlin, Germany",,
00008100_001c9339,00008100:001c9339,24AS08,'11,Lichtenberg,Rummelsburg,Spielplatz,Münsterlandstr. 46 - 50 / Spielpl.,Unknown,2003.0,,317.0,Unknown,11400929.0,Weitlingkiez,288.0,"Münsterlandstr. 46 - 50 / Spielpl.,Weitlingkiez, Berlin, Germany",,
00008100_001c9478,00008100:001c9478,30AS01,'11,Lichtenberg,Karlshorst,Spielplatz,Ilsestr. 30-30B / Lisztstr. / Spielplatz,Unknown,1993.0,,3972.0,gewidmet,11501339.0,Karlshorst West,1534.0,"Ilsestr. 30-30B / Lisztstr. / Spielplatz,Karlshorst West, Berlin, Germany",,
00008100_002e00c4,00008100:002e00c4,24AF02,'11,Lichtenberg,Rummelsburg,Spielplatz,Weitling- / Wönnichstr. / Skaterlinse,Unknown,2005.0,,622.0,Unknown,11400929.0,Weitlingkiez,622.0,"Weitling- / Wönnichstr. / Skaterlinse,Weitlingkiez, Berlin, Germany",,
00008100_002e4e91,00008100:002e4e91,28AS21,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Dolgenseestr. 21-60 / Promenade,Unknown,2022.0,,937.0,Unknown,11401135.0,Dolgenseestraße,937.0,"Dolgenseestr. 21-60 / Promenade,Dolgenseestraße, Berlin, Germany",,
00008100_001c94e5,00008100:001c94e5,17AS03,'11,Lichtenberg,Fennpfuhl,Spielplatz,Herbert-Tschäpe-Str. 31-37 ggü.,Unknown,1996.0,,3002.0,gewidmet,11300616.0,Hohenschönhauser Straße,1727.0,"Herbert-Tschäpe-Str. 31-37 ggü.,Hohenschönhauser Straße, Berlin, Germany",,
00008100_001c95ce,00008100:001c95ce,22AS02,'11,Lichtenberg,Lichtenberg,Spielplatz,John-Sieg-Str. 1-3 ggü. / Spielpl.,'Bleistifte',1993.0,,2531.0,gewidmet,11300826.0,Frankfurter Allee Süd,2531.0,"John-Sieg-Str. 1-3 ggü. / Spielpl.,Frankfurter Allee Süd, Berlin, Germany",,
00008100_001c9620,00008100:001c9620,10AS01,'11,Lichtenberg,Neu-Hohenschönhausen,Spielplatz,Mühlengrund /  Spielplatz,Unknown,1996.0,,276.0,Unknown,11100309.0,Mühlengrund,189.0,"Mühlengrund /  Spielplatz,Mühlengrund, Berlin, Germany",,
00008100_001c94bd,00008100:001c94bd,28AS05,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Erieseering 7-11 (Rückseite) / Spielpl.,Unknown,1996.0,2024.0,3287.0,gewidmet,11401137.0,Erieseering,3287.0,"Erieseering 7-11 (Rückseite) / Spielpl.,Erieseering, Berlin, Germany",,
00008100_001c94c7,00008100:001c94c7,28AS02,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Schwarzmeerstr. südl. Nr. 29 / Spielpl.,Unknown,,2021.0,1483.0,gewidmet,11401136.0,Volkradstraße,651.0,"Schwarzmeerstr. südl. Nr. 29 / Spielpl.,Volkradstraße, Berlin, Germany",,
00008100_001c9613,00008100:001c9613,29AS02,'11,Lichtenberg,Rummelsburg,Spielplatz,Rummelsburger Bucht / Hauptstr. 4 / Spielpl.,Unknown,1999.0,,1974.0,gewidmet,11501238.0,Rummelsburg,1974.0,"Rummelsburger Bucht / Hauptstr. 4 / Spielpl.,Rummelsburg, Berlin, Germany",,
00008100_001c9318,00008100:001c9318,11AS01,'11,Lichtenberg,Alt-Hohenschönhausen,Spielplatz,Edgarstr. 2 / Spielpl.,Unknown,2008.0,,1156.0,gewidmet,11200410.0,Malchower Weg,836.0,"Edgarstr. 2 / Spielpl.,Malchower Weg, Berlin, Germany",,
00008100_001c9479,00008100:001c9479,31AS01,'11,Lichtenberg,Karlshorst,Spielplatz,Rolandseck / Waldowallee / Spielpl.,Unknown,2015.0,,2007.0,gewidmet,11501340.0,Karlshorst Nord,1083.0,"Rolandseck / Waldowallee / Spielpl.,Karlshorst Nord, Berlin, Germany",,
00008100_001c9615,00008100:001c9615,07AS04,'11,Lichtenberg,Neu-Hohenschönhausen,Spielplatz,Falkenbg. Chauss./E.-E.-Kisch-Str./Sp.,Unknown,1999.0,,389.0,gewidmet,11100206.0,Wartenberg Nord,389.0,"Falkenbg. Chauss./E.-E.-Kisch-Str./Sp.,Wartenberg Nord, Berlin, Germany",,
00008100_001c94fe,00008100:001c94fe,26AS04,'11,Lichtenberg,Friedrichsfelde,Spielplatz,"Marzahner Ch./anKGA""Akazienwäld./Spielpl",Unknown,2003.0,2003.0,336.0,gewidmet,11401033.0,Gensinger Straße,256.0,"Marzahner Ch./anKGA""Akazienwäld./Spielpl,Gensinger Straße, Berlin, Germany",,
00008100_001c961e,00008100:001c961e,31AS05,'11,Lichtenberg,Karlshorst,Spielplatz,Köpenicker Allee/Biesenhorster Weg/Sp.,Unknown,1998.0,,190.0,gewidmet,11501340.0,Karlshorst Nord,190.0,"Köpenicker Allee/Biesenhorster Weg/Sp.,Karlshorst Nord, Berlin, Germany",,
00008100_001c96f5,00008100:001c96f5,32AS02,'11,Lichtenberg,Karlshorst,Spielplatz,Traberweg / Liepnitzstr. / Spielpl.,Unknown,2010.0,,705.0,gewidmet,11501341.0,Karlshorst Süd,705.0,"Traberweg / Liepnitzstr. / Spielpl.,Karlshorst Süd, Berlin, Germany",,
00008100_001c9482,00008100:001c9482,32AS01,'11,Lichtenberg,Karlshorst,Spielplatz,Lehndorffstr./ Stallwiese / Spielpl.,Unknown,1999.0,1994.0,1256.0,gewidmet,11501341.0,Karlshorst Süd,1256.0,"Lehndorffstr./ Stallwiese / Spielpl.,Karlshorst Süd, Berlin, Germany",,
00008100_001c9555,00008100:001c9555,23AS03,'11,Lichtenberg,Rummelsburg,Spielplatz,Türrschmidt Str./Kernhofer Str./Ballsp.,Unknown,2004.0,,204.0,gewidmet,11400927.0,Victoriastadt,204.0,"Türrschmidt Str./Kernhofer Str./Ballsp.,Victoriastadt, Berlin, Germany",,
00008100_001c9619,00008100:001c9619,14AS03,'11,Lichtenberg,Alt-Hohenschönhausen,Spielplatz,Freienwalder Platz / Spielpl.,Unknown,2017.0,,271.0,gewidmet,11200513.0,Große-Leege-Straße,257.0,"Freienwalder Platz / Spielpl.,Große-Leege-Straße, Berlin, Germany",,
00008100_001c94ba,00008100:001c94ba,19AS08,'11,Lichtenberg,Fennpfuhl,Spielplatz,Georg-Lehnig Str.1-9 / Spielplatz,Unknown,1996.0,2024.0,1845.0,gewidmet,11300618.0,Storkower Bogen,1030.0,"Georg-Lehnig Str.1-9 / Spielplatz,Storkower Bogen, Berlin, Germany",,
00008100_001c955a,00008100:001c955a,31AS02,'11,Lichtenberg,Karlshorst,Spielplatz,Ingelheimer/Ehrenfelsstr./Stadtpl./Sp.,Unknown,1991.0,,309.0,gewidmet,11501340.0,Karlshorst Nord,309.0,"Ingelheimer/Ehrenfelsstr./Stadtpl./Sp.,Karlshorst Nord, Berlin, Germany",,
00008100_001c95c2,00008100:001c95c2,09AS02,'11,Lichtenberg,Neu-Hohenschönhausen,Spielplatz,Wiecker Str. 1-3 / Spielpl. hinter Kita,Unknown,1991.0,,989.0,gewidmet,11100308.0,Zingster Straße West,826.0,"Wiecker Str. 1-3 / Spielpl. hinter Kita,Zingster Straße West, Berlin, Germany",,
00008100_001c9564,00008100:001c9564,24AS03,'11,Lichtenberg,Rummelsburg,Spielplatz,Wönnichstr.  / Sophienstr. / Spielpl.,Unknown,2005.0,,1831.0,gewidmet,11400929.0,Weitlingkiez,1215.0,"Wönnichstr.  / Sophienstr. / Spielpl.,Weitlingkiez, Berlin, Germany",,
00008100_001c95c7,00008100:001c95c7,23AS02,'11,Lichtenberg,Rummelsburg,Spielplatz,Kernhofer Str. 8-10 / Spielpl.,Unknown,2002.0,,943.0,gewidmet,11400927.0,Victoriastadt,848.0,"Kernhofer Str. 8-10 / Spielpl.,Victoriastadt, Berlin, Germany",,
00008100_00287676,00008100:00287676,21AS09,'11,Lichtenberg,Lichtenberg,Spielplatz,Magdalenenstr. 25/27 / Rodeliusplatz,an der Kirche,2020.0,,361.0,gewidmet,11300724.0,Roedeliusplatz,361.0,"Magdalenenstr. 25/27 / Rodeliusplatz,Roedeliusplatz, Berlin, Germany",,
00008100_00302fae,00008100:00302fae,03AS01,'11,Lichtenberg,Falkenberg,Spielplatz,Karl-Philipp-Moritz-Weg / Am Gehrensee - Mein Falkenberg,Unknown,2023.0,,721.0,Unknown,11100102.0,Dorf Falkenberg,721.0,"Karl-Philipp-Moritz-Weg / Am Gehrensee - Mein Falkenberg,Dorf Falkenberg, Berlin, Germany",,
00008100_001c92cb,00008100:001c92cb,14AS02,'11,Lichtenberg,Alt-Hohenschönhausen,Spielplatz,Küstriner Str. 57 /Spielpl,Unknown,2013.0,2015.0,2912.0,gewidmet,11200513.0,Große-Leege-Straße,2912.0,"Küstriner Str. 57 /Spielpl,Große-Leege-Straße, Berlin, Germany",,
00008100_001c9583,00008100:001c9583,20AS01,'11,Lichtenberg,Fennpfuhl,Spielplatz,Paul-Zobel-Str. 1-4 / Spielplatz,Unknown,2019.0,2019.0,4664.0,gewidmet,11300620.0,Fennpfuhl Ost,2644.0,"Paul-Zobel-Str. 1-4 / Spielplatz,Fennpfuhl Ost, Berlin, Germany",,
00008100_001c9546,00008100:001c9546,28AS04,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Sewanstr./Ontarioseestr.(Wasserwerk)/Sp.,Unknown,2019.0,2019.0,1838.0,gewidmet,11401137.0,Erieseering,734.0,"Sewanstr./Ontarioseestr.(Wasserwerk)/Sp.,Erieseering, Berlin, Germany",,
00008100_001c95bf,00008100:001c95bf,04AS04,'11,Lichtenberg,Neu-Hohenschönhausen,Spielplatz,Biesenbrower Str. 30-40 / Spielpl.,Unknown,1993.0,2021.0,2674.0,gewidmet,11100203.0,Falkenberg Ost,1299.0,"Biesenbrower Str. 30-40 / Spielpl.,Falkenberg Ost, Berlin, Germany",,
00008100_001c95e9,00008100:001c95e9,08AS01,'11,Lichtenberg,Neu-Hohenschönhausen,Spielplatz,Zingster Str.2-12 /Prerower Pl.10-12/Sp.,Unknown,1992.0,,2547.0,gewidmet,11100307.0,Zingster Straße Ost,1265.0,"Zingster Str.2-12 /Prerower Pl.10-12/Sp.,Zingster Straße Ost, Berlin, Germany",,
00008100_00199428,00008100:00199428,00202,'10,Marzahn-Hellersdorf,Marzahn,Spielplatz,"Parsteiner Ring, vor Nr. 44",Streetball-Anlage,1989.0,1996.0,800.0,gewidmet,10100207.0,Ahrensfelder Berge,509.16,"Parsteiner Ring, vor Nr. 44,Ahrensfelder Berge, Berlin, Germany",,
00008100_0028c446,00008100:0028c446,R02-25318,'10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Kiezpark Schönagelstraße,Spielplatz südlich der Turnhalle,2019.0,,3647.2,gewidmet,10100209.0,Lea-Grundig-Straße,3163.19,"Kiezpark Schönagelstraße,Lea-Grundig-Straße, Berlin, Germany",52.5485302,13.571236
00008100_0019926b,00008100:0019926b,2306601,'10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Stolzenhagener Straße gegenüber Sportpl.,Ballspielanlage der WG Marzahner Tor,2003.0,,942.7,gewidmet,10100210.0,Marzahner Promenade,111.73,"Stolzenhagener Straße gegenüber Sportpl.,Marzahner Promenade, Berlin, Germany",,
00008100_003011b5,00008100:003011b5,2301106A,'10,Marzahn-Hellersdorf,Hellersdorf,Spielplatz,Spielplatz Klingenthaler Straße,Unknown,,,787.0,gewidmet,10200526.0,Boulevard Kastanienallee,787.0,"Spielplatz Klingenthaler Straße,Boulevard Kastanienallee, Berlin, Germany",,
00008100_0030ac12,00008100:0030ac12,PO-27521,'10,Marzahn-Hellersdorf,Mahlsdorf,Spielplatz,Spielplatz Theodorpark,Unknown,,,1569.0,gewidmet,10400941.0,Pilgramer Straße,1125.37,"Spielplatz Theodorpark,Pilgramer Straße, Berlin, Germany",,
00008100_0019972d,00008100:0019972d,2301240,'10,Marzahn-Hellersdorf,Mahlsdorf,Spielplatz,Langenbeckplatz - Spielplatz,Langenbeckplatz,2000.0,,3836.0,gewidmet,10400941.0,Pilgramer Straße,682.2,"Langenbeckplatz - Spielplatz,Pilgramer Straße, Berlin, Germany",,
00008100_0019940c,00008100:0019940c,00160,'10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Franz-Stenzer-Straße 17/19,allg. Spielplatz,1985.0,,719.0,gewidmet,10100210.0,Marzahner Promenade,718.0,"Franz-Stenzer-Straße 17/19,Marzahner Promenade, Berlin, Germany",52.5451207,13.5440949
00008100_00199342,00008100:00199342,2301309,'10,Marzahn-Hellersdorf,Kaulsdorf,Spielplatz,"Bausdorf Str.8,9 - Spielplatz",Öffentlicher Spielplatz,,,1383.0,gewidmet,10400835.0,Kaulsdorf Nord,347.03,"Bausdorf Str.8,9 - Spielplatz,Kaulsdorf Nord, Berlin, Germany",,
00008100_0019926e,00008100:0019926e,2306421,'10,Marzahn-Hellersdorf,Biesdorf,Spielplatz,Burghardweg 40,Spielplatz Neubau (2014),2015.0,,2273.0,gewidmet,10300732.0,Buckower Ring,1829.21,"Burghardweg 40  ,Buckower Ring, Berlin, Germany",52.5332504,13.5695417
00008100_0019951b,00008100:0019951b,2301607,'10,Marzahn-Hellersdorf,Hellersdorf,Spielplatz,Spielplatz Kyritzer Straße,Kyritzer Straße,,,183.0,gewidmet,10200418.0,Kyritzer Straße,181.51,"Spielplatz Kyritzer Straße,Kyritzer Straße, Berlin, Germany",,
00008100_0019944a,00008100:0019944a,00163,'10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Basdorfer Straße/ Zühlsdorfer Straße,hinter Zühlsdorfer Str. 20 (Seniorenh.),1985.0,,592.0,gewidmet,10100210.0,Marzahner Promenade,591.56,"Basdorfer Straße/ Zühlsdorfer Straße,Marzahner Promenade, Berlin, Germany",,
00008100_0019972e,00008100:0019972e,2300569,'10,Marzahn-Hellersdorf,Kaulsdorf,Spielplatz,Senzigerstr.-Spielplatz,Münsterberger Weg/Senzigerstr.,2020.0,,1297.0,gewidmet,10400836.0,Alt-Kaulsdorf,909.84,"Senzigerstr.-Spielplatz,Alt-Kaulsdorf, Berlin, Germany",,
00008100_003021bb,00008100:003021bb,00136A,'10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Clara-Zetkin-Park I,Spielplatz im oberen Bereich,,,294.2,gewidmet,10100103.0,Wittenberger Straße,294.2,"Clara-Zetkin-Park I,Wittenberger Straße, Berlin, Germany",,
00008100_002cae52,00008100:002cae52,R08-23418a,'10,Marzahn-Hellersdorf,Mahlsdorf,Spielplatz,Spielplatz an der Grünverbindung,zw.Hönower Straße und Straße An der Schule,2020.0,,624.0,gewidmet,10400939.0,Alt-Mahlsdorf,624.0,"Spielplatz an der Grünverbindung,Alt-Mahlsdorf, Berlin, Germany",,
00008100_0019976f,00008100:0019976f,2301262,'10,Marzahn-Hellersdorf,Mahlsdorf,Spielplatz,Kressenweg-Spielplatz,In der KGA Wickenweg,,,357.0,gewidmet,10400940.0,Elsensee,209.58,"Kressenweg-Spielplatz,Elsensee, Berlin, Germany",,
00008100_0019972b,00008100:0019972b,2300136,'10,Marzahn-Hellersdorf,Mahlsdorf,Spielplatz,Simrockplatz - Spielplatz,Briesner Weg/Sudermann Str.,2017.0,,749.0,gewidmet,10400938.0,Mahlsdorf Nord,410.09,"Simrockplatz - Spielplatz,Mahlsdorf Nord, Berlin, Germany",,
00008100_0019942e,00008100:0019942e,00161,'10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Franz-Stenzer-Str. 17/19,Bolzplatz,1985.0,,706.0,gewidmet,10100210.0,Marzahner Promenade,700.0,"Franz-Stenzer-Str. 17/19,Marzahner Promenade, Berlin, Germany",52.5451207,13.5440949
00008100_0030533f,00008100:0030533f,PO-28003,'10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Spielplatz Marzahner Chaussee,Obstgarten,2023.0,,1799.5,gewidmet,10100311.0,Marzahner Chaussee,1045.71,"Spielplatz Marzahner Chaussee,Marzahner Chaussee, Berlin, Germany",52.5186196,13.5301556
00008100_00206863,00008100:00206863,R04-23481,'10,Marzahn-Hellersdorf,Biesdorf,Spielplatz,Lauinger Straße,Spielplatz,2014.0,,2285.0,gewidmet,10300734.0,Biesdorf Süd,1831.0,"Lauinger Straße,Biesdorf Süd, Berlin, Germany",52.505934,13.5653787
