Technischer Schlüssel;Schlüssel;Objektnummer;Bezirk;Ortsteil;Art der Grünanlage;Name der Grünanlage;Namenszusatz der Grünanlage;Baujahr;letztes Sanierungsjahr;Größe in m² (Kataster);Widmung;Nummer des Planungsraumes;Name des Planungsraumes
00008100_000e399b;00008100:000e399b;102100;Steglitz-Zehlendorf;Steglitz;Grünanlage;Charkiw-Park;Rothenburgstraße / Grunewaldstraße;-;-;6602,00;gewidmet;06100101;Fichtenberg
00008100_000e385e;00008100:000e385e;100970;Steglitz-Zehlendorf;Nikolassee;Grünanlage;Krummes Fenn N;-;-;-;72807,00;gewidmet;06400736;Düppel
00008100_000e3b3f;00008100:000e3b3f;101459;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Marga-Meusel-Platz WG;Karl-Hofer-Straße 34;-;-;14651,90;gewidmet;06400839;Fischerhüttenstraße
00008100_000e387a;00008100:000e387a;103009;Steglitz-Zehlendorf;Dahlem;Grünanlage;Stewardstraße WG;Ecke Am Waldfriedhof;-;-;7969,00;gewidmet;06400842;Hüttenweg
00008100_000e3971;00008100:000e3971;101190;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Grünzug am Buschgraben WG-1/3;Machnower Straße 109;-;-;33257,00;gewidmet;06300525;Zehlendorf Süd
00008100_0016cdda;00008100:0016cdda;00324;Pankow;Pankow;Grünanlage;Amalienpark;-;-;-;2870,00;gewidmet;03400724;Wolfshagener Straße
00008100_000e399d;00008100:000e399d;102095;Steglitz-Zehlendorf;Steglitz;Grünanlage;Ruth-Andreas-Friedrich-Park WG;einschl. Zeunepromenade;-;-;14682,00;gewidmet;06100101;Fichtenberg
00008100_000e3c2c;00008100:000e3c2c;102039;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Lankegraben WG;Wedellstraße bis Alt Lankwitz;-;-;5190,00;gewidmet;06200311;Alt-Lankwitz
00008100_0011de16;00008100:0011de16;31340;Spandau;Wilhelmstadt;Grünanlage;Freiflächen Siedlung Birkenwäldchen;öffentliche Nutzung;-;-;5700,00;gewidmet;05200631;Wilhelmstadt Ost
00008100_0016cfce;00008100:0016cfce;70562;Pankow;Prenzlauer Berg;Grünanlage;Gubitzstr. 18-20/ Ostseestr.62-76;-;-;-;5914,00;gewidmet;03601245;Ostseestraße
00008100_0011deb5;00008100:0011deb5;61101;Spandau;Kladow;Grünanlage;Imchenplatz;-;-;-;9239,00;gewidmet;05400944;Kladower Damm
00008100_0011e290;00008100:0011e290;50088;Spandau;Hakenfelde;Grünanlage;Aalemann3-ab Oberhavelsteg;Teufelssseekanal-Havelpromenade Nord;-;1997;26681,00;gewidmet;05100101;Hakenfelde Nord
00008100_0016cf36;00008100:0016cf36;79241;Pankow;Prenzlauer Berg;Grünanlage;Stargarder Str. 26 und 27;Starplatz;2008;2015;1448,00;gewidmet;03601347;Helmholtzplatz
00008100_0016d080;00008100:0016d080;00880;Pankow;Pankow;Grünanlage;Florastr. 87;-;2005;-;233,00;gewidmet;03400721;Florakiez
00008100_0016d0af;00008100:0016d0af;00416;Pankow;Französisch Buchholz;Grünanlage;Blankenburger Str. 141;-;-;-;672,00;gewidmet;03200207;Herthaplatz
00008100_0016cdac;00008100:0016cdac;00431;Pankow;Buch;Grünanlage;Franz-Schmidt-Str./ Walter-Friedrich-Str.;-;-;-;4632,00;gewidmet;03100103;Karower Chaussee
00008100_0011dddc;00008100:0011dddc;30530;Spandau;Gatow;Grünanlage;Kleine Badewiese- Alt Gatow GA  ;Beutelscher Hof-Am Wiesenhaus;-;2017;16549,00;gewidmet;05400942;Alt-Gatow
00008100_0011df30;00008100:0011df30;60100;Spandau;Spandau;Grünanlage;Lindenufer-Schleuse;Behnitz; ;2016;2632,00;gewidmet;05100316;Carl-Schurz-Straße
00008100_0011df20;00008100:0011df20;60125;Spandau;Staaken;Grünanlage;Pfarrer-Theile-Straße bis Richard-Münch-Straße;westl. angrenzend Staakener Felder;-;-;5564,00;gewidmet;05200525;Pillnitzer Weg
00008100_0011deb7;00008100:0011deb7;32698;Spandau;Kladow;Grünanlage;Verlängerte Uferpromenade-Straße 133;-;-;-;66678,00;gewidmet;05400943;Jägerallee
00008100_0011e0e7;00008100:0011e0e7;31120;Spandau;Hakenfelde;Grünanlage;Wichernstr westl vor Ev Johannesstift ggü Pappelweg;zw Ev Johannesstift u Carl-Schurz-GS;-;-;15878,00;gewidmet;05100101;Hakenfelde Nord
00008100_0011de14;00008100:0011de14;30032;Spandau;Kladow;Grünanlage;Pegnitzring;-;-;-;12464,00;gewidmet;05400943;Jägerallee
00008100_0011e2e4;00008100:0011e2e4;00724;Spandau;Haselhorst;Grünanlage;Krienickepark mit Lilli-Palmer-Promenade;Wasserstadt;1999;-;32374,00;gewidmet;05300736;Zitadellenweg
00008100_0016ceb6;00008100:0016ceb6;70165;Pankow;Karow;Grünanlage;Strömannstr.;ehemals an der Straße 56;-;-;2485,00;gewidmet;03300413;Karow Ost
00008100_0016cf4c;00008100:0016cf4c;00821;Pankow;Französisch Buchholz;Grünanlage;Schützenstr. ggü. Nr. 39;-;-;-;1045,00;gewidmet;03200310;Krugpfuhl
00008100_0011e0e4;00008100:0011e0e4;30650;Spandau;Hakenfelde;Grünanlage;Stadtbad Spandau Nord Radelandstraße;-;-;-;7060,00;gewidmet;05100105;Amorbacher Weg
00008100_0011deea;00008100:0011deea;60621;Spandau;Gatow;Grünanlage;Graben E-Kurt-Marzahn-Straße;Zugang (öffentl) Rieselfeldern;-;-;186,00;gewidmet;05400942;Alt-Gatow
00008100_0011dee4;00008100:0011dee4;61001;Spandau;Kladow;Grünanlage;Sparnecker Weg-Grünverbindung;ehem  Am Kohleweg;2006;-;26211,00;gewidmet;05400943;Jägerallee
00008100_0029bed4;00008100:0029bed4;32039;Spandau;Gatow;Grünanlage;Windmühlenberg-Erweiterungsfläche;südl Bockwindmühle Gatow;-;-;4101,00;gewidmet;05400942;Alt-Gatow
00008100_0011dde3;00008100:0011dde3;30920;Spandau;Kladow;Grünanlage;Runeberg ;Alte Kiesgrube;-;-;20932,00;gewidmet;05400944;Kladower Damm
00008100_0016cef8;00008100:0016cef8;00858;Pankow;Französisch Buchholz;Grünanlage;Zeuschelstr. neben 125;-;-;-;2025,00;gewidmet;03200310;Krugpfuhl
00008100_0016cf22;00008100:0016cf22;79502;Pankow;Prenzlauer Berg;Grünanlage;"""Berg und Tal"" - Randgrün";-;-;-;314,00;-;03601449;Michelangelostraße
00008100_0011e2da;00008100:0011e2da;00743;Spandau;Haselhorst;Grünanlage;Grützmacherpark;-;1999;-;30613,00;gewidmet;05300736;Zitadellenweg
00008100_0011e172;00008100:0011e172;00005;Spandau;Spandau;Grünanlage;Altstadt-Lindenufer;zw Juliusturmbrücke und Charlottenbrücke;-;-;19694,00;gewidmet;05100316;Carl-Schurz-Straße
00008100_0016cf33;00008100:0016cf33;79261;Pankow;Prenzlauer Berg;Grünanlage;Westl. Sigridstr. 4, 5;-;-;-;385,00;gewidmet;03601450;Volkspark Prenzlauer Berg
00008100_0011ddd7;00008100:0011ddd7;30029;Spandau;Gatow;Grünanlage;Havelmathen sog. Lechnersches Gelände;-;-;-;73004,00;gewidmet;05400942;Alt-Gatow
00008100_0011e00c;00008100:0011e00c;00096;Spandau;Gatow;Grünanlage;Dr. Kleusberg-Promenade I;ab Straße Scharfe Lanke nach Süden ;-;-;45472,00;gewidmet;05400942;Alt-Gatow
00008100_0016d3ff;00008100:0016d3ff;70924;Pankow;Prenzlauer Berg;Grünanlage;Schliemannstr. 8;-;-;2011;738,00;gewidmet;03601347;Helmholtzplatz
00008100_0016d424;00008100:0016d424;70871;Pankow;Prenzlauer Berg;Grünanlage;Schneeglöckchenstr. vor Nr. 8;-;-;-;656,00;gewidmet;03601450;Volkspark Prenzlauer Berg
00008100_00146dbb;00008100:00146dbb;60400;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Frankfurter Tor 8-9;"Durchgang ""Kloster""";-;-;1298,00;gewidmet;02400624;Weberwiese
00008100_0011e14d;00008100:0011e14d;00351;Spandau;Spandau;Grünanlage;Stresowpark;Obermeierweg;-;-;6872,00;gewidmet;05100317;Freiheit
00008100_0011df27;00008100:0011df27;60111;Spandau;Hakenfelde;Grünanlage;Hohenzollernpark;Streitstraße Ecke Am Maselakepark;2003;-;5934,00;gewidmet;05100313;Eiswerder
00008100_0011ddd4;00008100:0011ddd4;30590;Spandau;Spandau;Grünanlage;Burgwallschanze;Histor. Teil der Stresowbefestigung;-;-;12827,00;gewidmet;05200632;Tiefwerder
00008100_0011e03c;00008100:0011e03c;31890;Spandau;Falkenhagener Feld;Grünanlage;Pionierstraße-Grünstreifen vor Friedhof;Kisselnallee bis Bötzowbahn ;-;-;8700,00;gewidmet;05100105;Amorbacher Weg
00008100_0011e0ea;00008100:0011e0ea;30110;Spandau;Spandau;Grünanlage;Schützenstraße;-;-;-;5099,00;gewidmet;05100313;Eiswerder
00008100_002a2704;00008100:002a2704;32038;Spandau;Gatow;Grünanlage;Windmühlenberg-NSG-33;zw. Am Berghang und An den Berggärten;-;-;50558,00;gewidmet;05400942;Alt-Gatow
00008100_0011e0fe;00008100:0011e0fe;30040;Spandau;Hakenfelde;Grünanlage;Polizeischule-Grünfläche;Pionierstr.;-;-;5355,00;gewidmet;05100105;Amorbacher Weg
00008100_0011e33a;00008100:0011e33a;00243;Spandau;Kladow;Grünanlage;Sakrower Kirchweg;Uferlage Unterhavel;-;-;7744,00;gewidmet;05400944;Kladower Damm
00008100_0016d23b;00008100:0016d23b;00900;Pankow;Französisch Buchholz;Grünanlage;Bucher Str. südl. III;westl. BAB 114;-;-;14933,00;künftige Widmung;03200309;Eddastraße
00008100_0011de0e;00008100:0011de0e;32070;Spandau;Kladow;Grünanlage;Groß-Glienicker See-GA sog Moorloch;Badestelle;-;-;33152,00;gewidmet;05400943;Jägerallee
00008100_0011df02;00008100:0011df02;60155;Spandau;Kladow;Grünanlage;Verlängerte Uferpromenade I;Groß-Glienicker See-ehem. Campingplatz;-;-;13309,00;gewidmet;05400943;Jägerallee
00008100_0011e0f2;00008100:0011e0f2;30180;Spandau;Spandau;Grünanlage;Heidetor;am Falkenseer Platz;-;-;5967,00;gewidmet;05100314;Kurstraße
00008100_0016cedd;00008100:0016cedd;70109;Pankow;Weißensee;Grünanlage;Liebermannstr. 20;nördlich davon gelegen;-;-;917,00;gewidmet;03501037;Rathaus Weißensee
00008100_00212cbb;00008100:00212cbb;23660;Spandau;Gatow;Grünanlage;Graben E-Rieselfelder angrenzend;Straße 265;-;-;5483,00;gewidmet;05400942;Alt-Gatow
00008100_0011de23;00008100:0011de23;30410;Spandau;Wilhelmstadt;Grünanlage;Scharfe Lanke;Wochenendsiedlung  Bocksfelde  angrenzend;-;2022;28093,00;gewidmet;05200634;Börnicker Straße
00008100_0011de4a;00008100:0011de4a;30998;Spandau;Staaken;Grünanlage;Fort Hahneberg-FFH-Gebiet;Baudenkmal und Natura 2000;-;-;95594,00;gewidmet;05200525;Pillnitzer Weg
00008100_002aed1c;00008100:002aed1c;00832;Spandau;Falkenhagener Feld;Grünanlage;Spektegrünzug D-Weide  ;-;-;-;57180,00;gewidmet;05100206;Griesingerstraße
00008100_0011df1c;00008100:0011df1c;60121;Spandau;Gatow;Grünanlage;Alt-Gatow-Grünanlage Pfarrer-Jurytko-Steig;Barfußpfad;2004;-;4773,00;gewidmet;05400942;Alt-Gatow
00008100_0011de4f;00008100:0011de4f;00831;Spandau;Spandau;Grünanlage;Spektegrünzug D-südl Teil;z. Teil ehem. KGA Grenzstein;-;-;43557,00;gewidmet;05100206;Griesingerstraße
00008100_0016d429;00008100:0016d429;70859;Pankow;Prenzlauer Berg;Grünanlage;Syringenweg 23-24;Gehölzfläche am Ambulatorium;-;-;2582,00;gewidmet;03601450;Volkspark Prenzlauer Berg
00008100_0011de09;00008100:0011de09;31390;Spandau;Staaken;Grünanlage;Hahneberg-Naturschutzgebiet;rund ums Fort Hahneberg bis Heerstraße;-;-;95717,00;gewidmet;05200525;Pillnitzer Weg
00008100_0011de64;00008100:0011de64;40932;Spandau;Gatow;Grünanlage;Waldschluchtpfad Grünfläche;-;-;-;4667,00;gewidmet;05400942;Alt-Gatow
00008100_0011dffd;00008100:0011dffd;00061;Spandau;Gatow;Grünanlage;Havelufer-Große Badewiese Gatow;Karlsbergallee;-;-;51776,00;gewidmet;05400942;Alt-Gatow
00008100_0016cea4;00008100:0016cea4;70194;Pankow;Weißensee;Grünanlage;Hansastr. 173;zwischen Gleisschleife u. KGA Giersstr.;-;-;4753,00;gewidmet;03501038;Hansastraße
00008100_0016d244;00008100:0016d244;70852;Pankow;Prenzlauer Berg;Grünanlage;Kniprodestr.vor dem Jüd.Friedhof;Gehölzfläche;-;-;4404,00;gewidmet;03601449;Michelangelostraße
00008100_0011de5b;00008100:0011de5b;30461;Spandau;Siemensstadt;Grünanlage;Wilhelm-von-Siemens-Park, extensiv;-;-;-;155103,00;gewidmet;05300839;Rohrdamm
00008100_0011de3a;00008100:0011de3a;70621;Spandau;Falkenhagener Feld;Grünanlage;Bötzowbahntrasse IV parallel-östl.;zw. Falkenseer Chaussee bis Spekteweg;-;-;2471,00;gewidmet;05100211;An der Kappe
00008100_0011def3;00008100:0011def3;60561;Spandau;Falkenhagener Feld;Grünanlage;Bötzowbahntrasse II parallel-östl. vor Friedhof;Radelandstr bis Pionierstr.;-;-;5549,00;gewidmet;05100105;Amorbacher Weg
00008100_0011de1a;00008100:0011de1a;30995;Spandau;Siemensstadt;Grünanlage;Saatwinkler Damm-Jungfernheideweg;-;-;-;25110,00;gewidmet;05300839;Rohrdamm
00008100_0011e0f6;00008100:0011e0f6;30210;Spandau;Spandau;Grünanlage;Ufergrünzug Stabholzgarten-Batardeau;-;-;-;9031,00;gewidmet;05100316;Carl-Schurz-Straße
00008100_0016cfaa;00008100:0016cfaa;70531;Pankow;Stadtrandsiedlung Malchow;Grünanlage;südöstl. Malchower Chaussee;-;-;-;11922,00;gewidmet;03300517;Märchenland
00008100_0016cf4f;00008100:0016cf4f;00826;Pankow;Französisch Buchholz;Grünanlage;Jean-Calas-Weg neben Nr. 19;Gründreieck mit Holzpodest;-;-;1140,00;gewidmet;03200310;Krugpfuhl
00008100_0016ceca;00008100:0016ceca;70167;Pankow;Blankenburg;Grünanlage;Krugstege;Alt-Blankenburg 18;-;-;238,00;gewidmet;03300514;Blankenburg
00008100_0011de18;00008100:0011de18;30370;Spandau;Wilhelmstadt;Grünanlage;Grimnitzseepark-incl Birkenwäldchen;-;-;1997;81263,00;gewidmet;05200634;Börnicker Straße
00008100_0011ddd2;00008100:0011ddd2;31350;Spandau;Haselhorst;Grünanlage;Pulvermühlenweg- Grünanlage;-;-;-;6269,00;gewidmet;05300736;Zitadellenweg
00008100_0011e2d8;00008100:0011e2d8;00742;Spandau;Hakenfelde;Grünanlage;Uferpark Südspitze;Wasserstadt;1999;-;4838,00;gewidmet;05100104;Maselake
00008100_0011ddd6;00008100:0011ddd6;31330;Spandau;Wilhelmstadt;Grünanlage;Burgwall-GA;Ziegelhof bis Spandauer Burgwall;-;-;5933,00;gewidmet;05200629;Borkumer Straße
00008100_0011e291;00008100:0011e291;50086;Spandau;Hakenfelde;Grünanlage;Aalemann2-ab Aalemannkanalbrücke;Havelpromenade Nord;-;1997;25668,00;gewidmet;05100101;Hakenfelde Nord
00008100_0016d243;00008100:0016d243;70851;Pankow;Prenzlauer Berg;Grünanlage;Gürtelstr. östlich Nr. 25;Michelangelostr. 101 - 107;-;-;1050,00;gewidmet;03601449;Michelangelostraße
00008100_0011e017;00008100:0011e017;00100;Spandau;Spandau;Grünanlage;Hohenzollernring-Grüngürtel 1;Fehrbelliner Tor bis Falkenhagener Tor;-;-;36464,00;gewidmet;05100312;Eckschanze
00008100_0011df11;00008100:0011df11;60136;Spandau;Falkenhagener Feld;Grünanlage;GA-Herman-Schmidt-Weg;an der Siegerland-GS-Westerwaldstraße;-;-;3785,00;gewidmet;05100209;Westerwaldstraße
00008100_0011df2b;00008100:0011df2b;60108;Spandau;Hakenfelde;Grünanlage;Havelwiesen;Wasserstadt;2010;-;19525,00;gewidmet;05100104;Maselake
00008100_0011e0e2;00008100:0011e0e2;31110;Spandau;Hakenfelde;Grünanlage;Niederheideweg- Grünanlage;Wiesenbereich;-;-;21685,00;gewidmet;05100101;Hakenfelde Nord
00008100_0011dffc;00008100:0011dffc;00084;Spandau;Falkenhagener Feld;Grünanlage;Spektegrünzug C-Teil 1 Großer Spektesee;Bötzowbahn bis Straße Am Kiesteich;-;-;225235,00;gewidmet;05100208;Im Spektefeld
00008100_00253069;00008100:00253069;00009;Spandau;Kladow;Grünanlage;Gutspark Neukladow-Nutzungsfläche;Wasser-und Schifffahrtsamt;-;-;10521,00;gewidmet;05400942;Alt-Gatow
00008100_0016ceda;00008100:0016ceda;78502;Pankow;Blankenburg;Grünanlage;Parkstr. naturnahe Parkanlage;Krugstege neben Kinderheim;-;-;16759,00;gewidmet;03300514;Blankenburg
00008100_0011de9a;00008100:0011de9a;61761;Spandau;Haselhorst;Grünanlage;Haveleckpark-Grünanlage;zw Glindowseestr-Plauer-See-Str;2007;-;11481,00;gewidmet;05300735;Haveleck
00008100_0016d0df;00008100:0016d0df;00683;Pankow;Französisch Buchholz;Grünanlage;Bucher Str. Großer Stein;Naturdenkmal ;-;-;4388,20;gewidmet;03100101;Bucher Forst
00008100_0016cfdd;00008100:0016cfdd;70571;Pankow;Prenzlauer Berg;Grünanlage;Ahlbecker Str. 6;-;-;-;313,00;gewidmet;03601348;Senefelderstraße
00008100_0016cf1d;00008100:0016cf1d;79505;Pankow;Prenzlauer Berg;Grünanlage;"""Am Volkspark PB"" - Randgrün";-;-;-;128,00;-;03601450;Volkspark Prenzlauer Berg
00008100_0016cf57;00008100:0016cf57;00889;Pankow;Buch;Grünanlage;nördliche Feldmark Lindenhof I;westlich Schönerlinder Str.;-;-;31766,20;-;03100101;Bucher Forst
00008100_0011deac;00008100:0011deac;30428;Spandau;Haselhorst;Grünanlage;Rohrbruchwiesen-GA um Rohrbruchteich;zw KGA-Rohrbruchweisen I+II;-;-;59210,00;gewidmet;05300735;Haveleck
00008100_0011e2e1;00008100:0011e2e1;00744;Spandau;Hakenfelde;Grünanlage;Poelzigpark;-;2002;-;4455,00;gewidmet;05100104;Maselake
00008100_0016d305;00008100:0016d305;78287;Pankow;Weißensee;Grünanlage;"""Sonnenschein"" - Randgrün";-;-;-;197,00;-;03501038;Hansastraße
00008100_0011de75;00008100:0011de75;70161;Spandau;Hakenfelde;Grünanlage;Eiswerderpark-Wasserstadt;Quartier Eiswerder;2010;-;21850,00;gewidmet;05100313;Eiswerder
00008100_0011ddfb;00008100:0011ddfb;31535;Spandau;Staaken;Grünanlage;Bullengrabengrünzug V;Brunsbütteler Damm ab Nennhauser Damm bis Phillipp-Gerlach-Weg;-;-;20360,00;gewidmet;05200422;Werkstraße
00008100_0011ddce;00008100:0011ddce;31270;Spandau;Wilhelmstadt;Grünanlage;Burgwall-Tankerhafen;Schulenburgbrücke bis Betckestr.;-;-;7541,00;gewidmet;05200631;Wilhelmstadt Ost
00008100_0016d016;00008100:0016d016;70601;Pankow;Prenzlauer Berg;Grünanlage;Syringenweg/ Maiglöckchenstr.;Freifläche am Giebel;-;-;363,00;gewidmet;03601450;Volkspark Prenzlauer Berg
00008100_0011de24;00008100:0011de24;31290;Spandau;Wilhelmstadt;Grünanlage;Burgwallgraben-Promenade;Krowelstr. bis Schulenburgbrücke;-;2009;9050,00;gewidmet;05200631;Wilhelmstadt Ost
00008100_0011debc;00008100:0011debc;60941;Spandau;Falkenhagener Feld;Grünanlage;Radelandstraße 202-204;ehem Standort Asylantenunterkunft;-;-;11616,00;gewidmet;05100101;Hakenfelde Nord
00008100_0011df01;00008100:0011df01;60153;Spandau;Falkenhagener Feld;Grünanlage;Bötzowbahntrasse V parallel-westl. ;KGA  An der Bötzowbahn;-;-;1713,00;gewidmet;05100208;Im Spektefeld
00008100_0011dee6;00008100:0011dee6;32043;Spandau;Gatow;Grünanlage;Straße 269 Ecke Triftweg-Grünfläche;-;-;-;12919,00;-;05400942;Alt-Gatow
00008100_0016d322;00008100:0016d322;70891;Pankow;Prenzlauer Berg;Grünanlage;Am Friedrichshain 16-18;Durchgang am Filmtheater;-;-;388,00;gewidmet;03701660;Bötzowstraße
00008100_00146e2e;00008100:00146e2e;50068;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Hohenstaufenplatz;-;-;-;8014,00;gewidmet;02200213;Graefekiez Nord
00008100_00146bc0;00008100:00146bc0;60108;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Laskerstr. 6, 8;Bürgergarten Laskerwiese;2006;-;3145,00;gewidmet;02500835;Stralauer Kiez
00008100_0011de3d;00008100:0011de3d;70521;Spandau;Spandau;Grünanlage;Bullengrabengrünzug III;Egelpfuhlstr bis Magistratsweg;-;-;17697,00;gewidmet;05200420;Staakener Straße
00008100_0011de65;00008100:0011de65;61321;Spandau;Hakenfelde;Grünanlage;Maselakekanalsteg-Grünzug;Nordufer Maselakekanal;2007;-;8142,00;gewidmet;05100103;Mertensstraße
00008100_0011e0f8;00008100:0011e0f8;30250;Spandau;Falkenhagener Feld;Grünanlage;Pionierstraße-Falkenseer Chaussee;Wasserwerk;-;-;22826,00;gewidmet;05100208;Im Spektefeld
00008100_0011de03;00008100:0011de03;30490;Spandau;Staaken;Grünanlage;Heidelake-Ungewitterweg;-;-;-;24489,00;gewidmet;05200419;Am Heideberg
00008100_0011e15e;00008100:0011e15e;00001;Spandau;Spandau;Grünanlage;Koeltzepark;-;1991;-;30819,00;gewidmet;05100314;Kurstraße
00008100_0011e108;00008100:0011e108;00560;Spandau;Staaken;Grünanlage;Staaken West-Freizeit und Erholungszentrum ;Am Zeppelinpark;-;-;44635,00;gewidmet;05200422;Werkstraße
00008100_0011e2df;00008100:0011e2df;00741;Spandau;Hakenfelde;Grünanlage;Paula-Hirschfeld Steig-GA;Feuerwache Spandau-Nord;1999;-;895,00;gewidmet;05100313;Eiswerder
00008100_002aed39;00008100:002aed39;00738;Spandau;Hakenfelde;Grünanlage;Krienickesteig-GA;an der Neuapostolischen Kirche;-;-;586,00;gewidmet;05100313;Eiswerder
00008100_0011dded;00008100:0011dded;32010;Spandau;Haselhorst;Grünanlage;Rhenaniastraße-Biotop;-;-;-;33963,00;gewidmet;05300736;Zitadellenweg
00008100_0011df07;00008100:0011df07;60148;Spandau;Staaken;Grünanlage;Egelpfuhlgraben-Grünzug;Bullengraben-Grünzug bis Lutoner Str;-;-;22330,00;gewidmet;05200420;Staakener Straße
00008100_0011e35f;00008100:0011e35f;00167;Spandau;Spandau;Grünanlage;Ufergrünzug Ziegelhof bis Dischinger Brücke;Hermann-Oxfort-Promenade;-;-;5557,00;gewidmet;05200629;Borkumer Straße
00008100_002382cb;00008100:002382cb;00888;Spandau;Spandau;Grünanlage;Spieroweg-NER;Naturerlebnisraum;2016;-;10189,00;gewidmet;05200525;Pillnitzer Weg
00008100_0011df21;00008100:0011df21;60118;Spandau;Staaken;Grünanlage;Mühlenviertel;Brunsbüttler Damm, nördl. Bereich;-;-;5003,00;gewidmet;05200421;Spandauer Straße
00008100_002384dd;00008100:002384dd;24291;Spandau;Staaken;Grünanlage;Richard-Münch-Straße GA;um SP- Blauer Platz;-;-;1014,00;gewidmet;05200525;Pillnitzer Weg
00008100_0011e2b0;00008100:0011e2b0;50033;Spandau;Hakenfelde;Grünanlage;Klinkeplatz;Schönwalder Allee;-;-;1980,00;gewidmet;05100105;Amorbacher Weg
00008100_0011e001;00008100:0011e001;00063;Spandau;Gatow;Grünanlage;Hüllenpfuhl-Kirchbergenden;angrenzend östl Gatower Seperationsgraben;-;-;103048,00;gewidmet;05400942;Alt-Gatow
00008100_002aed2c;00008100:002aed2c;30992;Spandau;Staaken;Grünanlage;Hahneberg-GA Hänge und Weiden;-;-;-;414566,00;gewidmet;05200525;Pillnitzer Weg
00008100_002afcc9;00008100:002afcc9;30711;Spandau;Staaken;Grünanlage;Bullengrabengrünzug IV-Stieglake;Stieglakebecken bis Brunsbütteler Damm;-;-;65797,00;gewidmet;05200423;Magistratsweg
00008100_0011e2c7;00008100:0011e2c7;50001;Spandau;Haselhorst;Grünanlage;Goldbeckweg-Wäldchen u Wildbienenwiese;Quartier Pulvermühle;2000;-;8356,00;gewidmet;05300736;Zitadellenweg
00008100_0011de69;00008100:0011de69;10001;Spandau;Kladow;Grünanlage;Imchenallee Biotop am Gutspark Neukladow;Havelpromenade Süd ggü. Haus-Nr. 2;-;-;6912,00;gewidmet;05400944;Kladower Damm
00008100_0011deb9;00008100:0011deb9;61003;Spandau;Hakenfelde;Grünanlage;Aalemannufer-Am Teufelsbruch-Grünfläche;Wasserstadt II ;1999;-;8447,00;gewidmet;05100101;Hakenfelde Nord
00008100_0011ddf6;00008100:0011ddf6;30860;Spandau;Wilhelmstadt;Grünanlage;Tiefwerder-Margareteninsel;Bereich Fauler See;-;-;92127,00;gewidmet;05200632;Tiefwerder
00008100_0011dec0;00008100:0011dec0;60881;Spandau;Spandau;Grünanlage;Behnitz-Vorplatz Kirche;Spielstraße;-;-;1104,00;gewidmet;05100316;Carl-Schurz-Straße
00008100_0011de32;00008100:0011de32;05651;Spandau;Spandau;Grünanlage;Baumschule-Rahmengrün;innerhalb und angrenzend der KGA;-;-;1898,00;gewidmet;05100101;Hakenfelde Nord
00008100_0011e28b;00008100:0011e28b;50095;Spandau;Haselhorst;Grünanlage;Romy-Schneider-Str.;östl. Abzugsgraben;2001;-;2099,00;gewidmet;05300736;Zitadellenweg
00008100_0014bd63;00008100:0014bd63;148210;Mitte;Mitte;Grünanlage;Promenade Berlin-Spandauer-Schifffahrtskanal zw. Kieler Brücke und Kieler Str.;Kieler Str.;-;-;2619,70;gewidmet;01100308;Charitéviertel
00008100_0011e0eb;00008100:0011e0eb;00029;Spandau;Spandau;Grünanlage;Wröhmännerpark I u II;Hafenplatz histor. Bezeichnung ;-;-;24424,00;gewidmet;05100314;Kurstraße
00008100_0011de5f;00008100:0011de5f;70281;Spandau;Spandau;Grünanlage;Ufergrünzug West-Wasserstadt;Zum alten Strandbad;-;-;5095,00;gewidmet;05100313;Eiswerder
