district_id,street_name,median_net_rent,number_of_cases,mean_net_rent,year
7300619,Grazer Platz,10.04,103,9.98,2017
7400720,Gontermannstraße,11.5,45,10.85,2017
7400721,Paradestraße,10.48,23,9.87,2017
7400822,Lindenhofsiedlung,7.03,3,8.42,2017
7400823,Wittekindstraße,8.87,47,8.93,2017
7400824,Bosepark,9.56,47,10.05,2017
7400825,Friedrich-Karl-Straße,10,74,10.21,2017
7400826,Marienhöhe,8.94,12,9.57,2017
7400927,Rathaus Tempelhof,9.22,75,9.29,2017
7400928,Germaniagarten,8,90,9.36,2017
7501029,Ringstraße,9.32,65,9.23,2017
7501030,Machonstraße,8.96,43,9.27,2017
7501031,Eisenacher Straße,8.17,84,8.78,2017
7501032,Imbrosweg,9.03,75,9.22,2017
7501133,Fritz-Werner-Straße,8.67,53,8.85,2017
7501134,Hundsteinweg,8.6,56,8.93,2017
7501135,Birnhornweg,7.8,6,8.44,2017
7601236,Marienfelder Allee Nordwest,8,81,8.07,2017
7601237,Kirchstraße,9.25,26,8.74,2017
7601238,Marienfelde Nordost,9.49,9,9.09,2017
7601339,Tirschenreuther Ring West,7.04,72,7.27,2017
7601340,Tirschenreuther Ring Ost,7.85,61,7.86,2017
7601341,Diedersdorfer Weg,8.7,17,8.48,2017
7601442,Kettinger Straße,8.32,64,8.55,2017
7601443,Töpchiner Weg,8.07,83,8.3,2017
7601544,John-Locke-Straße,7.69,49,7.81,2017
7601545,Nahariyastraße,6.79,59,7.26,2017
7601546,Franziusweg,9.01,52,9.36,2017
7601547,Horstwalder Straße,8,31,8.42,2017
7601548,Wittelsbacherstraße,8.73,13,9.85,2017
8100101,Hasenheide,12,17,11.78,2017
8100102,Schillerpromenade Nord,11.33,63,11.55,2017
8100103,Schillerpromenade Süd,12.35,94,12.23,2017
8100104,Wartheplatz,11.57,63,11.71,2017
8100105,Silbersteinstraße,10.88,37,11.14,2017
8100206,Flughafenstraße,12,89,12.04,2017
8100207,Rollberg,11.53,33,10.82,2017
8100208,Körnerpark,11.44,107,11.41,2017
8100209,Glasower Straße,11.64,69,11.65,2017
8100310,Maybachufer,12.22,64,12.54,2017
8100311,Reuterplatz,11.9,84,11.79,2017
8100312,Weichselplatz,12.29,132,12.25,2017
8100313,Bouchéstraße,11.47,10,10.99,2017
8100314,Donaustraße,12,71,11.66,2017
8100415,Ganghoferstraße,10.92,63,11.1,2017
8100416,Alt-Rixdorf,11.01,43,11.12,2017
8100417,Braunschweiger Straße,11.97,116,11.44,2017
8100418,Hertzbergplatz,11.43,117,11.28,2017
8100419,Treptower Straße Nord,12.01,69,11.92,2017
8100520,Weiße Siedlung,9.64,92,9.67,2017
8100521,Schulenburgpark,6.77,77,7.06,2017
8200622,Jahnstraße,9.22,79,9.42,2017
8200623,Park am Buschkrug,9.01,41,8.92,2017
8200624,Tempelhofer Weg,9.19,107,9.15,2017
8200725,Mohriner Allee Nord,10,5,9.02,2017
8200726,Hufeisensiedlung,8.42,59,9.5,2017
8200727,Parchimer Allee Süd,8.48,122,8.56,2017
8200728,Ortolanweg,8.3,10,8.41,2017
8200729,Britzer Garten,8.23,14,8.28,2017
8200730,Handwerker-Siedlung,5.44,13,7.16,2017
8200831,Buckow West,9,82,8.48,2017
8200832,Buckow Mitte,8.13,79,8.01,2017
8200833,Buckow Ost,6.05,44,6.87,2017
8300934,Gropiusstadt Nord-West,8.02,78,8.18,2017
8300935,Gropiusstadt Süd-West,8,63,8.29,2017
8301036,Gropiusstadt Mitte,8.51,47,8.36,2017
8301037,Gropiusstadt Süd-Ost,6.91,42,7.49,2017
8401138,Goldhähnchenweg,7.11,10,7.13,2017
8401139,Vogelviertel Süd,7.58,22,7.65,2017
8401140,Vogelviertel Nord,7.7,16,8.82,2017
8401241,Blumenviertel,10.29,20,10.66,2017
8401242,Zittauer Straße,6.65,13,7,2017
8401243,Alt-Rudow,8.33,81,8.21,2017
8401244,Waßmannsdorfer Chaussee,7.93,11,7.98,2017
8401245,Frauenviertel,7.81,32,8.11,2017
8401246,Waltersdorfer Chaussee Ost,7.09,44,7.75,2017
9100101,Alt-Treptow,10,111,10.61,2017
9100202,Plänterwald West,9.8,21,9.9,2017
9100203,Plänterwald Ost,9.08,64,9,2017
9100304,Baumschulenweg West,9.9,134,9.84,2017
9100305,Baumschulenweg Ost,8.65,111,9.03,2017
9100306,Späthsfelde,11.99,3,12.28,2017
9100407,Johannisthal West,10.5,133,10.22,2017
9100408,Johannisthal Ost,8.86,133,8.95,2017
9100409,Landschaftspark Adlershof,8.63,9,8.51,2017
9200510,Helmholtz-Kiez,8.8,190,9.07,2017
9200511,Griechischer Park,7.81,277,8.14,2017
9200512,Wuhlheide,8.33,68,9.36,2017
9200613,Bahnhof Schöneweide,10.25,165,10.6,2017
9200614,Oberspree,6.35,4,6.39,2017
9200715,Wista,10.94,165,10.78,2017
9200716,Dörpfeldstraße West,8.66,104,8.89,2017
9200717,Dörpfeldstraße Ost,8.97,169,8.88,2017
9200818,Spindlersfeld,8.04,62,8.67,2017
9200819,Köllnische Vorstadt,8.75,172,8.72,2017
9300920,Dorf Altglienicke,8.5,72,8.5,2017
9300921,Preußen Siedlung,8.86,33,9.16,2017
9300922,Kosmos Viertel,6.45,12,6.85,2017
9300923,Kölner Viertel,7.49,63,7.32,2017
9301024,Falkenberg,9.5,20,10.2,2017
9301025,Alt-Bohnsdorf,9.43,35,9.29,2017
9301126,Grünau,9.6,168,10.1,2017
9301227,Karolinenhof,9.38,9,10.21,2017
9301228,Schmöckwitz/Rauchfangswerder,10.64,17,11.28,2017
9401329,Kietzer Feld/Nachtheide,7.93,94,8.37,2017
9401330,Wendenschloß,10.2,48,10.18,2017
9401431,Allende I,9.1,83,8.96,2017
9401432,Siedlung Kämmereiheide,6.97,13,7.69,2017
9401433,Allende II,6.29,66,6.5,2017
9401534,Altstadt Köpenick,8.1,213,8.48,2017
9401635,Müggelheim,8.53,39,8.84,2017
9501736,Hirschgarten,7.71,47,8.11,2017
9501737,Alt-Friedrichshagen,9.5,176,9.57,2017
9501838,Rahnsdorf,9.16,74,9.47,2017
9501939,Bahnhofstraße,9.8,181,10.01,2017
9501940,Güterbahnhof Köpenick,8.92,45,8.71,2017
9501941,Friedrichshagener Straße,9.98,73,9.93,2017
9502042,Mittelheide,9.51,65,9.68,2017
9502043,Dammheide,8.56,78,8.65,2017
10100101,Marzahn West,5.86,27,6.07,2017
10100102,Rosenbecker Straße,6.17,33,6.38,2017
10100103,Wittenberger Straße,6.08,84,6.48,2017
10100104,Golliner Straße,5.89,86,6.18,2017
10100205,Gewerbegebiet Bitterfelder Straße,keine Daten,keine Daten,keine Daten,2017
10100206,Wuhletalstraße,6.03,54,6.41,2017
10100207,Ahrensfelder Berge,7.7,110,7.71,2017
10100208,Bürgerpark,7.1,150,7.35,2017
10100209,Lea-Grundig-Straße,7.5,128,7.55,2017
10100210,Marzahner Promenade,6.41,74,6.57,2017
10100311,Marzahner Chaussee,6.74,6,6.87,2017
10100312,Springpfuhl,7.43,174,7.57,2017
10100313,Alt-Marzahn,7.54,55,7.5,2017
10100314,Auersbergstraße,6.4,58,6.84,2017
10100315,Bärenstein,6.32,54,6.82,2017
10100316,Landsberger Tor,7.54,78,8.82,2017
10200417,Zossener Straße,7.04,90,7.09,2017
10200418,Kyritzer Straße,7,58,7.39,2017
10200419,Havelländer Ring,8.13,153,8.89,2017
10200420,Gut Hellersdorf,6.02,16,6.6,2017
10200421,Helle Mitte,7.77,46,7.66,2017
10200422,Hellersdorfer Promenade,7.8,101,8.02,2017
10200423,Böhlener Straße,7.17,125,7.42,2017
10200524,Adele-Sandrock-Straße,6.79,65,7.08,2017
10200525,Schleipfuhl,5.95,17,6.18,2017
10200526,Boulevard Kastanienallee,7.28,129,7.48,2017
10200627,Am Kienberg,5.55,33,5.86,2017
10200628,Neue Grottkauer Straße,5.65,14,5.86,2017
10200629,Teterower Ring,6.4,73,6.63,2017
10200630,Cecilienplatz,6.06,5,5.99,2017
10300731,Oberfeldstraße,8.65,38,8.74,2017
10300732,Buckower Ring,7.67,125,7.6,2017
10300733,Alt-Biesdorf,9.85,15,9.85,2017
10300734,Biesdorf Süd,10,10,10.09,2017
10400835,Kaulsdorf Nord,8,45,8.08,2017
10400836,Alt-Kaulsdorf,9.5,29,9.29,2017
10400837,Kaulsdorf Süd,8.51,22,8.88,2017
10400938,Mahlsdorf Nord,9.02,43,9.47,2017
10400939,Alt-Mahlsdorf,8.5,28,8.59,2017
10400940,Elsensee,8.98,29,9.3,2017
10400941,Pilgramer Straße,8.5,32,9.03,2017
11100101,Dörfer Malchow-Wartenberg,5.59,5,6.15,2017
11100102,Dorf Falkenberg,10.72,4,10.37,2017
11100203,Falkenberg Ost,7.99,56,8.21,2017
11100204,Falkenberg West,8.37,43,8.8,2017
11100205,Wartenberg Süd,9.8,12,9.78,2017
11100206,Wartenberg Nord,6.52,10,6.67,2017
11100307,Zingster Straße Ost,8.55,53,8.94,2017
11100308,Zingster Straße West,6.99,30,7.3,2017
11100309,Mühlengrund,7.03,24,6.97,2017
11200410,Malchower Weg,9.44,24,9.36,2017
11200411,Hauptstraße,10.13,26,9.25,2017
11200512,Orankesee,9.51,23,9.91,2017
11200513,Große-Leege-Straße,8.68,85,9.46,2017
11200514,Landsberger Allee,8.85,153,9.05,2017
11200515,Weiße Taube,9.4,73,9.4,2017
11300616,Hohenschönhausener Straße,7.73,33,7.75,2017
11300617,Fennpfuhlpark,9.51,11,9.62,2017
11300618,Storkower Bogen,9.86,43,10.93,2017
11300619,Rudolf-Seiffert-Park,9,57,9.48,2017
11300620,Fennpfuhl Ost,9,24,8.81,2017
11300721,Herzbergstraße,8.02,41,8.57,2017
11300722,Rathaus Lichtenberg,10,118,10.4,2017
11300723,Bornitzstraße,keine Daten,keine Daten,keine Daten,2017
11300724,Roedeliusplatz,9.79,73,9.59,2017
11300725,Nibelungenviertel,8.64,78,8.77,2017
11300826,Frankfurter Allee Süd,9.3,43,8.93,2017
11400927,Victoriastadt,11.14,51,11.28,2017
11400928,Nöldnerplatz,8.59,13,8.68,2017
11400929,Weitlingkiez,9.72,236,10.22,2017
11400930,Zachertstraße,9.95,91,10.12,2017
11400931,Massower Straße,9.5,49,10.01,2017
11401032,Rosenfelder Ring,10.1,91,10.33,2017
11401033,Gensinger Straße,9.71,222,9.19,2017
11401034,Tierpark,8.39,58,8.68,2017
11401135,Dolgenseestraße,8.5,92,8.29,2017
11401136,Volkradstraße,8.04,15,7.75,2017
11401137,Erieseering,7.42,29,7.61,2017
11501238,Rummelsburg,11.5,25,10.9,2017
11501339,Karlshorst West,9.7,150,9.62,2017
11501340,Karlshorst Nord,9.08,100,9.07,2017
11501341,Karlshorst Süd,10.5,46,10.52,2017
12100101,Letteplatz,10,186,9.65,2017
12100102,Hausotterplatz,9,150,8.94,2017
12100103,Breitkopfbecken,8.7,182,8.82,2017
12100204,Schäfersee,8.88,145,9.75,2017
12100205,Teichstraße,8.29,191,8.37,2017
12100206,Humboldtstraße,8.18,46,8.56,2017
12200307,Reinickes Hof,8.49,26,8.3,2017
12200308,Mellerbogen,8.7,35,9.12,2017
12200309,Scharnweberstraße,8.75,120,8.94,2017
12200310,Klixstraße,8.08,106,8.15,2017
12200411,Schumacher-Quartier,keine Daten,keine Daten,keine Daten,2017
12200412,Waldidyll/Flughafensee,8.93,48,8.98,2017
12200413,Tegel Süd,7.5,98,7.4,2017
12200414,TXL,keine Daten,keine Daten,keine Daten,2017
12200515,Alt-Tegel,10,145,10.21,2017
12400616,Konradshöhe/Tegelort,9.45,34,9.9,2017
12400617,Alt-Heiligensee,9.87,11,9.69,2017
12400618,Heiligensee Nord,10.08,15,10.45,2017
12400619,Heiligensee,9.92,11,10.15,2017
12400720,Frohnau West,9.34,34,9.26,2017
12400721,Frohnau Ost,9.57,43,9.81,2017
12400722,Hermsdorf West,9.17,40,9,2017
12400723,Hermsdorf Ost/Waldsee,9.4,33,9.33,2017
12500824,Ziekowstraße/Freie Scholle,8.8,116,9.03,2017
12500825,Borsigwalde,8.5,108,8.69,2017
12500926,Wittenau Süd,9.74,62,9.42,2017
12500927,Wittenau Nord,8.51,39,8.75,2017
12500928,Waidmannslust,8.89,33,8.54,2017
12500929,Lübars,9,10,9.06,2017
12500930,Wittenau Mitte,8.6,91,8.7,2017
12601031,Lübarser Straße,7.38,9,7.5,2017
12601032,Rollbergesiedlung,6.54,108,6.78,2017
12601133,Treuenbrietzener Straße,6.45,27,6.53,2017
12601134,Märkisches Zentrum,6.69,50,6.82,2017
12601235,Dannenwalder Weg,6.38,16,6.58,2017
12601236,Schorfheidestraße,7.95,13,8.14,2017
1100101,Stülerstraße,9.57,67,10.51,2016
1100102,Großer Tiergarten,14,105,13.8,2016
1100103,Lützowstraße,10.5,56,10.53,2016
1100104,Körnerstraße,10.06,36,10.11,2016
1100205,Wilhelmstraße,14,57,14.09,2016
1100206,Unter den Linden,16,140,15.46,2016
1100207,Leipziger Straße,12.97,213,12.71,2016
1100308,Charitéviertel,13,289,12.99,2016
1100309,Oranienburger Straße,13,212,13.09,2016
1100310,Alexanderplatzviertel,14.16,217,13.57,2016
1100311,Karl-Marx-Allee,12.92,34,11.72,2016
1100312,Heine-Viertel West,12.19,74,11.69,2016
1100313,Heine-Viertel Ost,12.05,123,12.38,2016
1100414,Nordbahnhof,14.52,189,14.45,2016
1100415,Invalidenstraße,11.9,153,12.16,2016
1100416,Arkonaplatz,12.93,175,12.97,2016
1200517,Huttenkiez,10,75,10.03,2016
1200518,Beusselkiez,9.58,119,9.8,2016
1200519,Emdener Straße,9.7,127,9.76,2016
1200520,Bremer Straße,9.76,119,9.91,2016
1200521,Zwinglistraße,9.48,79,9.45,2016
1200522,Elberfelder Straße,10,129,10.21,2016
1200623,Stephankiez,10,151,10,2016
1200624,Heidestraße,9.86,9,9.79,2016
1200625,Lübecker Straße,9.35,63,9.13,2016
1200626,Thomasiusstraße,10.51,69,10.36,2016
1200627,Zillesiedlung,6.77,37,8.01,2016
1200628,Lüneburger Straße,9.76,56,10.63,2016
1200629,Hansaviertel,11.06,41,11.44,2016
1300730,Drontheimer Straße,8.68,96,8.86,2016
1300731,Koloniestraße,8.73,158,8.8,2016
1300732,Soldiner Straße,8.51,98,8.48,2016
1300733,Gesundbrunnen,7.91,106,8.17,2016
1300834,Brunnenstraße,6.89,82,7.84,2016
1300835,Humboldthain Süd,7.91,48,7.86,2016
1300836,Humboldthain Nordwest,9.11,136,9.46,2016
1400937,Afrikanische Straße,8.7,163,8.52,2016
1400938,Kameruner Straße,9.22,154,9.27,2016
1400939,Glasgower Straße,9.21,90,9.37,2016
1400940,Schillerpark,7.81,49,7.88,2016
1400941,Londoner Straße,6.98,29,7.84,2016
1400942,Westliche Müllerstraße,9.28,116,9.24,2016
1401043,Antonstraße,8.89,91,9.05,2016
1401044,Uferstraße,10,132,9.84,2016
1401045,Schwedenstraße,9.22,80,9.26,2016
1401046,Nordufer,9.47,131,9.6,2016
1401047,Sparrplatz,9.55,57,9.41,2016
1401048,Leopoldplatz,9.94,115,9.92,2016
1401049,Schulstraße,9.91,59,10.25,2016
2100101,Askanischer Platz,11.08,101,11.31,2016
2100102,Mehringplatz,10,84,10.55,2016
2100103,Am Berlin Museum,8.24,48,8.41,2016
2100104,Moritzplatz,11.55,7,11.8,2016
2100105,Prinzenstraße,7.76,72,9.54,2016
2100106,Wassertorplatz,6.61,43,7.05,2016
2200207,Gleisdreieck,14,72,13.66,2016
2200208,Rathaus Yorckstraße,11.51,42,11.62,2016
2200209,Viktoriapark,11.52,140,11.61,2016
2200210,Urbanstraße,11,100,10.93,2016
2200211,Chamissokiez,11.71,96,11.75,2016
2200212,Graefekiez Süd,10,38,10.27,2016
2200213,Graefekiez Nord,12.09,70,12.03,2016
2300314,Oranienplatz,12,29,11.52,2016
2300315,Lausitzer Platz,11.75,37,10.94,2016
2300316,Köpenicker Straße,8.39,26,8.81,2016
2300417,Reichenberger Straße West,11.78,73,11.21,2016
2300418,Reichenberger Straße Ost,11,73,11,2016
2300419,Wrangelkiez,11.5,78,11.44,2016
2400520,Barnimkiez,10,6,9.68,2016
2400521,Friedenstraße,11,82,11.46,2016
2400522,Richard-Sorge-Viertel,10.14,152,10.57,2016
2400623,Andreasviertel,11,145,11.1,2016
2400624,Weberwiese,10.94,109,10.88,2016
2400625,Wriezener Bahnhof,13.29,54,14.18,2016
2500726,Hausburgviertel,10.03,167,10.39,2016
2500727,Forckenbeckplatz,11.8,110,11.88,2016
2500728,Samariterviertel,10.89,145,11.25,2016
2500729,Pettenkofer Straße,10.48,78,10.91,2016
2500830,Niederbarnimstraße,11.51,67,10.96,2016
2500831,Wismarplatz,10.29,87,10.63,2016
2500832,Traveplatz,10.94,128,10.73,2016
2500833,Boxhagener Platz,11.7,204,11.55,2016
2500834,Revaler Straße,12,251,11.68,2016
2500835,Stralauer Kiez,10.97,137,10.98,2016
2500836,Stralauer Halbinsel,12.68,100,12.47,2016
3100101,Bucher Forst,8.2,74,8.3,2016
3100102,Klinikum Buch,7.25,33,7.19,2016
3100103,Karower Chaussee,5.89,16,6.14,2016
3200204,Blankenfelde,6.86,3,6.37,2016
3200205,Uhlandstraße,8.99,128,9.19,2016
3200206,Pastor-Niemöller-Platz,9.44,105,9.75,2016
3200207,Herthaplatz,9.01,278,9.31,2016
3200308,Nisbléstraße,8.91,86,8.76,2016
3200309,Eddastraße,8.5,17,8.81,2016
3200310,Krugpfuhl,7.97,102,8.06,2016
3300411,Karow Nord,7.17,305,7.46,2016
3300412,Karow Bahnhof,8.77,16,9.45,2016
3300413,Karow Ost,keine Daten,keine Daten,keine Daten,2016
3300514,Blankenburg,7.63,7,7.63,2016
3300515,Blankenburger Süden,keine Daten,keine Daten,keine Daten,2016
3300516,Heinersdorf,8.75,73,8.77,2016
3300517,Märchenland,keine Daten,keine Daten,keine Daten,2016
3400618,Rosenthal,8.5,24,8.43,2016
3400619,Wilhelmsruh,9,115,8.98,2016
3400620,Schönholz,9.12,21,10.36,2016
3400721,Florakiez,10,142,9.98,2016
3400722,Parkstraße,10,32,10.03,2016
3400723,Garbátyplatz,9.05,73,9.13,2016
3400724,Wolfshagener Straße,9,88,9.12,2016
3400725,Schlosspark,9.4,35,9.28,2016
3400826,Tiroler Viertel,9.58,39,9.36,2016
3400827,Trelleborger Viertel,10,130,9.91,2016
3400828,Spiekermann Straße,10.63,74,10.76,2016
3400829,Arnold-Zweig-Straße,8.92,51,9.31,2016
3400830,Kissingenviertel,8.25,109,8.45,2016
3400831,Pankower Tor,keine Daten,keine Daten,keine Daten,2016
3500932,Bühringstraße,9.25,67,8.85,2016
3500933,Weißer See,8.57,108,8.92,2016
3500934,Weißenseer Spitze,9.72,213,10.22,2016
3500935,Behaimstraße,9.5,65,9.66,2016
3500936,Komponistenviertel Weißensee,9.31,132,9.56,2016
3501037,Rathaus Weißensee,8.51,94,8.3,2016
3501038,Hansastraße,7.97,56,8.21,2016
3601139,Norweger Viertel,10.14,79,9.73,2016
3601140,Malmöer Straße,10.77,108,10.7,2016
3601141,Arnimplatz,11,107,11.01,2016
3601142,Falkplatz,11.18,201,11.49,2016
3601243,Rodenbergstraße,10.5,83,11.04,2016
3601244,Humannplatz,9.5,90,9.96,2016
3601245,Ostseestraße,10,196,10.23,2016
3601346,Gethsemanekirche,12.22,82,11.98,2016
3601347,Helmholtzplatz,12,104,11.97,2016
3601348,Senefelderstraße,12,121,11.82,2016
3601449,Michelangelostraße,6.66,59,7.08,2016
3601450,Volkspark Prenzlauer Berg,5.69,16,5.83,2016
3601451,Anton-Saefkow-Park,11,97,11.22,2016
3601452,Velodrom,6.99,39,7.96,2016
3601453,Alter Schlachthof,11,20,10.95,2016
3701554,Teutoburger Platz,12.14,156,12.4,2016
3701555,Sredzkistraße,11,72,10.89,2016
3701556,Kollwitzplatz,13.14,205,12.95,2016
3701657,Thälmannpark,12.35,76,12.02,2016
3701658,Christburger Straße,11.65,131,11.42,2016
3701659,Immanuelkirchstraße,11,158,10.92,2016
3701660,Bötzowstraße,11.05,112,11.03,2016
4100101,Jungfernheide/Plötzensee,8.2,77,8.44,2016
4100102,Paul-Hertz-Siedlung,6.92,13,6.92,2016
4200203,Olympiagelände,9,15,10.04,2016
4200204,Angerburger Allee,8.81,45,9.29,2016
4200205,Flatowallee,10.2,18,10.63,2016
4200206,Kranzallee,9.28,27,9.23,2016
4200207,Eichkamp,10.86,6,11.3,2016
4200308,Branitzer Platz,10,53,10.56,2016
4200309,Neu Westend,9.6,94,9.95,2016
4200310,Fürstenplatz,9.5,93,9.83,2016
4200311,Königin-Elisabeth-Straße,9.91,94,9.63,2016
4300412,Schlossgarten,13.24,57,11.96,2016
4300413,Klausenerplatz,9.17,77,9.63,2016
4300414,Schloß Charlottenburg,10,118,10.25,2016
4300415,Lietzensee,10,71,10.96,2016
4300416,Amtsgerichtsplatz,11.01,137,11.31,2016
4300517,Tegeler Weg,8.87,106,8.92,2016
4300518,Kaiserin-Augusta-Allee,9.34,56,9.49,2016
4300619,Alt-Lietzow,9.99,137,10.4,2016
4300620,Spreestadt,10,44,9.92,2016
4300621,Richard-Wagner-Straße,10,119,10.26,2016
4300622,Ernst-Reuter-Platz,12.92,122,13.18,2016
4300623,Karl-August-Platz,11.03,178,10.99,2016
4300624,Savignyplatz,10.94,132,11.07,2016
4400725,Güterbahnhof Grunewald,keine Daten,keine Daten,keine Daten,2016
4400726,Bismarckallee,11.68,51,11.5,2016
4400727,Flinsberger Platz,9.65,101,9.79,2016
4400728,Hagenplatz,11.12,32,11.3,2016
4400729,Hundekehle,12.95,36,12.67,2016
4400830,Forckenbeckstraße,9.97,56,10.03,2016
4400831,Messelpark,11.55,19,11.69,2016
4400832,Breite Straße,9.6,67,9.66,2016
4400833,Schlangenbader Straße,6.99,64,8,2016
4400834,Binger Straße,9.34,31,9.5,2016
4400835,Rüdesheimer Platz,10.01,127,10.15,2016
4500936,Droysenstraße,10.86,72,11.23,2016
4500937,Halensee,10.5,94,11.13,2016
4500938,Hochmeisterplatz,10.31,84,10.27,2016
4500939,Eisenzahnstraße,9.42,79,9.69,2016
4501040,Hindemithplatz,11.45,80,11.94,2016
4501041,George-Grosz-Platz,14.05,120,13.48,2016
4501042,Breitscheidplatz,11.4,72,11.58,2016
4501043,Preußenpark,10.74,177,11.42,2016
4501044,Ludwigkirchplatz,11.48,72,11.63,2016
4501045,Schaperstraße,11.75,80,11.84,2016
4501146,Barstraße,9.52,33,9.86,2016
4501147,Leon-Jessel-Platz,10.29,69,10.56,2016
4501148,Brabanter Platz,9.44,43,9.94,2016
4501149,Nikolsburger Platz,10.15,112,10.34,2016
4501150,Wilhelmsaue,9.96,25,10.38,2016
4501151,Hildegardstraße,10.03,101,9.96,2016
4501152,Prager Platz,10.13,60,10.42,2016
4501153,Babelsberger Straße,10,75,9.95,2016
5100101,Hakenfelde Nord,7.56,47,7.96,2016
5100102,Am Forstacker,6.99,63,7.29,2016
5100103,Mertensstraße,7.2,64,7.46,2016
5100104,Maselake,7.54,39,7.61,2016
5100105,Amorbacher Weg,7.55,58,7.97,2016
5100206,Griesingerstraße,5.38,37,5.95,2016
5100207,An der Tränke,7.69,10,8.08,2016
5100208,Im Spektefeld,7.06,153,7.11,2016
5100209,Westerwaldstraße,6.35,144,6.45,2016
5100210,Germersheimer Platz,6.91,182,7.21,2016
5100211,An der Kappe,7.99,47,7.68,2016
5100312,Eckschanze,7.92,53,7.82,2016
5100313,Eiswerder,7.02,40,7.57,2016
5100314,Kurstraße,7.32,172,7.65,2016
5100315,Ackerstraße,7.47,124,7.77,2016
5100316,Carl-Schurz-Straße,7.77,149,7.99,2016
5100317,Freiheit,7.5,36,7.84,2016
5200418,Isenburger Weg,7.5,9,7.93,2016
5200419,Am Heideberg,12.54,3,13.36,2016
5200420,Staakener Straße,6,19,6.42,2016
5200421,Spandauer Straße,6.9,55,7.09,2016
5200422,Werkstraße,7.5,9,8.43,2016
5200423,Magistratsweg,7.7,106,7.44,2016
5200524,Döberitzer Weg,7.15,29,7.57,2016
5200525,Pillnitzer Weg,7.75,53,7.8,2016
5200526,Rudolf-Wissell-Großsiedlung,6,41,6.27,2016
5200527,Maulbeerallee,5.62,156,5.9,2016
5200528,Weinmeisterhornweg,7,86,7.04,2016
5200629,Borkumer Straße,7.99,160,8.19,2016
5200630,Wilhelmstadt West,7.74,194,8,2016
5200631,Wilhelmstadt Ost,7.68,203,7.68,2016
5200632,Tiefwerder,6.69,48,7.14,2016
5200633,Graetschelsteig,5.52,10,5.63,2016
5200634,Börnicker Straße,8,25,8.48,2016
5300735,Haveleck,keine Daten,keine Daten,keine Daten,2016
5300736,Zitadellenweg,7.04,75,7.23,2016
5300737,Gartenfelder Straße,7.21,101,7.15,2016
5300838,Gartenfeld,keine Daten,keine Daten,keine Daten,2016
5300839,Rohrdamm,8,124,7.97,2016
5300840,Nonnendammallee,7.5,20,7.54,2016
5300841,Siemensdamm,8.76,87,8.89,2016
5400942,Alt-Gatow,9.23,17,9.65,2016
5400943,Jägerallee,9.01,55,9.1,2016
5400944,Kladower Damm,8,4,9.5,2016
5400945,Kafkastraße,8.04,20,7.5,2016
6100101,Fichtenberg,9.51,63,10.04,2016
6100102,Schloßstraße,9.56,98,9.66,2016
6100103,Markelstraße,9.28,70,9.64,2016
6100204,Munsterdamm,8.76,53,8.62,2016
6100205,Südende,8.83,165,9.24,2016
6100206,Stadtpark,9.02,90,9.16,2016
6100207,Mittelstraße,9.52,115,9.64,2016
6100208,Bergstraße,9.27,86,9.29,2016
6100209,Feuerbachstraße,9.76,91,9.89,2016
6100210,Bismarckstraße,9,44,9.49,2016
6200311,Alt-Lankwitz,8,36,8.29,2016
6200312,Komponistenviertel Lankwitz,8.57,51,8.72,2016
