district_id,street_name,median_net_rent,number_of_cases,mean_net_rent,year
5200631,Wilhelmstadt Ost,9.41,70,9.25,2021
5200632,Tiefwerder,7.02,26,7.14,2021
5200633,Graetschelsteig,5.76,22,5.78,2021
5200634,Börnicker Straße,10.66,8,11.67,2021
5300735,Haveleck,9,97,9.23,2021
5300736,Zitadellenweg,7.33,9,8.17,2021
5300737,Gartenfelder Straße,7.45,203,7.64,2021
5300838,Gartenfeld,keine Daten,keine Daten,keine Daten,2021
5300839,Rohrdamm,8.62,75,8.74,2021
5300840,Nonnendammallee,8.21,10,8.56,2021
5300841,Siemensdamm,9.63,26,10.34,2021
5400942,Alt-Gatow,7.77,17,8.83,2021
5400943,Jägerallee,10.72,11,10.84,2021
5400944,Kladower Damm,keine Daten,keine Daten,keine Daten,2021
5400945,Kafkastraße,keine Daten,keine Daten,keine Daten,2021
6100101,Fichtenberg,12.26,32,13.89,2021
6100102,Schloßstraße,12.81,55,12.98,2021
6100103,Markelstraße,11.54,16,11.87,2021
6100204,Munsterdamm,10.25,40,12.88,2021
6100205,Südende,9.79,62,10.45,2021
6100206,Stadtpark,10.77,33,11.04,2021
6100207,Mittelstraße,11.59,47,12.27,2021
6100208,Bergstraße,9.92,24,10.91,2021
6100209,Feuerbachstraße,9.55,50,10.73,2021
6100210,Bismarckstraße,9.96,14,11.93,2021
6200311,Alt-Lankwitz,9.8,14,10.01,2021
6200312,Komponistenviertel Lankwitz,11.84,15,12.15,2021
6200313,Lankwitz Kirche,9.79,44,10.7,2021
6200314,Kaiser-Wilhelm-Straße,8.82,42,9.31,2021
6200315,Gallwitzallee,11.5,57,12.42,2021
6200316,Belßstraße,8.93,22,9.53,2021
6200317,Lankwitz Süd,9,16,8.62,2021
6200418,Landweg,keine Daten,keine Daten,keine Daten,2021
6200419,Thermometersiedlung,8.21,23,9.31,2021
6200420,Lichterfelde Süd,8.33,49,11.06,2021
6200421,Königsberger Straße,10.57,44,11.51,2021
6200422,Oberhofer Platz,10.63,21,10.85,2021
6200423,Schütte-Lanz-Straße,7.5,59,8.14,2021
6300524,Berlepschstraße,12.43,22,11.94,2021
6300525,Zehlendorf Süd,11.12,45,10.55,2021
6300526,Zehlendorf Mitte,11.05,26,12.07,2021
6300527,Sundgauer Straße,11.07,31,11.38,2021
6300528,Teltower Damm,11.25,30,11.93,2021
6300629,Botanischer Garten,9.99,38,11.25,2021
6300630,Hindenburgdamm,10.03,28,11.78,2021
6300631,Goerzwerke,9.93,10,10.33,2021
6300632,Schweizer Viertel,12.39,50,12.48,2021
6300633,Augustaplatz,10.77,64,11.36,2021
6300634,Lichterfelde West,11.61,29,11.53,2021
6400735,Wannsee,12,67,12.49,2021
6400736,Düppel,13.24,17,14.64,2021
6400737,Nikolassee,11.53,28,12.27,2021
6400838,Krumme Lanke,12.5,25,12.92,2021
6400839,Fischerhüttenstraße,11.52,17,11.81,2021
6400840,Fischtal,10.17,10,10.99,2021
6400841,Zehlendorf Eiche,10.99,25,11.87,2021
6400842,Hüttenweg,11.78,26,12.86,2021
6400843,Thielallee,12.57,15,13.64,2021
6400844,Dahlem,14.69,42,15.19,2021
7100101,Wittenbergplatz,17.5,72,17.52,2021
7100102,Kalckreuthstraße,11,52,12.93,2021
7100103,Frobenstraße,9.25,66,10.04,2021
7100204,Barbarossaplatz,11.36,40,13,2021
7100205,Alvenslebenstraße,6.57,40,8.91,2021
7100206,Großgörschenstraße,14.26,40,13.51,2021
7200307,Bayerischer Platz,11.64,29,12.37,2021
7200308,Volkspark (Rudolph-Wilde-Park),10.9,61,12.06,2021
7200409,Belziger Straße,12.57,29,13.16,2021
7200410,Feurigstraße,8.12,41,9.97,2021
7200411,Julius-Leber-Brücke,15,8,16.4,2021
7200412,Schöneberger Linse,18.94,47,19.49,2021
7200413,Cheruskerstraße,12.1,32,11.76,2021
7200414,Hohenfriedbergstraße,17.46,13,16.34,2021
7300515,Taunusstraße,12.88,21,12.77,2021
7300516,Odenwaldstraße,11.73,43,12.11,2021
7300517,Perelsplatz,8.13,25,10.32,2021
7300618,Ceciliengärten,10.49,24,12.61,2021
7300619,Grazer Platz,10.19,33,12.21,2021
7400720,Gontermannstraße,11.5,15,11.97,2021
7400721,Paradestraße,13.58,11,12.58,2021
7400822,Lindenhofsiedlung,15.52,6,13.75,2021
7400823,Wittekindstraße,8.91,34,8.97,2021
7400824,Bosepark,10.51,33,10.91,2021
7400825,Friedrich-Karl-Straße,11,44,11.65,2021
7400826,Marienhöhe,16.9,7,14.96,2021
7400927,Rathaus Tempelhof,10.35,79,10.78,2021
7400928,Germaniagarten,10.92,39,10.36,2021
7501029,Ringstraße,7.34,49,8.17,2021
7501030,Machonstraße,10.17,43,10.26,2021
7501031,Eisenacher Straße,8.77,52,9.2,2021
7501032,Imbrosweg,9.85,24,9.97,2021
7501133,Fritz-Werner-Straße,9.09,37,9.32,2021
7501134,Hundsteinweg,9.41,35,9.9,2021
7501135,Birnhornweg,8.88,6,9.15,2021
7601236,Marienfelder Allee Nordwest,8.93,67,11.68,2021
7601237,Kirchstraße,10,16,10.21,2021
7601238,Marienfelde Nordost,9.13,9,10.22,2021
7601339,Tirschenreuther Ring West,6.96,53,6.92,2021
7601340,Tirschenreuther Ring Ost,6.99,32,7.64,2021
7601341,Diedersdorfer Weg,9.25,9,9.43,2021
7601442,Kettinger Straße,8.57,58,9.66,2021
7601443,Töpchiner Weg,7.98,36,9.05,2021
7601544,John-Locke-Straße,7.61,23,8.38,2021
7601545,Nahariyastraße,7.95,100,7.61,2021
7601546,Franziusweg,10.5,20,11.71,2021
7601547,Horstwalder Straße,8,23,8.55,2021
7601548,Wittelsbacherstraße,10.6,7,10.88,2021
8100101,Hasenheide,18.45,27,17.97,2021
8100102,Schillerpromenade Nord,12.5,35,14.08,2021
8100103,Schillerpromenade Süd,9.41,28,10.83,2021
8100104,Wartheplatz,11.65,23,12.08,2021
8100105,Silbersteinstraße,13.29,51,12.76,2021
8100206,Flughafenstraße,10.94,54,12.3,2021
8100207,Rollberg,8.67,17,9.43,2021
8100208,Körnerpark,11.04,58,12.15,2021
8100209,Glasower Straße,13.13,67,13.55,2021
8100310,Maybachufer,15.2,20,14.4,2021
8100311,Reuterplatz,12,31,12.96,2021
8100312,Weichselplatz,10.21,85,12.93,2021
8100313,Bouchéstraße,keine Daten,keine Daten,keine Daten,2021
8100314,Donaustraße,10,47,11.26,2021
8100415,Ganghoferstraße,11.5,13,12,2021
8100416,Alt-Rixdorf,13.4,24,13.58,2021
8100417,Braunschweiger Straße,10.16,42,11.26,2021
8100418,Hertzbergplatz,10.23,34,11.36,2021
8100419,Treptower Straße Nord,9.72,28,12.03,2021
8100520,Weiße Siedlung,8.02,59,7.81,2021
8100521,Schulenburgpark,6.63,52,6.66,2021
8200622,Jahnstraße,11.28,22,11.12,2021
8200623,Park am Buschkrug,13,30,12.87,2021
8200624,Tempelhofer Weg,7.57,56,8.69,2021
8200725,Mohriner Allee Nord,9.52,4,10.8,2021
8200726,Hufeisensiedlung,7.25,15,7.33,2021
8200727,Parchimer Allee Süd,6.72,18,8.78,2021
8200728,Ortolanweg,keine Daten,keine Daten,keine Daten,2021
8200729,Britzer Garten,keine Daten,keine Daten,keine Daten,2021
8200730,Handwerker-Siedlung,8.52,7,8.46,2021
8200831,Buckow West,7.33,35,8.22,2021
8200832,Buckow Mitte,8.62,36,9.11,2021
8200833,Buckow Ost,7.19,21,7.97,2021
8300934,Gropiusstadt Nord-West,7.24,60,8.09,2021
8300935,Gropiusstadt Süd-West,9.96,26,10.18,2021
8301036,Gropiusstadt Mitte,8.73,28,8.21,2021
8301037,Gropiusstadt Süd-Ost,6.83,70,7.89,2021
8401138,Goldhähnchenweg,7.14,13,7.06,2021
8401139,Vogelviertel Süd,8.6,13,10.53,2021
8401140,Vogelviertel Nord,keine Daten,keine Daten,keine Daten,2021
8401241,Blumenviertel,10.29,24,12.13,2021
8401242,Zittauer Straße,8,15,8.95,2021
8401243,Alt-Rudow,8.29,67,9.64,2021
8401244,Waßmannsdorfer Chaussee,7.9,9,9.55,2021
8401245,Frauenviertel,8.62,31,8.52,2021
8401246,Waltersdorfer Chaussee Ost,6.97,26,7.33,2021
9100101,Alt-Treptow,13.33,70,13.63,2021
9100202,Plänterwald West,11.19,7,11.94,2021
9100203,Plänterwald Ost,8.61,17,9.47,2021
9100304,Baumschulenweg West,12,74,12.11,2021
9100305,Baumschulenweg Ost,9.52,30,10.17,2021
9100306,Späthsfelde,keine Daten,keine Daten,keine Daten,2021
9100407,Johannisthal West,14.5,54,13.33,2021
9100408,Johannisthal Ost,10.35,62,11.02,2021
9100409,Landschaftspark Adlershof,8,12,8.41,2021
9200510,Helmholtz-Kiez,10.05,109,10.45,2021
9200511,Griechischer Park,8.2,192,9.26,2021
9200512,Wuhlheide,12.02,72,11.36,2021
9200613,Bahnhof Schöneweide,14.04,217,13.88,2021
9200614,Oberspree,keine Daten,keine Daten,keine Daten,2021
9200715,Wista,11.76,62,11.93,2021
9200716,Dörpfeldstraße West,10,46,11.06,2021
9200717,Dörpfeldstraße Ost,10.35,86,10.79,2021
9200818,Spindlersfeld,15,85,14.01,2021
9200819,Köllnische Vorstadt,9.54,115,9.35,2021
9300920,Dorf Altglienicke,9.66,64,10.36,2021
9300921,Preußen Siedlung,11.5,24,11.9,2021
9300922,Kosmos Viertel,6.5,6,6.5,2021
9300923,Kölner Viertel,8.48,10,8.95,2021
9301024,Falkenberg,13,15,12.7,2021
9301025,Alt-Bohnsdorf,13.17,22,12.34,2021
9301126,Grünau,14.16,178,14.81,2021
9301227,Karolinenhof,11.33,6,12.66,2021
9301228,Schmöckwitz/Rauchfangswerder,12.5,11,13.84,2021
9401329,Kietzer Feld/Nachtheide,8.5,53,8.78,2021
9401330,Wendenschloß,11.76,27,11.02,2021
9401431,Allende I,6.73,39,8.02,2021
9401432,Siedlung Kämmereiheide,9.21,18,8.91,2021
9401433,Allende II,6.04,39,6.64,2021
9401534,Altstadt Köpenick,9.13,98,9.56,2021
9401635,Müggelheim,13,32,12.43,2021
9501736,Hirschgarten,7.1,35,7.71,2021
9501737,Alt-Friedrichshagen,8.95,88,9.63,2021
9501838,Rahnsdorf,12.96,87,12.62,2021
9501939,Bahnhofstraße,11.62,93,12.62,2021
9501940,Güterbahnhof Köpenick,10.5,47,10.65,2021
9501941,Friedrichshagener Straße,14.16,63,13.31,2021
9502042,Mittelheide,12,48,11.57,2021
9502043,Dammheide,10,50,9.97,2021
10100101,Marzahn West,5.83,63,6.09,2021
10100102,Rosenbecker Straße,12,75,11.76,2021
10100103,Wittenberger Straße,7.29,51,7.42,2021
10100104,Golliner Straße,6.04,64,6.52,2021
10100205,Gewerbegebiet Bitterfelder Straße,keine Daten,keine Daten,keine Daten,2021
10100206,Wuhletalstraße,10.56,69,8.77,2021
10100207,Ahrensfelder Berge,7.05,50,7.91,2021
10100208,Bürgerpark,7.38,179,7.7,2021
10100209,Lea-Grundig-Straße,7.91,31,8.18,2021
10100210,Marzahner Promenade,6.17,108,6.55,2021
10100311,Marzahner Chaussee,6.63,8,11.53,2021
10100312,Springpfuhl,7.12,103,7.15,2021
10100313,Alt-Marzahn,8.18,43,8.06,2021
10100314,Auersbergstraße,7.25,37,8.33,2021
10100315,Bärenstein,7.08,69,7.7,2021
10100316,Landsberger Tor,8.03,41,8.45,2021
10200417,Zossener Straße,7.55,81,7.83,2021
10200418,Kyritzer Straße,9.5,48,9.25,2021
10200419,Havelländer Ring,10.88,145,10.72,2021
10200420,Gut Hellersdorf,7.18,12,7.75,2021
10200421,Helle Mitte,9.7,72,9.96,2021
10200422,Hellersdorfer Promenade,8.31,91,8.75,2021
10200423,Böhlener Straße,7.54,65,7.84,2021
10200524,Adele-Sandrock-Straße,8.57,90,8.92,2021
10200525,Schleipfuhl,keine Daten,keine Daten,keine Daten,2021
10200526,Boulevard Kastanienallee,8.26,34,8.4,2021
10200627,Am Kienberg,5.96,22,6.12,2021
10200628,Neue Grottkauer Straße,keine Daten,keine Daten,keine Daten,2021
10200629,Teterower Ring,6.5,54,6.98,2021
10200630,Cecilienplatz,6.2,4,6.52,2021
10300731,Oberfeldstraße,10.42,24,11.86,2021
10300732,Buckower Ring,8.5,142,8.71,2021
10300733,Alt-Biesdorf,10.66,12,10.6,2021
10300734,Biesdorf Süd,13,21,13.14,2021
10400835,Kaulsdorf Nord,7.86,32,8.56,2021
10400836,Alt-Kaulsdorf,10,17,9.91,2021
10400837,Kaulsdorf Süd,12.58,14,14.24,2021
10400938,Mahlsdorf Nord,12.93,42,11.99,2021
10400939,Alt-Mahlsdorf,12.25,37,12.04,2021
10400940,Elsensee,9.98,9,10.36,2021
10400941,Pilgramer Straße,10.55,29,11.27,2021
11100101,Dörfer Malchow-Wartenberg,8.96,6,8.42,2021
11100102,Dorf Falkenberg,9.5,53,8.91,2021
11100203,Falkenberg Ost,6.96,62,7.13,2021
11100204,Falkenberg West,6.31,39,7.09,2021
11100205,Wartenberg Süd,6.04,29,7.21,2021
11100206,Wartenberg Nord,6.71,19,7.03,2021
11100307,Zingster Straße Ost,7.12,128,8.42,2021
11100308,Zingster Straße West,6.04,151,6.3,2021
11100309,Mühlengrund,8,45,8.61,2021
11200410,Malchower Weg,6.82,97,7.84,2021
11200411,Hauptstraße,7.51,50,8.31,2021
11200512,Orankesee,9.22,7,9.54,2021
11200513,Große-Leege-Straße,9.8,163,9.81,2021
11200514,Landsberger Allee,8.94,116,9.21,2021
11200515,Weiße Taube,12,30,11.98,2021
11300616,Hohenschönhausener Straße,7.17,20,7.62,2021
11300617,Fennpfuhlpark,6.91,25,9.04,2021
11300618,Storkower Bogen,8.33,12,9.48,2021
11300619,Rudolf-Seiffert-Park,8.4,14,11.02,2021
11300620,Fennpfuhl Ost,7.39,14,9.63,2021
11300721,Herzbergstraße,20.2,35,18.47,2021
11300722,Rathaus Lichtenberg,8,89,9.5,2021
11300723,Bornitzstraße,keine Daten,keine Daten,keine Daten,2021
11300724,Roedeliusplatz,8.88,49,8.74,2021
11300725,Nibelungenviertel,10.55,147,9.72,2021
11300826,Frankfurter Allee Süd,5.96,51,7.7,2021
11400927,Victoriastadt,12,17,11.64,2021
11400928,Nöldnerplatz,12.78,24,15.83,2021
11400929,Weitlingkiez,9.58,177,10.86,2021
11400930,Zachertstraße,10.46,53,10.58,2021
11400931,Massower Straße,15.85,71,17.08,2021
11401032,Rosenfelder Ring,12,144,11.38,2021
11401033,Gensinger Straße,8.73,76,9.31,2021
11401034,Tierpark,6.88,55,7.68,2021
11401135,Dolgenseestraße,6.92,151,7.62,2021
11401136,Volkradstraße,6.94,106,7.37,2021
11401137,Erieseering,6.04,83,6.45,2021
11501238,Rummelsburg,10.3,39,10.22,2021
11501339,Karlshorst West,9.26,91,9.59,2021
11501340,Karlshorst Nord,11,60,10.78,2021
11501341,Karlshorst Süd,10.78,22,11.18,2021
12100101,Letteplatz,10.43,129,10.97,2021
12100102,Hausotterplatz,9.21,70,9.38,2021
12100103,Breitkopfbecken,8.91,79,9.55,2021
12100204,Schäfersee,8.68,62,9.92,2021
12100205,Teichstraße,8.85,114,9.89,2021
12100206,Humboldtstraße,9.1,22,9.47,2021
12200307,Reinickes Hof,8.23,10,9.54,2021
12200308,Mellerbogen,9.11,33,9.61,2021
12200309,Scharnweberstraße,9.25,48,9.87,2021
12200310,Klixstraße,7.28,86,8.22,2021
12200411,Schumacher-Quartier,keine Daten,keine Daten,keine Daten,2021
12200412,Waldidyll/Flughafensee,9,48,10.46,2021
12200413,Tegel Süd,7.04,148,8.01,2021
12200414,TXL,keine Daten,keine Daten,keine Daten,2021
12200515,Alt-Tegel,11.48,100,12.84,2021
12400616,Konradshöhe/Tegelort,12,31,12.74,2021
12400617,Alt-Heiligensee,9.77,6,11.15,2021
12400618,Heiligensee Nord,9.03,9,10.14,2021
12400619,Heiligensee,10,8,10.78,2021
12400720,Frohnau West,10.92,18,10.88,2021
12400721,Frohnau Ost,10.96,13,10.46,2021
12400722,Hermsdorf West,10,23,10.24,2021
12400723,Hermsdorf Ost/Waldsee,11,29,12.31,2021
12500824,Ziekowstraße/Freie Scholle,7.63,83,8.02,2021
12500825,Borsigwalde,8.15,76,9.21,2021
12500926,Wittenau Süd,9.5,32,9.61,2021
12500927,Wittenau Nord,11.51,54,12.66,2021
12500928,Waidmannslust,10.17,14,10.18,2021
12500929,Lübars,11.67,12,12.62,2021
12500930,Wittenau Mitte,9.69,38,10.02,2021
12601031,Lübarser Straße,6.96,13,8.5,2021
12601032,Rollbergesiedlung,5.95,107,6.22,2021
12601133,Treuenbrietzener Straße,6.39,62,6.65,2021
12601134,Märkisches Zentrum,6.5,128,7.17,2021
12601235,Dannenwalder Weg,7.29,40,7.44,2021
12601236,Schorfheidestraße,7.6,11,9.26,2021
1100101,Stülerstraße,11.5,16,13.96,2020
1100102,Großer Tiergarten,16.57,88,16.79,2020
1100103,Lützowstraße,18,76,16.92,2020
1100104,Körnerstraße,13.42,26,12.56,2020
1100205,Wilhelmstraße,18,69,16.41,2020
1100206,Unter den Linden,14.8,77,14.64,2020
1100207,Leipziger Straße,14.55,101,14.16,2020
1100308,Charitéviertel,15.15,140,15.62,2020
1100309,Oranienburger Straße,16.18,94,16.16,2020
1100310,Alexanderplatzviertel,17,136,15.62,2020
1100311,Karl-Marx-Allee,9.18,74,15.34,2020
1100312,Heine-Viertel West,18.8,212,17.94,2020
1100313,Heine-Viertel Ost,11.31,40,12.93,2020
1100414,Nordbahnhof,16.64,108,16.28,2020
1100415,Invalidenstraße,18.46,89,17.9,2020
1100416,Arkonaplatz,16.3,74,16.1,2020
1200517,Huttenkiez,11.13,19,12.06,2020
1200518,Beusselkiez,11.38,59,11.26,2020
1200519,Emdener Straße,11.17,63,11.59,2020
1200520,Bremer Straße,11.5,42,12.11,2020
1200521,Zwinglistraße,12.5,33,12.28,2020
1200522,Elberfelder Straße,13,46,12.69,2020
1200623,Stephankiez,12,63,11.78,2020
1200624,Heidestraße,17.95,376,18.03,2020
1200625,Lübecker Straße,8.93,19,9.74,2020
1200626,Thomasiusstraße,12.01,38,12,2020
1200627,Zillesiedlung,6.21,12,7.97,2020
1200628,Lüneburger Straße,11.38,40,16.53,2020
1200629,Hansaviertel,15.06,50,14.8,2020
1300730,Drontheimer Straße,11.11,46,11.15,2020
1300731,Koloniestraße,10.42,75,10.31,2020
1300732,Soldiner Straße,8.92,53,9.82,2020
1300733,Gesundbrunnen,10.2,45,11.61,2020
1300834,Brunnenstraße,8.32,77,11.33,2020
1300835,Humboldthain Süd,6.32,23,7.13,2020
1300836,Humboldthain Nordwest,13.43,69,14.42,2020
1400937,Afrikanische Straße,8.14,64,8.76,2020
1400938,Kameruner Straße,10.91,67,11.38,2020
1400939,Glasgower Straße,8.13,30,9.81,2020
1400940,Schillerpark,6.08,53,6.46,2020
1400941,Londoner Straße,10.28,6,10.92,2020
1400942,Westliche Müllerstraße,10.64,83,10.91,2020
1401043,Antonstraße,9.77,28,9.66,2020
1401044,Uferstraße,9.63,69,9.78,2020
1401045,Schwedenstraße,10,27,11.05,2020
1401046,Nordufer,11,35,11.39,2020
1401047,Sparrplatz,9.87,28,10.07,2020
1401048,Leopoldplatz,10.5,78,11.08,2020
1401049,Schulstraße,8.49,51,9.94,2020
2100101,Askanischer Platz,16.31,75,15.15,2020
2100102,Mehringplatz,9.4,61,12.88,2020
2100103,Am Berlin Museum,13.51,52,13.04,2020
2100104,Moritzplatz,12.85,32,11.87,2020
2100105,Prinzenstraße,7.7,60,9.52,2020
2100106,Wassertorplatz,7.95,5,7.39,2020
2200207,Gleisdreieck,18.5,70,18.03,2020
2200208,Rathaus Yorckstraße,8.78,13,11.37,2020
2200209,Viktoriapark,14.15,36,14.08,2020
2200210,Urbanstraße,11.44,27,12.08,2020
2200211,Chamissokiez,14.5,63,14.39,2020
2200212,Graefekiez Süd,11,25,11.77,2020
2200213,Graefekiez Nord,12.79,29,14.05,2020
2300314,Oranienplatz,14.88,22,13.62,2020
2300315,Lausitzer Platz,13,21,13.4,2020
2300316,Köpenicker Straße,10.21,20,12.68,2020
2300417,Reichenberger Straße West,14.5,25,13.42,2020
2300418,Reichenberger Straße Ost,11.47,24,11.86,2020
2300419,Wrangelkiez,12.03,42,12.9,2020
2400520,Barnimkiez,18.86,113,17.52,2020
2400521,Friedenstraße,11.17,70,10.81,2020
2400522,Richard-Sorge-Viertel,12,68,12.13,2020
2400623,Andreasviertel,15,92,14.67,2020
2400624,Weberwiese,11.5,36,13.14,2020
2400625,Wriezener Bahnhof,15.82,44,15.69,2020
2500726,Hausburgviertel,10.64,68,11.72,2020
2500727,Forckenbeckplatz,14.28,42,14.69,2020
2500728,Samariterviertel,14.36,90,14.31,2020
2500729,Pettenkofer Straße,13.25,29,13.49,2020
2500830,Niederbarnimstraße,13.11,16,12.51,2020
2500831,Wismarplatz,12.94,28,12.25,2020
2500832,Traveplatz,14.35,72,13.85,2020
2500833,Boxhagener Platz,14.74,58,14.24,2020
2500834,Revaler Straße,16,71,14.68,2020
2500835,Stralauer Kiez,16.09,100,16.2,2020
2500836,Stralauer Halbinsel,13.75,26,13.46,2020
3100101,Bucher Forst,11.8,58,10.92,2020
3100102,Klinikum Buch,8.56,28,8.43,2020
3100103,Karower Chaussee,6.04,67,6.34,2020
3200204,Blankenfelde,keine Daten,keine Daten,keine Daten,2020
3200205,Uhlandstraße,10.2,64,10.73,2020
3200206,Pastor-Niemöller-Platz,10.76,26,10.95,2020
3200207,Herthaplatz,10.33,108,10.69,2020
3200308,Nisbléstraße,11.93,67,11.83,2020
3200309,Eddastraße,11.83,25,12.2,2020
3200310,Krugpfuhl,9.97,53,10.12,2020
3300411,Karow Nord,9.01,140,9.8,2020
3300412,Karow Bahnhof,10.3,14,10.91,2020
3300413,Karow Ost,keine Daten,keine Daten,keine Daten,2020
3300514,Blankenburg,8.69,4,8.71,2020
3300515,Blankenburger Süden,keine Daten,keine Daten,keine Daten,2020
3300516,Heinersdorf,9.22,65,10.56,2020
3300517,Märchenland,9.88,3,11.84,2020
3400618,Rosenthal,11.72,69,12.51,2020
3400619,Wilhelmsruh,9.89,55,10.24,2020
3400620,Schönholz,15,19,13.57,2020
3400721,Florakiez,11.92,55,12.19,2020
3400722,Parkstraße,12.04,13,12.41,2020
3400723,Garbátyplatz,9.92,34,10.19,2020
3400724,Wolfshagener Straße,10.11,42,10.46,2020
3400725,Schlosspark,9.86,31,10.62,2020
3400826,Tiroler Viertel,12.32,14,11.92,2020
3400827,Trelleborger Viertel,10.28,56,11.25,2020
3400828,Spiekermann Straße,15.93,54,14.95,2020
3400829,Arnold-Zweig-Straße,9.33,28,10.06,2020
3400830,Kissingenviertel,10.27,52,10.34,2020
3400831,Pankower Tor,keine Daten,keine Daten,keine Daten,2020
3500932,Bühringstraße,9.26,30,9.34,2020
3500933,Weißer See,11.42,51,10.98,2020
3500934,Weißenseer Spitze,10.51,108,11.76,2020
3500935,Behaimstraße,9.56,57,10.23,2020
3500936,Komponistenviertel Weißensee,10.19,50,10.72,2020
3501037,Rathaus Weißensee,10.33,85,10.42,2020
3501038,Hansastraße,9.58,55,10.96,2020
3601139,Norweger Viertel,12.16,38,12.34,2020
3601140,Malmöer Straße,15.74,71,15.8,2020
3601141,Arnimplatz,13,61,13.09,2020
3601142,Falkplatz,13.45,46,14.04,2020
3601243,Rodenbergstraße,12.31,32,11.46,2020
3601244,Humannplatz,10.77,28,12.27,2020
3601245,Ostseestraße,6.89,113,8.49,2020
3601346,Gethsemanekirche,12.3,34,11.89,2020
3601347,Helmholtzplatz,12.89,42,13.23,2020
3601348,Senefelderstraße,13.73,38,13.18,2020
3601449,Michelangelostraße,6.04,87,6.28,2020
3601450,Volkspark Prenzlauer Berg,5.84,27,5.95,2020
3601451,Anton-Saefkow-Park,8.2,49,10.6,2020
3601452,Velodrom,6.05,42,8.06,2020
3601453,Alter Schlachthof,17.17,24,16.46,2020
3701554,Teutoburger Platz,14.95,73,14.3,2020
3701555,Sredzkistraße,9.55,45,10.71,2020
3701556,Kollwitzplatz,15.32,58,16.75,2020
3701657,Thälmannpark,6.04,101,11.27,2020
3701658,Christburger Straße,13.45,26,14.1,2020
3701659,Immanuelkirchstraße,10.13,44,11.68,2020
3701660,Bötzowstraße,9.81,66,12.63,2020
4100101,Jungfernheide/Plötzensee,9.2,52,8.97,2020
4100102,Paul-Hertz-Siedlung,6.08,66,6.38,2020
4200203,Olympiagelände,11.73,3,10.99,2020
4200204,Angerburger Allee,9.39,18,9.3,2020
4200205,Flatowallee,9.8,8,10.1,2020
4200206,Kranzallee,9,13,9.42,2020
4200207,Eichkamp,keine Daten,keine Daten,keine Daten,2020
4200308,Branitzer Platz,12.84,22,12.45,2020
4200309,Neu Westend,10.97,41,10.96,2020
4200310,Fürstenplatz,9.82,39,10.26,2020
4200311,Königin-Elisabeth-Straße,10,35,11.35,2020
4300412,Schlossgarten,16.95,54,15.81,2020
4300413,Klausenerplatz,7.74,57,9.31,2020
4300414,Schloß Charlottenburg,11,42,11.47,2020
4300415,Lietzensee,12.32,20,12.57,2020
4300416,Amtsgerichtsplatz,13.07,50,13.6,2020
4300517,Tegeler Weg,11.68,30,12.82,2020
4300518,Kaiserin-Augusta-Allee,13.26,38,13.38,2020
4300619,Alt-Lietzow,11.52,44,12.32,2020
4300620,Spreestadt,10.48,63,15.36,2020
4300621,Richard-Wagner-Straße,10.78,83,11.54,2020
4300622,Ernst-Reuter-Platz,15.76,79,15.13,2020
4300623,Karl-August-Platz,13,80,12.68,2020
4300624,Savignyplatz,13.94,50,13.5,2020
4400725,Güterbahnhof Grunewald,keine Daten,keine Daten,keine Daten,2020
4400726,Bismarckallee,14.5,29,13.85,2020
4400727,Flinsberger Platz,13.43,76,13.42,2020
4400728,Hagenplatz,13.78,11,14.85,2020
4400729,Hundekehle,13.99,16,16.2,2020
4400830,Forckenbeckstraße,15.23,87,14.19,2020
4400831,Messelpark,keine Daten,keine Daten,keine Daten,2020
4400832,Breite Straße,10.81,33,12.17,2020
4400833,Schlangenbader Straße,7.5,47,8.67,2020
4400834,Binger Straße,12.91,4,12.9,2020
4400835,Rüdesheimer Platz,10.34,18,10.84,2020
4500936,Droysenstraße,15,30,13.48,2020
4500937,Halensee,16.15,59,15.66,2020
4500938,Hochmeisterplatz,14.4,49,14.81,2020
4500939,Eisenzahnstraße,12.84,32,14.17,2020
4501040,Hindemithplatz,14,26,14.19,2020
4501041,George-Grosz-Platz,15.01,32,14.98,2020
4501042,Breitscheidplatz,13.65,22,14.5,2020
4501043,Preußenpark,15.5,71,15.33,2020
4501044,Ludwigkirchplatz,10.94,15,13.07,2020
4501045,Schaperstraße,12.96,30,13.87,2020
4501146,Barstraße,14,20,13.6,2020
4501147,Leon-Jessel-Platz,12.38,17,13.46,2020
4501148,Brabanter Platz,10,17,11.39,2020
4501149,Nikolsburger Platz,12.23,54,12.48,2020
4501150,Wilhelmsaue,11.84,16,14.98,2020
4501151,Hildegardstraße,11.83,30,12.09,2020
4501152,Prager Platz,12,31,12.05,2020
4501153,Babelsberger Straße,13,56,12.84,2020
5100101,Hakenfelde Nord,8.86,20,9.14,2020
5100102,Am Forstacker,8.18,48,8.29,2020
5100103,Mertensstraße,9,45,9.22,2020
5100104,Maselake,9.13,27,9.96,2020
5100105,Amorbacher Weg,9.11,18,8.93,2020
5100206,Griesingerstraße,5.74,14,7.03,2020
5100207,An der Tränke,11.07,11,10.53,2020
5100208,Im Spektefeld,6.89,100,7.36,2020
5100209,Westerwaldstraße,7.2,146,7.18,2020
5100210,Germersheimer Platz,8,112,7.93,2020
5100211,An der Kappe,7.93,26,8.3,2020
5100312,Eckschanze,8.04,24,8.55,2020
