Bodenrichtwert-Nummer,district_name,standard_land_value,typical_land_use_type,typical_floor_space_ratio,reference_date
1141,Treptow-Köpenick,130,W - Wohngebiet,0.4,2014-01-01 00:00:00
1291,Charlottenburg-Wilmersdorf,10000,M1 - Kerngebiet,4.5,2014-01-01 00:00:00
1375,Treptow-Köpenick,95,W - Wohngebiet,0.2,2014-01-01 00:00:00
1638,Treptow-Köpenick,240,W - Wohngebiet,1.5,2014-01-01 00:00:00
2367,Pankow,1200,W - Wohngebiet,2.5,2014-01-01 00:00:00
1615,Steglitz-Zehlendorf,500,W - Wohngebiet,0.4,2014-01-01 00:00:00
1843,Friedrichshain-Kreuzberg,600,W - Wohngebiet,2.5,2014-01-01 00:00:00
2115,Treptow-Köpenick,170,G - Gewerbe,1.6,2014-01-01 00:00:00
1588,Charlottenburg-Wilmersdorf,650,W - Wohngebiet,1,2014-01-01 00:00:00
1865,Tempelhof-Schöneberg,460,W - Wohngebiet,0.6,2014-01-01 00:00:00
2123,Treptow-Köpenick,180,W - Wohngebiet,0.4,2014-01-01 00:00:00
1408,Lichtenberg,180,W - Wohngebiet,0.4,2014-01-01 00:00:00
2157,Pankow,130,G - Gewerbe,-,2014-01-01 00:00:00
1819,Marzahn-Hellersdorf,120,W - Wohngebiet,0.4,2014-01-01 00:00:00
1452,Lichtenberg,120,W - Wohngebiet,0.4,2014-01-01 00:00:00
2288,Lichtenberg,210,W - Wohngebiet,1.5,2014-01-01 00:00:00
2231,Lichtenberg,240,W - Wohngebiet,0.6,2014-01-01 00:00:00
2366,Lichtenberg,140,W - Wohngebiet,0.6,2014-01-01 00:00:00
2208,Pankow,230,W - Wohngebiet,1,2014-01-01 00:00:00
1447,Lichtenberg,180,W - Wohngebiet,1,2014-01-01 00:00:00
1017,Treptow-Köpenick,50,Gp - Gewerbe produzierend,-,2014-01-01 00:00:00
1045,Treptow-Köpenick,120,G - Gewerbe,-,2014-01-01 00:00:00
2336,Treptow-Köpenick,220,W - Wohngebiet,1.5,2014-01-01 00:00:00
2199,Pankow,290,W - Wohngebiet,1.5,2014-01-01 00:00:00
1867,Mitte,600,W - Wohngebiet,2.5,2014-01-01 00:00:00
2295,Mitte,3000,M1 - Kerngebiet,4.5,2014-01-01 00:00:00
1350,Lichtenberg,130,W - Wohngebiet,1,2014-01-01 00:00:00
1405,Steglitz-Zehlendorf,240,W - Wohngebiet,1,2014-01-01 00:00:00
1898,Tempelhof-Schöneberg,210,W - Wohngebiet,0.4,2014-01-01 00:00:00
1132,Mitte,4000,M1 - Kerngebiet,4.5,2014-01-01 00:00:00
1332,Charlottenburg-Wilmersdorf,17000,M1 - Kerngebiet,4.5,2014-01-01 00:00:00
1849,Mitte,510,W - Wohngebiet,2.5,2014-01-01 00:00:00
2202,Spandau,240,W - Wohngebiet,1,2014-01-01 00:00:00
1170,Charlottenburg-Wilmersdorf,2800,M1 - Kerngebiet,4.5,2014-01-01 00:00:00
2356,Reinickendorf,160,W - Wohngebiet,0.2,2015-01-01 00:00:00
2285,Treptow-Köpenick,50,G - Gewerbe,-,2015-01-01 00:00:00
2329,Pankow,1100,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
1352,Spandau,190,W - Wohngebiet,0.6,2015-01-01 00:00:00
1274,Steglitz-Zehlendorf,1300,M2 - Mischgebiet,2,2015-01-01 00:00:00
2173,Steglitz-Zehlendorf,880,M2 - Mischgebiet,2,2015-01-01 00:00:00
1047,Mitte,3300,M2 - Mischgebiet,3.5,2015-01-01 00:00:00
1177,Marzahn-Hellersdorf,200,W - Wohngebiet,0.8,2015-01-01 00:00:00
1360,Marzahn-Hellersdorf,170,W - Wohngebiet,1,2015-01-01 00:00:00
1972,Reinickendorf,300,W - Wohngebiet,0.4,2015-01-01 00:00:00
1202,Neukölln,270,W - Wohngebiet,1,2015-01-01 00:00:00
1951,Neukölln,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1028,Mitte,200,W - Wohngebiet,0.6,2015-01-01 00:00:00
1840,Friedrichshain-Kreuzberg,750,W - Wohngebiet,2.5,2015-01-01 00:00:00
1214,Charlottenburg-Wilmersdorf,1400,M2 - Mischgebiet,2.5,2015-01-01 00:00:00
1311,Spandau,170,W - Wohngebiet,0.3,2015-01-01 00:00:00
1166,Tempelhof-Schöneberg,1200,M2 - Mischgebiet,3,2015-01-01 00:00:00
2327,Neukölln,850,M2 - Mischgebiet,2.5,2015-01-01 00:00:00
2210,Mitte,8500,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1211,Tempelhof-Schöneberg,1000,M2 - Mischgebiet,2.5,2015-01-01 00:00:00
1216,Charlottenburg-Wilmersdorf,3600,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
20032,Treptow-Köpenick,0.4,F - Forstflächen,-,2015-01-01 00:00:00
20008,Charlottenburg-Wilmersdorf,0.4,F - Forstflächen,-,2015-01-01 00:00:00
1399,Treptow-Köpenick,220,W - Wohngebiet,1,2015-01-01 00:00:00
20014,Treptow-Köpenick,0.4,F - Forstflächen,-,2015-01-01 00:00:00
1832,Mitte,500,W - Wohngebiet,2.5,2015-01-01 00:00:00
2303,Treptow-Köpenick,220,W - Wohngebiet,0.6,2015-01-01 00:00:00
1828,Neukölln,600,W - Wohngebiet,2.5,2015-01-01 00:00:00
1375,Treptow-Köpenick,100,W - Wohngebiet,0.2,2015-01-01 00:00:00
2047,Reinickendorf,170,W - Wohngebiet,0.4,2015-01-01 00:00:00
2112,Reinickendorf,220,W - Wohngebiet,0.4,2015-01-01 00:00:00
2113,Reinickendorf,220,W - Wohngebiet,0.4,2015-01-01 00:00:00
1649,Pankow,120,W - Wohngebiet,0.6,2015-01-01 00:00:00
1750,Pankow,60,G - Gewerbe,-,2015-01-01 00:00:00
1302,Spandau,270,W - Wohngebiet,1,2015-01-01 00:00:00
1310,Treptow-Köpenick,120,W - Wohngebiet,0.3,2015-01-01 00:00:00
2179,Mitte,3800,W - Wohngebiet,2.5,2015-01-01 00:00:00
2118,Treptow-Köpenick,180,G - Gewerbe,1.6,2015-01-01 00:00:00
2376,Friedrichshain-Kreuzberg,200,G - Gewerbe,-,2015-01-01 00:00:00
1863,Reinickendorf,150,G - Gewerbe,-,2015-01-01 00:00:00
1382,Spandau,160,W - Wohngebiet,0.3,2015-01-01 00:00:00
1350,Lichtenberg,170,W - Wohngebiet,1,2015-01-01 00:00:00
1476,Spandau,70,G - Gewerbe,-,2015-01-01 00:00:00
1448,Reinickendorf,310,W - Wohngebiet,1,2015-01-01 00:00:00
2111,Reinickendorf,260,W - Wohngebiet,0.3,2015-01-01 00:00:00
1970,Reinickendorf,220,W - Wohngebiet,0.4,2015-01-01 00:00:00
1705,Pankow,90,W - Wohngebiet,0.2,2015-01-01 00:00:00
1013,Pankow,30,G - Gewerbe,-,2015-01-01 00:00:00
2141,Reinickendorf,1500,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
1669,Pankow,110,W - Wohngebiet,0.4,2015-01-01 00:00:00
1699,Pankow,90,W - Wohngebiet,0.4,2015-01-01 00:00:00
1967,Reinickendorf,360,W - Wohngebiet,0.3,2015-01-01 00:00:00
1664,Pankow,110,W - Wohngebiet,0.4,2015-01-01 00:00:00
1332,Charlottenburg-Wilmersdorf,20000,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
2050,Reinickendorf,190,W - Wohngebiet,0.2,2015-01-01 00:00:00
2031,Reinickendorf,180,W - Wohngebiet,0.2,2015-01-01 00:00:00
2108,Pankow,110,W - Wohngebiet,0.4,2015-01-01 00:00:00
1693,Pankow,40,G - Gewerbe,-,2015-01-01 00:00:00
1981,Reinickendorf,240,W - Wohngebiet,0.4,2015-01-01 00:00:00
1159,Reinickendorf,50,G - Gewerbe,-,2015-01-01 00:00:00
1309,Pankow,170,W - Wohngebiet,1,2015-01-01 00:00:00
1432,Reinickendorf,310,W - Wohngebiet,1,2015-01-01 00:00:00
1838,Steglitz-Zehlendorf,150,G - Gewerbe,-,2015-01-01 00:00:00
2022,Reinickendorf,210,W - Wohngebiet,0.4,2015-01-01 00:00:00
2037,Reinickendorf,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
2045,Reinickendorf,160,W - Wohngebiet,0.2,2015-01-01 00:00:00
1982,Reinickendorf,240,W - Wohngebiet,0.4,2015-01-01 00:00:00
2029,Reinickendorf,190,W - Wohngebiet,0.4,2015-01-01 00:00:00
1441,Reinickendorf,310,W - Wohngebiet,1,2015-01-01 00:00:00
1999,Reinickendorf,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1987,Reinickendorf,260,W - Wohngebiet,0.4,2015-01-01 00:00:00
1985,Reinickendorf,240,W - Wohngebiet,0.4,2015-01-01 00:00:00
2042,Reinickendorf,170,W - Wohngebiet,0.2,2015-01-01 00:00:00
1291,Charlottenburg-Wilmersdorf,13000,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
2027,Reinickendorf,190,W - Wohngebiet,0.4,2015-01-01 00:00:00
2026,Reinickendorf,190,W - Wohngebiet,0.4,2015-01-01 00:00:00
1973,Reinickendorf,220,W - Wohngebiet,0.4,2015-01-01 00:00:00
2006,Reinickendorf,210,W - Wohngebiet,0.4,2015-01-01 00:00:00
1168,Pankow,60,G - Gewerbe,-,2015-01-01 00:00:00
1717,Pankow,90,W - Wohngebiet,0.2,2015-01-01 00:00:00
2052,Reinickendorf,130,W - Wohngebiet,0.1,2015-01-01 00:00:00
1697,Pankow,90,W - Wohngebiet,0.2,2015-01-01 00:00:00
1710,Pankow,90,W - Wohngebiet,0.2,2015-01-01 00:00:00
1997,Reinickendorf,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
2020,Reinickendorf,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1996,Reinickendorf,200,W - Wohngebiet,0.6,2015-01-01 00:00:00
2017,Reinickendorf,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
2055,Reinickendorf,150,G - Gewerbe,-,2015-01-01 00:00:00
1080,Spandau,30,G - Gewerbe,-,2015-01-01 00:00:00
1645,Pankow,160,W - Wohngebiet,0.4,2015-01-01 00:00:00
2219,Tempelhof-Schöneberg,240,W - Wohngebiet,0.4,2015-01-01 00:00:00
1326,Reinickendorf,90,G - Gewerbe,-,2015-01-01 00:00:00
1852,Friedrichshain-Kreuzberg,800,W - Wohngebiet,2.5,2015-01-01 00:00:00
2110,Spandau,120,W - Wohngebiet,0.2,2015-01-01 00:00:00
1756,Mitte,380,W - Wohngebiet,2,2015-01-01 00:00:00
1256,Mitte,6000,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1992,Reinickendorf,200,W - Wohngebiet,0.6,2015-01-01 00:00:00
2010,Reinickendorf,200,W - Wohngebiet,0.2,2015-01-01 00:00:00
1587,Pankow,310,W - Wohngebiet,1.2,2015-01-01 00:00:00
1696,Pankow,50,G - Gewerbe,-,2015-01-01 00:00:00
1599,Pankow,200,W - Wohngebiet,0.6,2015-01-01 00:00:00
1586,Pankow,350,W - Wohngebiet,0.4,2015-01-01 00:00:00
2152,Reinickendorf,70,G - Gewerbe,-,2015-01-01 00:00:00
1110,Mitte,210,W - Wohngebiet,1,2015-01-01 00:00:00
2092,Marzahn-Hellersdorf,50,G - Gewerbe,-,2015-01-01 00:00:00
2107,Mitte,390,W - Wohngebiet,2,2015-01-01 00:00:00
1210,Reinickendorf,270,W - Wohngebiet,1,2015-01-01 00:00:00
2224,Friedrichshain-Kreuzberg,200,G - Gewerbe,2,2015-01-01 00:00:00
1237,Lichtenberg,400,M2 - Mischgebiet,2,2015-01-01 00:00:00
2324,Mitte,1100,M2 - Mischgebiet,2.5,2015-01-01 00:00:00
2333,Spandau,310,W - Wohngebiet,2,2015-01-01 00:00:00
2335,Spandau,310,W - Wohngebiet,2,2015-01-01 00:00:00
1947,Lichtenberg,110,G - Gewerbe,-,2015-01-01 00:00:00
1860,Reinickendorf,140,G - Gewerbe,-,2015-01-01 00:00:00
1492,Lichtenberg,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
1776,Friedrichshain-Kreuzberg,700,W - Wohngebiet,2,2015-01-01 00:00:00
1252,Reinickendorf,600,M2 - Mischgebiet,2,2015-01-01 00:00:00
2232,Spandau,210,W - Wohngebiet,0.6,2015-01-01 00:00:00
1516,Lichtenberg,290,W - Wohngebiet,1,2015-01-01 00:00:00
2215,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1560,Pankow,260,W - Wohngebiet,1.2,2015-01-01 00:00:00
2239,Friedrichshain-Kreuzberg,400,W - Wohngebiet,1.2,2015-01-01 00:00:00
2236,Mitte,1800,W - Wohngebiet,0.8,2015-01-01 00:00:00
1722,Pankow,270,W - Wohngebiet,0.6,2015-01-01 00:00:00
1668,Lichtenberg,340,W - Wohngebiet,1.5,2015-01-01 00:00:00
1979,Pankow,170,G - Gewerbe,2,2015-01-01 00:00:00
2097,Lichtenberg,1500,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
2237,Treptow-Köpenick,220,W - Wohngebiet,1,2015-01-01 00:00:00
1688,Pankow,400,W - Wohngebiet,1.5,2015-01-01 00:00:00
1426,Lichtenberg,200,W - Wohngebiet,1,2015-01-01 00:00:00
2184,Friedrichshain-Kreuzberg,800,W - Wohngebiet,2.5,2015-01-01 00:00:00
2094,Friedrichshain-Kreuzberg,330,G - Gewerbe,-,2015-01-01 00:00:00
1531,Marzahn-Hellersdorf,70,G - Gewerbe,-,2015-01-01 00:00:00
1179,Friedrichshain-Kreuzberg,120,G - Gewerbe,-,2015-01-01 00:00:00
1380,Lichtenberg,170,W - Wohngebiet,1,2015-01-01 00:00:00
1268,Lichtenberg,260,W - Wohngebiet,1.3,2015-01-01 00:00:00
1797,Lichtenberg,60,G - Gewerbe,-,2015-01-01 00:00:00
1610,Spandau,270,W - Wohngebiet,1.2,2015-01-01 00:00:00
1541,Pankow,310,W - Wohngebiet,1,2015-01-01 00:00:00
1988,Mitte,200,G - Gewerbe,2,2015-01-01 00:00:00
1224,Treptow-Köpenick,100,G - Gewerbe,-,2015-01-01 00:00:00
1545,Spandau,140,W - Wohngebiet,0.4,2015-01-01 00:00:00
2007,Charlottenburg-Wilmersdorf,200,G - Gewerbe,2.5,2015-01-01 00:00:00
1269,Spandau,210,W - Wohngebiet,0.6,2015-01-01 00:00:00
2149,Marzahn-Hellersdorf,60,G - Gewerbe,-,2015-01-01 00:00:00
2061,Spandau,500,W - Wohngebiet,2.7,2015-01-01 00:00:00
1779,Marzahn-Hellersdorf,160,W - Wohngebiet,0.4,2015-01-01 00:00:00
2175,Marzahn-Hellersdorf,160,W - Wohngebiet,0.6,2015-01-01 00:00:00
2190,Mitte,1600,W - Wohngebiet,2.5,2015-01-01 00:00:00
1589,Pankow,380,W - Wohngebiet,0.4,2015-01-01 00:00:00
1692,Pankow,420,W - Wohngebiet,1.5,2015-01-01 00:00:00
2331,Spandau,250,W - Wohngebiet,0.6,2015-01-01 00:00:00
1501,Lichtenberg,250,W - Wohngebiet,1,2015-01-01 00:00:00
2194,Lichtenberg,90,G - Gewerbe,-,2015-01-01 00:00:00
2283,Treptow-Köpenick,140,G - Gewerbe,2.4,2015-01-01 00:00:00
2351,Lichtenberg,140,W - Wohngebiet,0.5,2015-01-01 00:00:00
1244,Pankow,230,W - Wohngebiet,0.8,2015-01-01 00:00:00
2004,Reinickendorf,280,G - Gewerbe,2,2015-01-01 00:00:00
1406,Spandau,160,W - Wohngebiet,0.3,2015-01-01 00:00:00
1814,Marzahn-Hellersdorf,150,W - Wohngebiet,0.3,2015-01-01 00:00:00
2209,Marzahn-Hellersdorf,100,G - Gewerbe,-,2015-01-01 00:00:00
1105,Friedrichshain-Kreuzberg,1200,M2 - Mischgebiet,3,2015-01-01 00:00:00
2098,Pankow,1500,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
1907,Friedrichshain-Kreuzberg,250,G - Gewerbe,-,2015-01-01 00:00:00
1014,Neukölln,210,W - Wohngebiet,0.8,2015-01-01 00:00:00
1403,Reinickendorf,1100,M1 - Kerngebiet,2,2015-01-01 00:00:00
2307,Pankow,700,W - Wohngebiet,2,2015-01-01 00:00:00
2308,Pankow,800,W - Wohngebiet,2.5,2015-01-01 00:00:00
2317,Lichtenberg,270,W - Wohngebiet,1.5,2015-01-01 00:00:00
1742,Marzahn-Hellersdorf,140,W - Wohngebiet,0.4,2015-01-01 00:00:00
1557,Pankow,130,W - Wohngebiet,0.3,2015-01-01 00:00:00
1637,Mitte,100,G - Gewerbe,-,2015-01-01 00:00:00
1527,Pankow,140,W - Wohngebiet,0.4,2015-01-01 00:00:00
1714,Spandau,310,W - Wohngebiet,2,2015-01-01 00:00:00
2353,Treptow-Köpenick,170,W - Wohngebiet,0.7,2015-01-01 00:00:00
2281,Treptow-Köpenick,60,G - Gewerbe,-,2015-01-01 00:00:00
1801,Marzahn-Hellersdorf,160,W - Wohngebiet,0.4,2015-01-01 00:00:00
1554,Marzahn-Hellersdorf,210,W - Wohngebiet,1.2,2015-01-01 00:00:00
1619,Lichtenberg,250,W - Wohngebiet,1.5,2015-01-01 00:00:00
1733,Marzahn-Hellersdorf,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
1789,Marzahn-Hellersdorf,130,W - Wohngebiet,0.2,2015-01-01 00:00:00
1781,Marzahn-Hellersdorf,130,W - Wohngebiet,0.2,2015-01-01 00:00:00
1755,Marzahn-Hellersdorf,140,W - Wohngebiet,0.6,2015-01-01 00:00:00
1800,Marzahn-Hellersdorf,100,W - Wohngebiet,0.2,2015-01-01 00:00:00
1473,Reinickendorf,310,W - Wohngebiet,1,2015-01-01 00:00:00
1466,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1464,Reinickendorf,310,W - Wohngebiet,1,2015-01-01 00:00:00
2214,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1651,Pankow,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1682,Pankow,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1660,Spandau,280,W - Wohngebiet,1.3,2015-01-01 00:00:00
1690,Pankow,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1300,Pankow,60,G - Gewerbe,-,2015-01-01 00:00:00
1744,Pankow,60,G - Gewerbe,-,2015-01-01 00:00:00
1748,Pankow,60,G - Gewerbe,-,2015-01-01 00:00:00
1618,Pankow,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1611,Pankow,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1470,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1102,Friedrichshain-Kreuzberg,400,W - Wohngebiet,1.2,2015-01-01 00:00:00
1595,Pankow,230,W - Wohngebiet,0.4,2015-01-01 00:00:00
1639,Pankow,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1577,Pankow,100,W - Wohngebiet,0.2,2015-01-01 00:00:00
2134,Pankow,170,W - Wohngebiet,1,2015-01-01 00:00:00
1548,Pankow,150,W - Wohngebiet,0.3,2015-01-01 00:00:00
2083,Pankow,160,W - Wohngebiet,0.6,2015-01-01 00:00:00
1597,Spandau,210,W - Wohngebiet,1.2,2015-01-01 00:00:00
1460,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1281,Spandau,290,W - Wohngebiet,1,2015-01-01 00:00:00
1966,Neukölln,130,W - Wohngebiet,0.1,2015-01-01 00:00:00
1160,Spandau,270,W - Wohngebiet,1,2015-01-01 00:00:00
1279,Spandau,210,W - Wohngebiet,0.6,2015-01-01 00:00:00
1450,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1563,Spandau,120,W - Wohngebiet,0.2,2015-01-01 00:00:00
1518,Spandau,150,W - Wohngebiet,0.2,2015-01-01 00:00:00
1502,Spandau,150,W - Wohngebiet,0.2,2015-01-01 00:00:00
1431,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1407,Pankow,220,W - Wohngebiet,1,2015-01-01 00:00:00
1743,Steglitz-Zehlendorf,150,W - Wohngebiet,0.2,2015-01-01 00:00:00
1695,Pankow,400,W - Wohngebiet,1.5,2015-01-01 00:00:00
2053,Reinickendorf,130,W - Wohngebiet,0.1,2015-01-01 00:00:00
1580,Pankow,110,W - Wohngebiet,0.3,2015-01-01 00:00:00
1449,Charlottenburg-Wilmersdorf,100,G - Gewerbe,-,2015-01-01 00:00:00
2246,Spandau,70,GB - Gemeinbedarf,-,2015-01-01 00:00:00
1575,Pankow,350,W - Wohngebiet,1.2,2015-01-01 00:00:00
1251,Marzahn-Hellersdorf,400,M2 - Mischgebiet,2,2015-01-01 00:00:00
2167,Spandau,270,W - Wohngebiet,1,2015-01-01 00:00:00
1437,Reinickendorf,310,W - Wohngebiet,1,2015-01-01 00:00:00
1320,Mitte,8500,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1379,Spandau,50,G - Gewerbe,-,2015-01-01 00:00:00
1339,Spandau,290,W - Wohngebiet,1,2015-01-01 00:00:00
1371,Spandau,1500,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
1429,Lichtenberg,250,W - Wohngebiet,0.4,2015-01-01 00:00:00
1555,Spandau,120,W - Wohngebiet,0.2,2015-01-01 00:00:00
1331,Treptow-Köpenick,650,M2 - Mischgebiet,1.5,2015-01-01 00:00:00
1322,Marzahn-Hellersdorf,170,W - Wohngebiet,1,2015-01-01 00:00:00
2234,Mitte,6500,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
2033,Reinickendorf,180,W - Wohngebiet,0.4,2015-01-01 00:00:00
1427,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
2314,Charlottenburg-Wilmersdorf,750,W - Wohngebiet,0.5,2015-01-01 00:00:00
1896,Pankow,120,G - Gewerbe,-,2015-01-01 00:00:00
20056,Spandau,1.5,LW-A - Acker,-,2015-01-01 00:00:00
1505,Pankow,260,W - Wohngebiet,1,2015-01-01 00:00:00
1025,Lichtenberg,130,G - Gewerbe,-,2015-01-01 00:00:00
1394,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1700,Reinickendorf,70,G - Gewerbe,-,2015-01-01 00:00:00
1270,Spandau,290,W - Wohngebiet,1,2015-01-01 00:00:00
1002,Spandau,210,W - Wohngebiet,0.7,2015-01-01 00:00:00
1116,Reinickendorf,210,W - Wohngebiet,1,2015-01-01 00:00:00
2123,Treptow-Köpenick,190,W - Wohngebiet,0.4,2015-01-01 00:00:00
1453,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1444,Reinickendorf,310,W - Wohngebiet,1,2015-01-01 00:00:00
2001,Reinickendorf,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1266,Spandau,290,W - Wohngebiet,1,2015-01-01 00:00:00
1239,Spandau,340,W - Wohngebiet,0.6,2015-01-01 00:00:00
1471,Pankow,260,W - Wohngebiet,1,2015-01-01 00:00:00
2062,Spandau,640,M2 - Mischgebiet,3.5,2015-01-01 00:00:00
2054,Reinickendorf,110,W - Wohngebiet,0.2,2015-01-01 00:00:00
2051,Reinickendorf,150,W - Wohngebiet,0.2,2015-01-01 00:00:00
2035,Reinickendorf,180,W - Wohngebiet,0.4,2015-01-01 00:00:00
1377,Spandau,60,G - Gewerbe,-,2015-01-01 00:00:00
1076,Spandau,260,W - Wohngebiet,0.9,2015-01-01 00:00:00
2043,Reinickendorf,160,W - Wohngebiet,0.6,2015-01-01 00:00:00
1442,Spandau,160,W - Wohngebiet,0.4,2015-01-01 00:00:00
1034,Mitte,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1704,Reinickendorf,70,G - Gewerbe,-,2015-01-01 00:00:00
1485,Spandau,160,W - Wohngebiet,0.3,2015-01-01 00:00:00
2023,Reinickendorf,200,W - Wohngebiet,0.6,2015-01-01 00:00:00
2143,Reinickendorf,1500,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
1665,Spandau,270,W - Wohngebiet,1.3,2015-01-01 00:00:00
1298,Spandau,270,W - Wohngebiet,1,2015-01-01 00:00:00
1902,Spandau,150,G - Gewerbe,-,2015-01-01 00:00:00
1526,Spandau,120,W - Wohngebiet,0.2,2015-01-01 00:00:00
1018,Mitte,220,W - Wohngebiet,0.4,2015-01-01 00:00:00
1606,Spandau,290,W - Wohngebiet,1.2,2015-01-01 00:00:00
1284,Spandau,270,W - Wohngebiet,1,2015-01-01 00:00:00
1435,Spandau,160,W - Wohngebiet,0.4,2015-01-01 00:00:00
2060,Spandau,350,W - Wohngebiet,1.5,2015-01-01 00:00:00
1864,Reinickendorf,130,G - Gewerbe,-,2015-01-01 00:00:00
1428,Reinickendorf,290,W - Wohngebiet,1,2015-01-01 00:00:00
1419,Reinickendorf,70,G - Gewerbe,-,2015-01-01 00:00:00
1345,Spandau,190,W - Wohngebiet,0.6,2015-01-01 00:00:00
1089,Mitte,210,W - Wohngebiet,1,2015-01-01 00:00:00
1536,Pankow,290,W - Wohngebiet,1,2015-01-01 00:00:00
20045,Reinickendorf,15,LW-EGA - Erwerbsgartenbau,-,2015-01-01 00:00:00
2278,Mitte,280,W - Wohngebiet,1,2015-01-01 00:00:00
1439,Reinickendorf,70,G - Gewerbe,-,2015-01-01 00:00:00
1959,Reinickendorf,160,G - Gewerbe,1.2,2015-01-01 00:00:00
1523,Pankow,270,W - Wohngebiet,1,2015-01-01 00:00:00
1362,Reinickendorf,70,G - Gewerbe,-,2015-01-01 00:00:00
2003,Reinickendorf,230,W - Wohngebiet,0.4,2015-01-01 00:00:00
1391,Mitte,300,W - Wohngebiet,1,2015-01-01 00:00:00
1837,Spandau,500,W - Wohngebiet,2.5,2015-01-01 00:00:00
1766,Spandau,70,G - Gewerbe,-,2015-01-01 00:00:00
1578,Charlottenburg-Wilmersdorf,720,W - Wohngebiet,1,2015-01-01 00:00:00
1258,Spandau,320,W - Wohngebiet,0.4,2015-01-01 00:00:00
1328,Spandau,290,W - Wohngebiet,1,2015-01-01 00:00:00
1503,Charlottenburg-Wilmersdorf,100,G - Gewerbe,-,2015-01-01 00:00:00
1092,Mitte,900,M2 - Mischgebiet,3,2015-01-01 00:00:00
1091,Charlottenburg-Wilmersdorf,650,W - Wohngebiet,0.4,2015-01-01 00:00:00
1480,Spandau,150,W - Wohngebiet,0.6,2015-01-01 00:00:00
2226,Spandau,120,G - Gewerbe,1.6,2015-01-01 00:00:00
1075,Charlottenburg-Wilmersdorf,650,W - Wohngebiet,0.4,2015-01-01 00:00:00
2228,Spandau,100,G - Gewerbe,1.5,2015-01-01 00:00:00
1500,Charlottenburg-Wilmersdorf,100,G - Gewerbe,-,2015-01-01 00:00:00
2284,Treptow-Köpenick,80,G - Gewerbe,-,2015-01-01 00:00:00
1062,Charlottenburg-Wilmersdorf,750,W - Wohngebiet,0.4,2015-01-01 00:00:00
1124,Charlottenburg-Wilmersdorf,400,W - Wohngebiet,0.4,2015-01-01 00:00:00
1109,Charlottenburg-Wilmersdorf,630,W - Wohngebiet,0.6,2015-01-01 00:00:00
1641,Charlottenburg-Wilmersdorf,700,W - Wohngebiet,1.2,2015-01-01 00:00:00
1161,Charlottenburg-Wilmersdorf,400,W - Wohngebiet,0.6,2015-01-01 00:00:00
1961,Charlottenburg-Wilmersdorf,220,G - Gewerbe,1.5,2015-01-01 00:00:00
1083,Charlottenburg-Wilmersdorf,650,W - Wohngebiet,0.4,2015-01-01 00:00:00
1974,Charlottenburg-Wilmersdorf,250,G - Gewerbe,1.5,2015-01-01 00:00:00
1918,Charlottenburg-Wilmersdorf,220,G - Gewerbe,1.2,2015-01-01 00:00:00
2024,Charlottenburg-Wilmersdorf,220,G - Gewerbe,2,2015-01-01 00:00:00
1846,Mitte,600,W - Wohngebiet,2.5,2015-01-01 00:00:00
