Bodenrichtwert-Nummer,district_name,standard_land_value,typical_land_use_type,typical_floor_space_ratio,reference_date
40506,Lichtenberg,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
40507,Lichtenberg,15,SF-FH - Sonstige Flächen - Friedhof,-,2024-01-01 00:00:00
40513,Lichtenberg,40,SF-SN - Sonstige Flächen - Sondernutzungsfläche,-,2024-01-01 00:00:00
40515,Lichtenberg,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
1759,Lichtenberg,200,G - Gewerbe,-,2024-01-01 00:00:00
1145,Mitte,8500,M2 - Mischgebiet,3.5,2024-01-01 00:00:00
40526,Lichtenberg,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40529,Lichtenberg,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
40552,Lichtenberg,360,G - Gewerbliche Baufläche,-,2024-01-01 00:00:00
2168,Lichtenberg,450,W - Wohngebiet,0.6,2024-01-01 00:00:00
40587,Marzahn-Hellersdorf,40,S-WO - Sonderbaufläche - Wochenendhäuser,-,2024-01-01 00:00:00
40661,Treptow-Köpenick,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
2194,Lichtenberg,450,G - Gewerbe,-,2024-01-01 00:00:00
1418,Lichtenberg,510,W - Wohngebiet,0.4,2024-01-01 00:00:00
40559,Lichtenberg,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40566,Lichtenberg,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
40590,Marzahn-Hellersdorf,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40579,Marzahn-Hellersdorf,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
40610,Treptow-Köpenick,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40581,Marzahn-Hellersdorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2024-01-01 00:00:00
40611,Treptow-Köpenick,40,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2024-01-01 00:00:00
40603,Treptow-Köpenick,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40639,Treptow-Köpenick,280,G - Gewerbliche Baufläche,-,2024-01-01 00:00:00
40597,Treptow-Köpenick,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
40598,Treptow-Köpenick,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40606,Treptow-Köpenick,400,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2024-01-01 00:00:00
40649,Treptow-Köpenick,40,S-WO - Sonderbaufläche - Wochenendhäuser,-,2024-01-01 00:00:00
40614,Treptow-Köpenick,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
40617,Treptow-Köpenick,200,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2024-01-01 00:00:00
40624,Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2024-01-01 00:00:00
40629,Treptow-Köpenick,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
40632,Treptow-Köpenick,40,S-WO - Sonderbaufläche - Wochenendhäuser,-,2024-01-01 00:00:00
40636,Treptow-Köpenick,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40653,Treptow-Köpenick,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40657,Treptow-Köpenick,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40660,Treptow-Köpenick,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
40667,Treptow-Köpenick,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2024-01-01 00:00:00
40708,Treptow-Köpenick,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40670,Treptow-Köpenick,500,W-EFH - Wohnbaufläche - Ein- und Zweifamilienhäuser,-,2024-01-01 00:00:00
40672,Treptow-Köpenick,40,S-WO - Sonderbaufläche - Wochenendhäuser,-,2024-01-01 00:00:00
41030,Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2024-01-01 00:00:00
2522,Friedrichshain-Kreuzberg,3000,M2 - Mischgebiet,2.5,2024-01-01 00:00:00
40675,Treptow-Köpenick,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2024-01-01 00:00:00
40729,Treptow-Köpenick,500,S-WO - Sonderbaufläche - Wochenendhäuser,-,2024-01-01 00:00:00
40684,Treptow-Köpenick,600,S-WO - Sonderbaufläche - Wochenendhäuser,-,2024-01-01 00:00:00
40680,Treptow-Köpenick,80,S-WO - Sonderbaufläche - Wochenendhäuser,-,2024-01-01 00:00:00
40734,Treptow-Köpenick,350,S-WO - Sonderbaufläche - Wochenendhäuser,-,2024-01-01 00:00:00
40687,Treptow-Köpenick,350,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2024-01-01 00:00:00
40691,Treptow-Köpenick,40,S-WO - Sonderbaufläche - Wochenendhäuser,-,2024-01-01 00:00:00
40692,Treptow-Köpenick,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2024-01-01 00:00:00
40698,Treptow-Köpenick,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2024-01-01 00:00:00
1940,Neukölln,670,W - Wohngebiet,0.4,2024-01-01 00:00:00
40751,Neukölln,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40727,Treptow-Köpenick,500,S-WO - Sonderbaufläche - Wochenendhäuser,-,2024-01-01 00:00:00
41047,Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2024-01-01 00:00:00
40825,Mitte,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40714,Treptow-Köpenick,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
40745,Neukölln,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40746,Neukölln,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2024-01-01 00:00:00
40782,Neukölln,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40794,Friedrichshain-Kreuzberg,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
1772,Lichtenberg,600,G - Gewerbe,-,2024-01-01 00:00:00
40796,Friedrichshain-Kreuzberg,600,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2024-01-01 00:00:00
40836,Mitte,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40816,Friedrichshain-Kreuzberg,15,SF-FH - Sonstige Flächen - Friedhof,-,2024-01-01 00:00:00
40801,Friedrichshain-Kreuzberg,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
1650,Mitte,3500,W - Wohngebiet,1.2,2024-01-01 00:00:00
40817,Friedrichshain-Kreuzberg,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2024-01-01 00:00:00
40852,Mitte,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40771,Neukölln,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40809,Friedrichshain-Kreuzberg,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2024-01-01 00:00:00
40821,Friedrichshain-Kreuzberg,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2024-01-01 00:00:00
40851,Mitte,15,SF-FH - Sonstige Flächen - Friedhof,-,2024-01-01 00:00:00
40823,Friedrichshain-Kreuzberg,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40839,Mitte,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
1697,Pankow,310,W - Wohngebiet,0.2,2024-01-01 00:00:00
40844,Mitte,40,SF-SN - Sonstige Flächen - Sondernutzungsfläche,-,2024-01-01 00:00:00
40848,Mitte,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
2220,Lichtenberg,380,W - Wohngebiet,0.4,2024-01-01 00:00:00
2273,Neukölln,250,GB - Gemeinbedarf,-,2024-01-01 00:00:00
40988,Reinickendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2024-01-01 00:00:00
40867,Reinickendorf,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,-,2024-01-01 00:00:00
2191,Treptow-Köpenick,500,W - Wohngebiet,1,2024-01-01 00:00:00
40889,Pankow,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,-,2024-01-01 00:00:00
1812,Tempelhof-Schöneberg,2500,G - Gewerbe,2,2024-01-01 00:00:00
40003,Tempelhof-Schöneberg,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
40005,Tempelhof-Schöneberg,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40006,Tempelhof-Schöneberg,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2024-01-01 00:00:00
2384,Tempelhof-Schöneberg,670,W - Wohngebiet,0.4,2024-01-01 00:00:00
2157,Pankow,750,G - Gewerbe,-,2024-01-01 00:00:00
1330,Treptow-Köpenick,530,W - Wohngebiet,0.3,2024-01-01 00:00:00
2258,Mitte,850,GB - Gemeinbedarf,-,2024-01-01 00:00:00
40496,Pankow,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2024-01-01 00:00:00
2484,Pankow,400,G - Gewerbe,-,2024-01-01 00:00:00
40198,Spandau,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
41065,Mitte,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40497,Pankow,15,SF-FH - Sonstige Flächen - Friedhof,-,2024-01-01 00:00:00
1448,Reinickendorf,550,W - Wohngebiet,1,2024-01-01 00:00:00
40498,Pankow,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
41024,Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2024-01-01 00:00:00
40768,Neukölln,15,SF-FH - Sonstige Flächen - Friedhof,-,2024-01-01 00:00:00
40871,Pankow,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,-,2024-01-01 00:00:00
2307,Pankow,2500,W - Wohngebiet,2,2024-01-01 00:00:00
2259,Mitte,3000,GB - Gemeinbedarf,-,2024-01-01 00:00:00
41069,Mitte,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
1262,Pankow,700,W - Wohngebiet,0.8,2024-01-01 00:00:00
40503,Lichtenberg,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
40463,Pankow,15,SF - Sonstige Flächen,-,2024-01-01 00:00:00
2566,Spandau,550,W - Wohngebiet,0.5,2024-01-01 00:00:00
2568,Reinickendorf,480,W - Wohngebiet,0.6,2024-01-01 00:00:00
1977,Reinickendorf,480,W - Wohngebiet,0.6,2024-01-01 00:00:00
