area_id,area_name,Straftaten -insgesamt-,Raub,"Straßenraub, Handtaschen-raub",Körper-verletzungen -insgesamt-,Gefährl. und schwere Körper-verletzung,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Diebstahl -insgesamt-,Diebstahl von Kraftwagen,Diebstahl an/aus Kfz,Fahrrad- diebstahl,Wohnraum- einbruch,Branddelikte -insgesamt-,Brand- stiftung,Sach-beschädigung -insgesamt-,Sach-beschädigung durch Graffiti,Rauschgift-delikte,Kieztaten,year,data_type
21001,Südliche  Friedrichstadt,9802,163,85,1019,396,413,4026,60,691,478,56,73,11,797,99,925,2342,2024,cases
22002,Tempelhofer Vorstadt,10208,143,82,1036,345,371,5122,80,825,995,117,75,17,1145,196,296,2325,2024,cases
23003,Nördliche Luisenstadt,5557,112,73,591,246,181,2693,23,600,276,36,27,12,356,28,564,1230,2024,cases
23004,Südliche Luisenstadt,7710,252,178,614,309,182,3646,33,1292,521,63,45,19,598,75,862,1451,2024,cases
24005,Karl-Marx-Allee Nord,2794,32,18,309,74,134,1352,25,119,223,75,7,4,295,22,64,862,2024,cases
24006,Karl-Marx-Allee Süd,6408,92,64,765,240,227,3005,20,240,323,83,24,9,516,103,248,1633,2024,cases
25007,Frankfurter Allee Nord,3605,45,26,359,102,173,1683,29,132,299,62,37,6,484,62,96,1025,2024,cases
25008,Frankfurter Allee Süd FK,9374,125,77,1075,365,313,4142,37,345,658,74,46,16,1077,254,747,2568,2024,cases
29900,"Bezirk (Fh-Kb), nicht zuzuordnen",1465,43,33,127,43,42,772,8,151,106,1,9,3,104,4,48,273,2024,cases
30000,Pankow,38051,379,237,3866,967,1976,17897,654,2031,3072,796,297,73,4582,902,714,10431,2024,cases
31001,Buch,1863,12,6,277,70,138,665,17,93,56,13,21,9,235,46,25,513,2024,cases
32002,Blankenfelde/Niederschönhausen,1748,9,6,161,34,112,669,43,108,117,48,16,4,178,22,23,376,2024,cases
32003,Buchholz,905,8,7,116,25,53,374,32,86,42,31,8,0,93,5,14,243,2024,cases
33004,Karow,793,9,2,88,20,46,274,12,33,56,40,10,5,157,27,7,248,2024,cases
33005,Blankenburg/Heinersdorf/Märchenland,1842,14,6,144,35,62,671,18,86,51,51,15,2,188,24,8,319,2024,cases
34006,Schönholz/Wilhelmsruh/Rosenthal,1087,11,6,90,28,80,493,42,81,58,68,17,3,122,10,15,275,2024,cases
34007,Pankow Zentrum,3260,46,27,289,79,149,1553,44,129,324,88,14,2,348,71,47,822,2024,cases
34008,Pankow Süd,2488,22,10,250,53,133,1153,73,169,232,60,19,8,345,62,23,741,2024,cases
35009,Weißensee,3118,32,20,296,68,189,1497,66,174,258,69,30,7,393,79,37,956,2024,cases
35010,Weißensee Ost,1436,12,7,185,32,97,579,41,112,63,38,19,4,225,14,12,517,2024,cases
36011,Prenzlauer Berg Nordwest,3283,48,39,358,90,171,1607,45,117,287,42,19,4,390,126,116,992,2024,cases
36012,Prenzlauer Berg Nord,2563,12,7,198,50,100,1519,37,131,311,52,16,2,245,38,52,712,2024,cases
36013,Helmholtzplatz,2121,15,9,198,52,82,1059,21,53,236,18,10,0,303,100,58,607,2024,cases
36014,Prenzlauer Berg Ost,4846,57,34,435,103,227,2621,70,320,251,77,36,10,497,94,101,1107,2024,cases
37015,Prenzlauer Berg Südwest,3341,37,26,504,160,128,1492,24,95,328,42,17,2,448,106,80,1003,2024,cases
37016,Prenzlauer Berg Süd,2548,21,13,219,51,142,1289,45,144,322,58,22,8,348,72,46,829,2024,cases
39900,"Bezirk (Pk), nicht zuzuordnen",809,14,12,58,17,67,382,24,100,80,1,8,3,67,6,50,171,2024,cases
40000,Charlottenburg-Wilmersdorf,52921,475,304,4975,1293,2394,24097,785,4937,2871,969,234,101,4410,833,990,14058,2024,cases
41001,Charlottenburg Nord,2976,23,11,389,84,217,973,75,318,44,37,26,13,213,11,334,908,2024,cases
42002,Heerstraße,1847,21,15,323,139,60,694,31,242,48,50,12,4,211,70,23,571,2024,cases
42003,Westend,3552,34,19,278,55,242,1738,71,410,160,78,12,8,341,49,30,955,2024,cases
43004,Schloss Charlottenburg,5096,46,32,514,112,300,2361,72,408,433,90,36,11,621,170,96,1522,2024,cases
43005,Mierendorffplatz,2349,32,23,318,93,122,978,41,161,112,18,15,9,241,39,35,731,2024,cases
43006,Otto-Suhr-Allee/Kantstraße,7975,76,42,758,186,323,4047,70,570,556,105,44,15,671,118,94,2017,2024,cases
44007,Grunewald,2137,15,10,158,26,119,993,49,361,57,140,9,5,240,53,16,657,2024,cases
44008,Schmargendorf,2362,21,9,248,50,117,1200,87,246,214,81,7,4,242,30,28,770,2024,cases
45009,Halensee,5030,41,28,327,72,192,2293,79,535,249,78,16,7,301,32,33,1130,2024,cases
45010,Lietzenburger Straße,12963,83,51,1142,346,368,5452,89,942,464,142,28,14,778,184,207,3085,2024,cases
45011,Volkspark Wilmersdorf,5466,55,37,414,101,271,2753,92,547,464,148,25,9,468,70,81,1451,2024,cases
49900,"Bezirk (Ch-Wi), nicht zuzuordnen",1168,28,27,106,29,63,615,29,197,70,2,4,2,83,7,13,261,2024,cases
50000,Spandau,25781,270,168,3206,748,1549,10686,562,2162,724,485,214,75,2349,237,496,7811,2024,cases
51001,Hakenfelde,2141,15,6,242,49,132,959,75,201,62,41,20,6,235,8,33,734,2024,cases
51002,Falkenhagener Feld,2817,23,14,458,104,230,1073,91,213,73,90,34,13,276,13,41,1125,2024,cases
51003,Spandau Mitte,5646,88,59,792,197,364,2158,75,370,156,41,34,15,522,52,216,1761,2024,cases
52004,Brunsbütteler Damm,1482,17,14,190,39,90,628,41,161,34,69,20,6,160,12,14,450,2024,cases
52005,Heerstraße,2326,30,20,353,74,174,854,58,273,30,61,29,8,229,4,21,799,2024,cases
52006,Wilhelmstadt,6079,54,27,621,164,249,2576,59,314,173,85,31,11,432,95,99,1518,2024,cases
53007,Haselhorst,2068,17,9,241,63,145,972,77,261,64,51,11,5,156,7,34,623,2024,cases
53008,Siemensstadt,1728,10,7,141,35,78,884,54,212,72,23,11,3,157,23,23,447,2024,cases
54009,Gatow/Kladow,830,5,3,108,12,54,293,10,45,32,24,17,4,110,17,8,211,2024,cases
59900,"Bezirk (Sp), nicht zuzuordnen",664,11,9,60,11,33,289,22,112,28,0,7,4,72,6,7,143,2024,cases
60000,Steglitz-Zehlendorf,23212,153,92,1965,407,1105,10722,690,1665,1593,993,126,41,2853,572,301,5558,2024,cases
61001,Schloßstraße,3506,27,12,242,54,111,2063,44,143,335,39,8,3,196,40,32,554,2024,cases
61002,Albrechtstraße,2960,16,10,287,63,144,1329,120,226,234,98,13,3,331,48,29,890,2024,cases
62003,Lankwitz,2585,15,12,337,69,190,976,108,175,87,113,13,3,260,26,39,771,2024,cases
62004,Ostpreußendamm,2036,14,8,203,36,102,908,92,134,112,133,22,5,254,67,19,491,2024,cases
63005,Teltower Damm,2449,21,10,188,31,134,1214,79,189,188,132,11,3,245,31,28,586,2024,cases
63006,Drakestraße,3238,16,9,283,61,166,1390,121,245,207,133,21,6,493,25,45,846,2024,cases
64007,Zehlendorf Südwest,2451,10,5,183,41,115,932,36,173,126,103,17,8,523,220,25,542,2024,cases
64008,Zehlendorf Nord,3448,25,18,216,49,115,1612,79,308,235,242,16,7,495,113,80,761,2024,cases
69900,"Bezirk (St-Zd), nicht zuzuordnen",539,9,8,26,3,28,298,11,72,69,0,5,3,56,2,4,117,2024,cases
70000,Tempelhof-Schöneberg,40546,338,200,3996,974,2005,18774,846,3212,2493,796,169,50,3555,672,1209,10877,2024,cases
71001,Schöneberg Nordwest,7368,89,47,667,184,236,4258,66,592,446,68,21,8,519,53,221,2141,2024,cases
71002,Schöneberg Nordost,3047,30,14,236,68,104,1665,30,239,302,49,13,4,306,62,69,826,2024,cases
72003,Schöneberg Südwest,2057,17,14,214,60,157,1011,30,168,189,54,8,2,181,25,35,680,2024,cases
72004,Schöneberg Südost,5240,33,15,539,155,181,2242,48,239,419,44,20,5,419,143,107,1107,2024,cases
73005,Friedenau West,1886,12,9,176,29,82,1019,38,116,282,72,4,2,183,38,24,500,2024,cases
73006,Friedenau Ost,1881,21,10,137,36,118,985,73,149,194,29,13,6,184,23,38,536,2024,cases
74007,Tempelhof Nord,2954,20,13,301,60,186,1036,34,196,120,41,9,1,245,77,172,873,2024,cases
74008,Tempelhof Südwest,3874,29,21,383,90,171,1607,89,344,170,44,22,7,350,94,376,930,2024,cases
74009,Tempelhof Südost,2219,13,8,202,61,103,1022,79,279,71,33,11,6,171,20,41,524,2024,cases
75010,Mariendorf Nord,2610,9,4,263,55,151,1058,72,226,71,62,16,5,227,21,36,679,2024,cases
75011,Mariendorf Süd,1705,10,7,191,35,101,678,69,162,52,50,9,2,144,22,31,471,2024,cases
76012,Marienfelde Nord,1114,5,0,120,26,69,480,56,96,34,78,4,0,109,33,11,292,2024,cases
76013,Marienfelde Süd,1091,11,7,152,41,88,349,23,84,23,20,2,1,129,12,7,339,2024,cases
76014,Lichtenrade Nord,866,4,2,123,21,74,334,54,74,11,90,5,0,98,10,8,282,2024,cases
76015,Lichtenrade Süd,1732,14,9,223,31,132,565,65,137,43,58,11,1,231,29,22,521,2024,cases
79900,"Bezirk (Th-Sb), nicht zuzuordnen",902,21,20,69,22,52,465,20,111,66,4,1,0,59,10,11,176,2024,cases
80000,Neukölln,44884,457,253,4575,1489,2229,21408,742,5013,2169,769,392,133,4239,370,1442,11528,2024,cases
81001,Schillerpromenade,4802,61,32,477,172,167,2555,28,538,426,44,42,15,393,36,266,1245,2024,cases
81002,Neuköllner Mitte/Zentrum,8777,77,40,781,283,268,4602,36,929,382,68,57,13,706,70,273,1810,2024,cases
81003,Reuterstraße,7422,91,48,663,297,268,3703,35,901,389,76,74,17,766,91,319,1801,2024,cases
81004,Rixdorf,5207,54,30,517,192,225,2425,55,586,440,61,59,24,511,30,247,1305,2024,cases
81005,Köllnische Heide,2882,23,13,252,96,155,1156,65,367,58,48,39,13,385,20,72,688,2024,cases
82006,Britz Nord,2409,23,11,287,64,169,1045,66,337,96,62,13,8,217,13,56,730,2024,cases
82007,Britz,2804,29,18,293,61,148,1391,103,300,116,65,19,6,260,48,40,794,2024,cases
82008,Buckow,1670,11,7,236,39,156,637,91,179,37,78,14,5,155,1,31,564,2024,cases
83009,Gropiusstadt West,2131,25,11,224,58,132,1118,61,182,48,55,17,9,189,19,21,583,2024,cases
83010,Gropiusstadt Ost,1683,15,9,299,75,179,531,32,123,30,37,33,7,226,14,33,661,2024,cases
84011,Buckow Nord,1117,9,6,112,22,100,501,35,104,28,23,7,4,83,2,9,319,2024,cases
84012,Rudow,2876,20,13,350,95,202,1122,121,276,74,152,17,11,275,23,47,813,2024,cases
89900,"Bezirk (Nk), nicht zuzuordnen",1104,19,15,84,35,60,622,14,191,45,0,1,1,73,3,28,215,2024,cases
90000,Treptow-Köpenick,25729,208,124,2833,684,1502,11702,577,1874,2253,632,181,65,3175,514,476,7411,2024,cases
91001,Alt-Treptow,2477,39,28,211,67,178,1283,19,267,311,28,13,7,211,27,143,718,2024,cases
91002,Plänterwald,1094,10,5,85,20,52,628,38,152,64,45,6,5,92,6,20,316,2024,cases
91003,Baumschulenweg,1705,13,9,173,39,91,858,63,170,108,52,7,2,179,33,34,534,2024,cases
91004,Johannisthal,1754,12,6,156,37,92,850,24,169,101,41,10,4,225,26,19,601,2024,cases
92005,Oberschöneweide,2257,15,3,316,61,104,941,56,165,233,44,27,10,306,49,42,688,2024,cases
92006,Niederschöneweide,2267,22,15,212,57,96,1115,31,141,219,39,24,2,332,114,25,656,2024,cases
92007,Adlershof,2172,15,7,220,50,93,971,44,147,192,27,9,1,294,29,25,532,2024,cases
92008,Köllnische Vorstadt/Spindlersfeld,913,12,6,99,15,81,358,17,51,54,25,7,4,121,14,20,323,2024,cases
93009,Altglienicke,2076,13,6,287,66,165,850,70,116,112,62,21,9,284,23,33,669,2024,cases
93010,Bohnsdorf,1203,4,3,138,39,89,522,49,84,42,52,10,0,135,8,13,316,2024,cases
93011,Grünau,709,2,1,84,31,42,280,20,36,80,20,12,6,113,18,7,217,2024,cases
93012,Schmöckwitz,168,0,0,19,3,5,54,2,8,10,8,2,2,21,4,0,28,2024,cases
94013,Köpenick Süd,622,3,1,68,5,32,265,8,28,71,40,4,2,76,3,10,168,2024,cases
94014,Allende-Viertel,896,4,2,109,17,44,456,26,80,87,16,5,2,91,20,8,231,2024,cases
94015,Altstadt Köpenick,669,4,3,125,15,65,199,6,15,49,5,3,2,80,10,8,248,2024,cases
94016,Müggelheim,227,2,1,41,12,14,63,3,5,5,11,1,0,35,6,1,69,2024,cases
95017,Friedrichshagen,1112,6,6,128,39,76,504,39,53,167,28,5,1,156,45,13,281,2024,cases
95018,Rahnsdorf,616,3,3,60,12,31,238,8,38,65,29,4,1,109,25,4,127,2024,cases
95019,Dammvorstadt,1532,17,13,189,67,44,678,15,37,126,13,5,1,156,31,36,330,2024,cases
95020,Köpenick Nord,597,6,2,55,15,44,287,11,38,86,46,1,1,72,8,4,184,2024,cases
99900,"Bezirk (Tp-Kp), nicht zuzuordnen",663,6,4,58,17,64,302,28,74,71,1,5,3,87,15,11,175,2024,cases
100000,Marzahn-Hellersdorf,24595,263,180,3333,755,1570,9994,660,1592,739,658,310,80,2807,309,353,7480,2024,cases
101001,Marzahn Nord,2189,26,19,413,102,182,684,67,94,44,29,24,4,320,50,41,887,2024,cases
101002,Marzahn Mitte,5050,61,48,652,157,327,2064,163,368,95,100,55,10,532,56,78,1561,2024,cases
101003,Marzahn Süd,4136,32,15,420,85,230,1907,121,350,82,94,56,14,420,28,50,1043,2024,cases
102004,Hellersdorf Nord,4071,45,34,722,172,324,1444,106,221,78,58,28,8,507,30,62,1563,2024,cases
102005,Hellersdorf Ost,1659,23,14,303,60,119,578,44,102,57,24,36,8,211,19,14,640,2024,cases
102006,Hellersdorf Süd,1912,26,20,304,71,128,728,56,94,77,19,59,24,255,51,22,675,2024,cases
103007,Biesdorf,2473,25,14,224,45,102,1139,37,150,137,126,25,4,205,17,46,466,2024,cases
104008,Kaulsdorf,1267,7,4,132,32,68,557,18,83,64,97,12,3,147,14,16,300,2024,cases
104009,Mahlsdorf,1414,7,3,119,21,71,698,29,79,81,110,10,3,161,41,18,249,2024,cases
109900,"Bezirk (Mz-Hd), nicht zuzuordnen",424,11,9,44,10,19,195,19,51,24,1,5,2,49,3,6,96,2024,cases
110000,Lichtenberg,30189,253,179,3466,844,1498,13949,721,1907,1631,621,275,81,3747,685,533,8745,2024,cases
111001,Malchow,356,1,1,42,7,31,134,4,12,9,12,3,0,44,5,2,132,2024,cases
111002,Neu-Hohenschönhausen Nord,2239,20,14,361,84,171,731,80,139,44,38,23,5,324,38,47,775,2024,cases
111003,Neu-Hohenschönhausen Süd,2692,36,31,378,84,166,1082,59,158,82,30,28,11,422,57,35,981,2024,cases
112004,Alt-Hohenschönhausen Nord,1684,13,10,219,55,108,683,43,121,43,59,24,5,173,12,30,450,2024,cases
112005,Alt-Hohenschönhausen Süd,2945,21,18,379,95,139,1299,102,260,152,117,44,7,357,49,39,966,2024,cases
113006,Fennpfuhl,2992,26,15,340,79,159,1379,79,247,125,83,39,16,440,44,42,892,2024,cases
113007,Alt-Lichtenberg,5573,42,28,580,152,206,3080,88,321,286,46,38,10,477,70,99,1337,2024,cases
113008,Frankfurter Allee Süd,1890,18,11,184,57,65,672,42,116,60,12,5,3,265,149,59,374,2024,cases
114009,Neu-Lichtenberg,3316,30,16,334,84,127,1684,55,161,316,55,20,9,425,83,69,1038,2024,cases
114010,Friedrichsfelde Nord,1596,15,11,180,53,86,722,46,128,95,30,11,3,198,47,31,496,2024,cases
114011,Friedrichsfelde Süd,2162,9,9,220,37,104,1086,59,94,118,53,22,7,278,53,28,530,2024,cases
115012,Rummelsburger Bucht,497,2,2,30,6,23,279,8,25,94,8,6,4,55,17,14,115,2024,cases
115013,Karlshorst,1733,12,8,177,41,85,884,36,65,188,78,11,1,234,59,26,542,2024,cases
119900,"Bezirk (Lb), nicht zuzuordnen",514,8,5,42,10,28,234,20,60,19,0,1,0,55,2,12,117,2024,cases
120000,Reinickendorf,26103,264,148,2997,731,1591,10037,437,2159,962,457,158,59,2436,319,566,7324,2024,cases
121001,Ost 1 - Reginhardstraße,2788,27,16,286,70,193,1331,49,337,127,49,23,7,288,36,44,1005,2024,cases
121002,Ost 2 - Alt-Reinickendorf,3601,49,25,351,85,202,1660,68,506,155,53,27,10,313,44,79,931,2024,cases
122003,West 4 - Auguste-Viktoria-Allee,3117,36,20,460,121,221,1374,34,220,101,40,7,1,245,18,44,1022,2024,cases
122004,West 1 - Tegel-Süd/Flughafensee,2603,15,8,338,82,187,804,28,208,27,32,25,15,224,9,251,829,2024,cases
122005,West 5 - Tegel,1626,25,17,153,40,65,836,12,48,52,9,3,2,117,17,14,331,2024,cases
124006,West 2 - Heiligensee/Konradshöhe,860,4,2,82,14,61,306,12,37,65,40,8,4,133,16,18,208,2024,cases
124007,Nord 1 - Frohnau/Hermsdorf,1616,13,6,128,34,87,716,38,118,201,95,5,0,271,61,14,342,2024,cases
125008,West 3 - Borsigwalde/Freie Scholle,1001,8,3,140,31,88,362,23,91,33,24,8,3,105,14,13,344,2024,cases
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,4611,24,14,372,90,162,1080,76,225,84,57,15,5,282,61,32,750,2024,cases
126010,Rollbergesiedlung,883,19,9,118,37,66,368,23,85,13,13,9,3,71,3,13,281,2024,cases
126011,MV Nord,1944,30,19,358,86,144,710,41,148,51,19,19,5,229,22,17,797,2024,cases
126012,MV Süd,785,7,3,142,28,56,229,20,68,17,26,7,3,97,16,17,312,2024,cases
129900,"Bezirk (Rd), nicht zuzuordnen",668,7,6,69,13,59,261,13,68,36,0,2,1,61,2,10,172,2024,cases
999900,"Stadtgebiet Berlin, nicht zuzuordnen",65970,127,69,646,189,2235,8488,42,497,341,6,3,2,1023,468,811,3198,2024,cases
999999,Berlin (PKS gesamt),539049,5121,3136,50638,13847,25390,223586,7574,36841,27099,8529,3175,1007,47040,7866,14446,128873,2024,cases
10000,Mitte,21188.06246758021,233.4224720119657,137.48508060251703,2237.280112002498,666.2738521506594,931.6754546324414,9918.818333358513,136.72966807173395,1358.987142878726,1100.887861527847,196.40725800359576,119.10337568679589,37.77062653915303,1634.712716614543,287.5603700514184,681.130298589393,5223.174042011008,2024,frequency
11001,Tiergarten Süd,32658.027620612032,468.45531423009066,322.44326823629615,3090.58830686865,717.8925594694896,1441.8689541887206,15629.372756585752,206.85039849120886,1971.1626209162255,2013.7494676644155,176.43122224250166,115.5928697450873,30.419176248707185,2275.3543834032976,462.3714789803492,681.3895479710409,9916.651457078542,2024,frequency
11002,Regierungsviertel,51885.689226721246,482.3856161379916,233.88393509720802,4663.060956000585,1381.3769916678848,1885.6892267212397,21868.147931588952,73.08872971787751,1695.658529454758,2156.1175266773866,233.88393509720802,131.55971349217953,29.235491887151003,4122.204356088291,986.6978511913463,1023.2422160502852,10575.939190176876,2024,frequency
11003,Alexanderplatz,32775.632079452145,301.84025185810265,178.5076758300607,3445.1981435201715,1106.7475901463763,1093.765213722372,17216.253935282853,111.97299665703807,1340.4303657784558,1619.5514588945507,249.91074616208496,142.80614066404854,40.569926325013796,2280.029859465775,397.5852779851352,913.6347408393107,6882.28230177534,2024,frequency
11004,Brunnenstraße Süd,11369.009241349668,76.75539590433208,46.05323754259925,917.9945350158117,260.9683460747291,518.8664763132848,5535.59915262043,64.47453255963894,574.1303613644039,1400.018421295017,264.03856191090233,52.193669214945814,15.351079180866416,1363.1758312609377,227.19597187682297,175.00230266187714,2766.264468392128,2024,frequency
12005,Moabit West,12523.690879277667,125.64151706808066,63.885517153261354,1284.098894780553,368.4064822504738,587.7467578100044,4538.0012351199985,136.2891032602909,794.3099299388829,700.6111714474329,163.97282736003748,89.4397240145659,36.20179305351477,1045.5929640750442,172.49089631380565,349.2408271044954,2981.324133818863,2024,frequency
12006,Moabit Ost,24769.748289061594,178.6335691915091,99.7564087692843,2526.3890499942,577.6592042686464,923.3267602366315,10643.776824034334,88.15682635425125,654.2164482078645,976.6848393457835,150.79457139542976,160.07423732745622,74.23732745621157,1591.4627073425356,257.5107296137339,1190.1171557823918,5333.4879944322,2024,frequency
13007,Osloer Straße,16184.822552874359,231.28517462030683,143.91077531930202,2068.7173952149665,585.9224423714439,889.1630046514018,7868.83560763755,167.0392927813327,1189.8337316578006,688.7158533138025,154.19011641353788,87.3743993010048,25.698352735589648,1287.4874720530413,192.73764551692236,236.42484516742476,4617.993986585459,2024,frequency
13008,Brunnenstraße Nord,17143.49464498215,203.29234430781437,114.0420468068227,2052.7568425228087,748.7108290360968,1056.1285204284015,6911.939706465689,156.18802062673544,1095.7953193177311,808.2110273700913,272.70924236414123,171.06307021023406,54.54184847282825,1760.2142007140026,473.5224117413725,751.1900039666799,4717.869892899644,2024,frequency
14009,Parkviertel,13525.91443712033,127.09491189522208,53.853776226789016,1510.0598853991642,426.52190771616904,592.3915384946793,7300.41790530352,178.79453707293953,2149.8427469734174,777.6485287148334,187.4111412692258,105.55340140450647,23.695661539787167,997.3719357201326,62.47038042307526,224.03170910344232,3907.6300030158113,2024,frequency
14010,Wedding Zentrum,15723.369593777918,273.2671186084398,168.16438068211676,1883.0907211799533,600.837318478813,797.0290959412827,7260.847478410146,115.61301171895528,1769.2294217597703,844.3253280081279,136.6335593042199,84.08219034105838,22.772259884036647,1184.1575139699055,180.42636677352112,944.1729290381348,4673.568413123829,2024,frequency
19900,"Bezirk (Mi), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,frequency
20000,Friedrichshain-Kreuzberg,19397.588719185973,343.15429334750934,216.7290273773743,2008.832730172361,722.4300912579143,693.8055027363744,9010.270774976658,107.34220695577501,1497.6793637162893,1321.8426056554008,193.215972520395,116.88373646295501,33.05458436415929,1830.6105897346774,287.26819194831216,1311.9603072372502,4671.601000497522,2024,frequency
21001,Südliche  Friedrichstadt,23718.150361748976,394.4152733080069,205.67667626491155,2465.700389575822,958.2113388341762,999.3466740871585,9741.815278147458,145.1835361869964,1672.030391753575,1156.628838289738,135.50463377452996,176.63996902751228,26.616981634282673,1928.5213056839355,239.55283470854405,2238.246182882861,5666.997362499093,2024,frequency
22002,Tempelhofer Vorstadt,15756.97703136577,220.73351444801187,126.57446283032849,1599.1602864904917,532.5388984934552,572.6722647567301,7906.273153865152,123.48728081007657,1273.4625833539146,1535.8730550753273,180.60014818473698,115.76932575944679,26.241047172141272,1767.411706594221,302.54383798468757,456.9029389972833,3588.8490985428502,2024,frequency
23003,Nördliche Luisenstadt,28146.68490097756,567.2896722889125,369.7513042597376,2993.466038595958,1246.0112444917186,916.7806311097604,13640.277566732513,116.49698627361596,3039.05181583346,1397.9638352833915,182.3431089500076,136.7573317125057,60.7810363166692,1803.1707440611863,141.82241807222812,2856.708706883452,6230.056222458593,2024,frequency
23004,Südliche Luisenstadt,29246.642895076246,955.9214020180564,675.2143236476747,2329.110082694788,1172.141719141188,690.3876792352629,13830.513618086641,125.18018359760262,4900.993854790987,1976.3295652833624,238.9803505045141,170.7002503603672,72.07343904104393,2268.416660344435,284.5004172672787,3269.8581291252563,5504.134739397618,2024,frequency
24005,Karl-Marx-Allee Nord,10770.594811302572,123.35684823252765,69.3882271307968,1191.164565745345,285.2627115377202,516.5568019737095,5211.826837824294,96.37253768166222,458.7332793647122,859.643036120427,289.1176130449867,26.984310550865423,15.419606029065957,1137.1959446436142,84.80783315986277,246.7136964650553,3322.9250992637135,2024,frequency
24006,Karl-Marx-Allee Süd,23889.05457798986,342.9764390098419,238.5923053981509,2851.9236504622722,894.7211452430658,846.2570832090664,11202.654339397553,74.56009543692215,894.7211452430658,1204.145541306293,309.42439606322694,89.47211452430659,33.55204294661497,1923.6504622725915,383.9844915001491,924.5451834178348,6087.831792424694,2024,frequency
25007,Frankfurter Allee Nord,11467.743987784706,143.14798320396997,82.70772362896042,1142.0027993383383,324.4687619289986,550.324468761929,5353.734571828477,92.25092250922509,419.90075073164525,951.1388217330449,197.22611019213642,117.69945285659753,19.08639776052933,1539.6360860160326,197.22611019213642,305.3823641684693,3260.592950757094,2024,frequency
25008,Frankfurter Allee Süd FK,16434.945736977752,219.1559864649263,135.0000876623946,1884.7414835983661,639.9354804775847,548.7665901081755,7261.952767501797,64.87017199361819,604.8705226431965,1153.637112751372,129.74034398723637,80.64940301909287,28.051966267510565,1888.247979381805,445.3249644967302,1309.6761751143995,4502.340585935445,2024,frequency
29900,"Bezirk (Fh-Kb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,frequency
30000,Pankow,8967.799258555715,89.32211818329652,55.85578366607197,911.1327411520432,227.90102449405737,465.7005422960262,4217.93654123076,154.13368150890747,478.6628549611484,724.0040819500974,187.600016026132,69.99648839165981,17.20452408279854,1079.8784842107248,212.58192770800386,168.2743862344953,2458.361516543446,2024,frequency
31001,Buch,10507.021600586542,67.67807794258643,33.83903897129321,1562.2356325080366,394.78878799842084,778.2978963397439,3750.4934859849977,95.87727708533077,524.5051040550449,315.83103039873663,73.3179177711353,118.43663639952625,50.758558456939824,1325.3623597089843,259.43263211324796,140.99599571372173,2893.2378320455696,2024,frequency
