stop_id,stop_name,stop_lat,stop_lon
de:11000:900180002:1:51,S Wuhlheide (Berlin),52.468594,13.554145
de:11000:900180003:1:50,S Spindlersfeld (Berlin),52.447135,13.561301
de:11000:900182001:1:50,S Hirschgarten (Berlin),52.45795,13.603123
de:11000:900182001:1:51,S Hirschgarten (Berlin),52.457868,13.603123
de:11000:900182002:1:51,S Friedrichshagen (Berlin),52.457329,13.623213
de:11000:900183001:1:51,S Rahnsdorf (Berlin),52.451598,13.689921
de:11000:900183001:1:50,S Rahnsdorf (Berlin),52.451677,13.689947
de:11000:900183002:1:50,S Wilhelmshagen (Berlin),52.438536,13.722166
de:11000:900183002:1:51,S Wilhelmshagen (Berlin),52.438589,13.722319
de:11000:900191001:2:52,S Baumschulenweg (Berlin),52.467495,13.489615
de:11000:900191001:1:50,S Baumschulenweg (Berlin),52.467637,13.489731
de:11000:900191001:2:51,S Baumschulenweg (Berlin),52.467537,13.489686
de:11000:900191002:1:50,S Plänterwald (Berlin),52.478467,13.47327
de:11000:900191002:1:51,S Plänterwald (Berlin),52.47853,13.47339
de:11000:900192001:2:52,S Schöneweide Bhf (Berlin),52.454742,13.50973
de:11000:900192001:2:53,S Schöneweide Bhf (Berlin),52.4548,13.50983
de:11000:900192001:3:54,S Schöneweide Bhf (Berlin),52.45485,13.509917
de:11000:900192001:3:55,S Schöneweide Bhf (Berlin),52.454912,13.510019
de:11000:900192002:1:50,S Oberspree (Berlin),52.452447,13.538028
de:11000:900193001:1:50,S Johannisthal (Berlin),52.44662,13.524071
de:11000:900193001:2:51,S Johannisthal (Berlin),52.446662,13.524141
de:11000:900193002:1:50,S Adlershof (Berlin),52.434867,13.541224
de:11000:900193002:1:51,S Adlershof (Berlin),52.434946,13.541382
de:11000:900030202:1:50,S Stresow (Berlin),52.531988,13.209206
de:12065:900200000:4:54,S Hennigsdorf Bhf,52.637484,13.206145
de:12065:900200000:1:55,S Hennigsdorf Bhf,52.637447,13.205971
de:12065:900200009:1:50,S Hohen Neuendorf,52.668645,13.286992
de:12065:900200009:1:51,S Hohen Neuendorf,52.668644,13.28711
de:12065:900200011:1:50,S Bergfelde,52.670081,13.320426
de:12065:900200011:1:51,S Bergfelde,52.67013,13.320479
de:12065:900200012:1:50,S Schönfließ,52.664629,13.340528
de:12065:900200012:1:51,S Schönfließ,52.664544,13.340492
