kindergarten_id,district_id,name,address,postal_code,phone_number,email,website,coordinates,latitude,longitude,neighborhood,district,operator,capacity,source,created_at,updated_at
1076,02,Naturkindergarten im Forum Kreuzberg,Köpenicker Straße 175,0,,,,"52.5040683,13.4353961",52.5040683,13.4353961,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Naturkind Forum Kreuzberg gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1077,07,Kinderladen Sausebrause,Unknown,0,,,,"52.547749,13.4019782",52.547749,13.4019782,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1078,02,Kinderhafen KrikelKrake,"Friedenstraße 87, 10249 Berlin",10249,,,,"52.5215663,13.4364239",52.5215663,13.4364239,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,GRETA & JULICA gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1079,02,EiKiTa Girotondo,"Bergmannstraße 98, 10961 Berlin",10961,,,,"52.490146,13.3910588",52.490146,13.3910588,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Elterninitiative,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1080,11,Kita Kunstmäuse,"Bamberger Straße 41, 10779 Berlin",10779,,,,"52.4919968,13.3372425",52.4919968,13.3372425,Charlottenburg-Wilmersdorf,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1081,06,Kita Kopfstraße,"Kopfstraße 61, 12053 Berlin",12053,,,,"52.4761959,13.4332349",52.4761959,13.4332349,Neukölln,Neukölln,Bund Deutscher PfadfinderInnen e.V.,20,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1082,06,Kindertagespflege Manitos Creativas,"Hertzbergstraße 22, 12055 Berlin",12055,,,,"52.4766828,13.4475514",52.4766828,13.4475514,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1083,02,Zauberwelt,Ebelingstraße 13,0,,,,"52.5239616,13.4517322",52.5239616,13.4517322,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1084,02,Die schlauen Mäuse,Unknown,0,,,,"52.5189104,13.4505051",52.5189104,13.4505051,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1085,11,DunjaKids,"Rheinstraße 1, 12159 Berlin",12159,,,,"52.4727578,13.3362943",52.4727578,13.3362943,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1086,02,Johanniter-Kindertagesstätte Kleine Insel,Unknown,0,,,,"52.5210767,13.4465641",52.5210767,13.4465641,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Johanniter-Unfall-Hilfe e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1087,01,Kita Mima,"Güntzelstraße 30, 10717 Berlin",10717,,,,"52.4919188,13.3213295",52.4919188,13.3213295,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1088,03,Kindergarten Rappelkiste,"Herbert-Tschäpe-Straße 2, 10369 Berlin",10369,,,,"52.531457,13.4631164",52.531457,13.4631164,Lichtenberg,Lichtenberg,MediSport gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1089,01,Villa Luna,"Helmholtzstraße 34-36, 10587 Berlin",10587,,,,"52.5214869,13.3235399",52.5214869,13.3235399,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1090,02,TEK-Kinderladen,Unknown,0,,,,"52.5046028,13.4221552",52.5046028,13.4221552,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Till Eulenspiegel-Kette e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1091,06,Evangelische Kita Neu-Buckow,"Quarzweg 116, 12349 Berlin",12349,,,,"52.4186173,13.4163252",52.4186173,13.4163252,Neukölln,Neukölln,Unknown,100,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1092,06,Arielle 2,Unknown,0,,,,"52.4608015,13.4333709",52.4608015,13.4333709,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1093,11,Mary Poppinz Britz,"An der alten Gärtnerei 1, 12109 Berlin",12109,,,,"52.4395555,13.4096393",52.4395555,13.4096393,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1094,10,Fröbel-Kindergarten Zwergenwiese,"Hindenburgdamm 30, 12203 Berlin",12203,,,,"52.4407536,13.3170318",52.4407536,13.3170318,Steglitz-Zehlendorf,Steglitz-Zehlendorf,FRÖBEL Bildung und Erziehung,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1095,10,KiMo Kita - Noctiluca,"Hindenburgdamm 100, 12203 Berlin",12203,,,,"52.4391209,13.3157976",52.4391209,13.3157976,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1096,11,Kindertagespflege Sternstunden,"Reulestraße 17, 12105 Berlin",12105,,,,"52.4472785,13.3769196",52.4472785,13.3769196,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1097,06,Not Provided,Unknown,0,,,,"52.428146,13.4559589",52.428146,13.4559589,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1098,05,Flohzirkus Wedding,"Eulerstraße 10, 13357 Berlin",13357,,,,"52.5541686,13.3917841",52.5541686,13.3917841,Mitte,Mitte,Flohzirkus Wedding e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1099,07,Elterninitiativ-Kindergarten Wald & Wiesen e.V.,"Husemannstraße 12, 10435 Berlin",10435,,,,"52.5377597,13.4177331",52.5377597,13.4177331,Pankow,Pankow,Wald & Wiesen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1100,07,Kindergarten Aramsamsam,Unknown,0,,,,"52.5454975,13.4209964",52.5454975,13.4209964,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1101,12,KreativitätsKindertagesstätte Treptow,"Hartriegelstraße 77, 12439 Berlin",12439,,,,"52.4481539,13.5310116",52.4481539,13.5310116,Treptow-Köpenick,Treptow-Köpenick,KreativitätsSchulzentrum Berlin gGmbH,45,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1102,02,La Sonrisa,"Jessnerstraße 37, 10247 Berlin",10247,,,,"52.5107967,13.4717118",52.5107967,13.4717118,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,La Sonrisa gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1103,12,Mosaik Kita,Unknown,0,,,,"52.4448528,13.5284412",52.4448528,13.5284412,Treptow-Köpenick,Treptow-Köpenick,IBEB Initiative für Bildung und Erziehung Berlin gGmbH,40,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1104,03,Kita Stadthäuschen,"Stadthausstraße 3, 10317 Berlin",10317,,,,"52.5021386,13.4812271",52.5021386,13.4812271,Lichtenberg,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1105,03,Kita Kaskelkinder,"Türrschmidtstraße 33, 10317 Berlin",10317,,,,"52.5034295,13.4817456",52.5034295,13.4817456,Lichtenberg,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1106,03,Kita Rappelkiste,"Lückstraße 65, 10317 Berlin",10317,,,,"52.5020971,13.4889314",52.5020971,13.4889314,Lichtenberg,Lichtenberg,kinder pur e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1107,02,Neues aus Kreuzberg,"Katzbachstraße 29, 10965 Berlin",10965,,,,"52.489607,13.3769913",52.489607,13.3769913,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Neues aus Kreuzberg e.V.,25,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1108,11,Villa Wackelzahn,"Friedrich-Wilhelm-Straße 20, 12103 Berlin",12103,,,,"52.4585413,13.3822421",52.4585413,13.3822421,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Villa Wackelzahn e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1109,08,Kindertagesstätte Tegel-Süd,"Namslaustraße 61, 13507 Berlin",13507,,,,"52.5783939,13.2834401",52.5783939,13.2834401,Reinickendorf,Reinickendorf,Ev. Kirchengemeinde Tegel-Borsigwalde,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1110,02,Not Provided,Mittenwalder Straße 3,0,,,,"52.4943552,13.3971606",52.4943552,13.3971606,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1111,12,Not Provided,"Brückenstraße 24, 12439 Berlin",12439,,,,"52.4579391,13.511178",52.4579391,13.511178,Treptow-Köpenick,Treptow-Köpenick,FREUDE Kindergärten gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1112,12,Not Provided,"Brückenstraße 8-9, 12439 Berlin",12439,,,,"52.4579318,13.5116378",52.4579318,13.5116378,Treptow-Köpenick,Treptow-Köpenick,FREUDE Kindergärten gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1113,12,Not Provided,"Brückenstraße 4, 12439 Berlin",12439,,,,"52.4572713,13.5110103",52.4572713,13.5110103,Treptow-Köpenick,Treptow-Köpenick,FREUDE Kindergärten gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1114,07,Little Flowers,"Siegfriedstraße 11C, 13156 Berlin",13156,,,,"52.5823444,13.4111105",52.5823444,13.4111105,Pankow,Pankow,Unknown,25,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1115,02,Kinderladen Kreuzbären,Unknown,0,,,,"52.4905967,13.4225774",52.4905967,13.4225774,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1116,02,Stephanus-Kindertagesstätte Holteistraße,Unknown,0,,,,"52.5097225,13.4669316",52.5097225,13.4669316,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Stephanus gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1117,05,Evangelische Kita Nazareth,"Nazarethkirchstraße 50, 13347 Berlin",13347,,,,"52.5479588,13.3593054",52.5479588,13.3593054,Mitte,Mitte,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1118,02,Evangelische Kita St. Simeon,"Wassertorstraße 21A, 10969 Berlin",10969,,,,"52.5010949,13.4070844",52.5010949,13.4070844,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1119,02,Kinderladen Affentanz,"Mariannenstraße 47, 10997 Berlin",10997,,,,"52.5006472,13.4237152",52.5006472,13.4237152,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Affentanz e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1120,07,Kleiner Fratz,Unknown,0,,,,"52.5494581,13.4475095",52.5494581,13.4475095,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1121,03,Mach-Mit-Kitas,Unknown,0,,,,"52.5341708,13.486765",52.5341708,13.486765,Lichtenberg,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1122,12,Kita Eulenkinder,Unknown,0,,,,"52.4428498,13.5689641",52.4428498,13.5689641,Treptow-Köpenick,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1123,02,Junior 1,Unknown,0,,,,"52.5110129,13.4508037",52.5110129,13.4508037,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1124,12,Freude,"Müggelheimer Straße 22, 12555 Berlin",12555,,,,"52.4414359,13.5846561",52.4414359,13.5846561,Treptow-Köpenick,Treptow-Köpenick,FREUDE Kindergärten gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1125,07,Kinderladen Prenzlpanther,"Schliemannstraße 44, 10437 Berlin",10437,,,,"52.5414631,13.4171327",52.5414631,13.4171327,Pankow,Pankow,Kinderladen Prenzlpanther e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1126,02,Klein im hain,Unknown,0,,,,"52.5024744,13.4559483",52.5024744,13.4559483,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1127,05,Kinderladen,Unknown,0,,,,"52.5370002,13.4034924",52.5370002,13.4034924,Mitte,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1128,12,Kita Achterdeck,Unknown,0,,,,"52.42756,13.5844641",52.42756,13.5844641,Treptow-Köpenick,Treptow-Köpenick,Die Kinderwelt gGmbH,50,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1129,02,Musikkita Klimperkiste,"Bänschstraße 52, 10247 Berlin",10247,,,,"52.5180519,13.4652177",52.5180519,13.4652177,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,24,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1130,03,Not Provided,Unknown,0,,,,"52.4788778,13.5240653",52.4788778,13.5240653,Lichtenberg,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1131,07,Kindergarten Little Munchkins,"Trelleborger Straße 5, 13189 Berlin",13189,,,,"52.5543741,13.4181903",52.5543741,13.4181903,Pankow,Pankow,Little Munchkins gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1132,03,Montessori Kinderhaus,Unknown,0,,,,"52.5007519,13.469379",52.5007519,13.469379,Lichtenberg,Lichtenberg,Montessori & Friends Education gGmbH,60,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1133,11,Småland,"Sachsendamm 47, 10829 Berlin",10829,,,,"52.4699061,13.3669182",52.4699061,13.3669182,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1134,07,Kinderschlummerland Lette,Lettestraße 8,0,,,,"52.5437298,13.4184699",52.5437298,13.4184699,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1135,02,Kita Robinienwäldchen,Unknown,0,,,,"52.5004637,13.3832878",52.5004637,13.3832878,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1136,10,Königsberger Knirpse,Unknown,0,,,,"52.428836,13.3246976",52.428836,13.3246976,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1137,12,Kita Nusshütte,"Groß-Berliner Damm 39, 12487 Berlin",12487,,,,"52.4487599,13.512393",52.4487599,13.512393,Treptow-Köpenick,Treptow-Köpenick,CeFi – Bildung und Verständigung gGmbH,30,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1138,,Kita Buntzelzwerge,Unknown,0,,,,,,,Unknown,,Offensiv'91 e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1139,,Kita Montessori-Kinderhaus,Unknown,0,,,,,,,Unknown,,urban-consult,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1140,,Kita Kinderzeit,Unknown,0,,,,,,,Unknown,,Jugend- und Sozialwerk gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1141,,Humanistische Kindertagesstätte Regenbogen,"Holtheimer Weg 6-8, 12207 Berlin",12207,,,,,,,Unknown,,Humanistischer Verband Deutschlands,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1142,,Kita Riemenschneiderweg,Unknown,0,,,,,,,Unknown,,Nachbarschaftsheim Schöneberg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1143,,Not Provided,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1144,,Kita Weydemeyerstraße,"Weydemeyerstraße 20/21, 10178 Berlin",10178,,,,,,,Unknown,,Kindergärten City,138,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1145,,Betriebskindertagesstätte des Deutschen Bundestages,Unknown,0,,,,,,,Unknown,,Deutscher Bundestag,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1146,,Kita Hummelburg,Unknown,0,,,,,,,Unknown,,FiPP e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1147,10,Sonnenkita Athene,"Curtiusstraße 41, 12205 Berlin",12205,,,,,,,Unknown,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1148,,Kita Grashüpfer,Unknown,0,,,,,,,Unknown,,Kinder in Bewegung gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1149,,Kita Abenteuerland,Unknown,0,,,,,,,Unknown,,Jugendwerk Aufbau Ost gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1150,,Kita Knirpsenhaus,Unknown,0,,,,,,,Unknown,,urban-consult gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1151,,Kindergarten Wolkenhaus,"Asta-Nielsen-Straße 11, 13189 Berlin",13189,,,,,,,Unknown,,Klax Berlin,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1152,,Kita Havelbande,Unknown,0,,,,,,,Unknown,,Elterninitiativkita Havelbande e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1153,11,Kita Vorbergstraße,"Vorbergstraße 15, 10823 Berlin",10823,,,,,,,Unknown,Tempelhof-Schöneberg,Nachbarschaftsheim Schöneberg,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1154,03,Kita Die schlauen Mäuschen,"Landsberger Allee 228, 10367 Berlin",10367,,,,,,,Unknown,Lichtenberg,Die schlauen Mäuschen gGmbH,60,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1155,,Kita am Brennerberg,"Zillertalstraße 38, 13187 Berlin",13187,,,,,,,Unknown,,Bürgerhaus BÜHA gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1156,03,Kita Paule-Platsch,"Bernhard-Bästlein-Straße 52-54, 10367 Berlin",10367,,,,,,,Unknown,Lichtenberg,Volkssolidarität Berlin,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1157,03,Kita Zwergenparadies,"Bernhard-Bästlein-Straße 44-46, 10367 Berlin",10367,,,,,,,Unknown,Lichtenberg,Kindertagesstätten Nordost Eigenbetrieb von Berlin,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1158,,Kita Albulaweg,Unknown,0,,,,,,,Unknown,,Kindertagesstätten Berlin Süd-West,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1159,,Kita Zauberstein,Unknown,0,,,,,,,Unknown,,Klax Berlin gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1160,,Evangelische Kita Waldhäuschen,Unknown,0,,,,,,,Unknown,,EDKE – Evangelisches Diakoniewerk Königin Elisabeth,85,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1161,,Pustekuchen e.V.,"Sonnenburger Straße 57, 10437 Berlin",10437,,,,,,,Unknown,,Integrationskita Prenzlauer Berg Pustekuchen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1162,,Schulhort an der Mühlenau-Grundschule,Unknown,0,,,,,,,Unknown,,Nachbarschaftshaus Wannseebahn e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1163,,Not Provided,"Motzstraße 87, 10779 Berlin",10779,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1164,,Kindertagesstätte Johanna von Siemens,Unknown,0,,,,,,,Unknown,,Christliches Jugenddorfwerk Deutschlands gemeinnütziger e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1165,,Kinder vom Heckelberg,Unknown,0,,,,,,,Unknown,,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1166,01,Kita Westfälische Straße 17,"Westfälische Straße 17, 10709 Berlin",10709,,,,,,,Unknown,Charlottenburg-Wilmersdorf,Nachbarschaftszentrum Schöneberg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1167,,Kita Wilskistraße,Unknown,0,,,,,,,Unknown,,Kindertagesstätten Berlin Süd-West,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1168,,Kita Farbenland,Unknown,0,,,,,,,Unknown,,BOOT gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1169,12,Kita Zwergenstübchen,"Ottomar-Geschke-Straße 81, 12555 Berlin",12555,,,,,,,Unknown,Treptow-Köpenick,Märkische Kita und Schule gGmbH,85,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1170,12,Kindertagesstätte Rudower Straße,"Rudower Straße 60, 12557 Berlin",12557,,,,,,,Unknown,Treptow-Köpenick,IB-Kindertagesstätten Berlin e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1171,02,Fröbel-Kindergarten Inselkinder,"Palmkernzeile 8, 10245 Berlin",10245,,,,,,,Unknown,Friedrichshain-Kreuzberg,FRÖBEL Bildung und Erziehung,175,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1172,,Spielhaus Müggelspree,Unknown,0,,,,,,,Unknown,,Kindertagesstätten SüdOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1173,,Kinderhaus am Fliegeberg,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1174,02,Traumbaum,"Dessauer Straße 27, 10963 Berlin",10963,,,,,,,Unknown,Friedrichshain-Kreuzberg,ASB Kinder- u. Jugendhilfe GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1175,,Kindergarten Fulhamer Allee,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1176,11,Kita Bosestraße,"Bosestraße 12, 12103 Berlin",12103,,,,,,,Unknown,Tempelhof-Schöneberg,Kindertagesstätten Berlin Süd-West,110,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1177,,Kindertagesstätte Grüner Weg 56,Unknown,0,,,,,,,Unknown,,Kindertagesstätten SüdOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1178,10,Villa Papillon,"Hechtgraben 6, 14195 Berlin",14195,,,,,,,Unknown,Steglitz-Zehlendorf,Papillon Kindertagesstätten gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1179,,Traumzauberhaus,Unknown,0,,,,,,,Unknown,,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1180,,Humanistische Kindertagesstätte Kastanienallee,"Kastanienallee 28-30, 12627 Berlin",12627,,,,,,,Unknown,,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1181,04,Kita Galileo,"Naumburger Ring 25, 12627 Berlin",12627,,,,,,,Unknown,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1182,10,Kita Teltower Damm,"Teltower Damm 95, 14167 Berlin",14167,,,,,,,Unknown,Steglitz-Zehlendorf,Kindertagesstätten Berlin Süd-West,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1183,02,INA.KINDER.GARTEN Dresdener Straße,"Dresdener Straße 128, 10999 Berlin",10999,,,,,,,Unknown,Friedrichshain-Kreuzberg,INA.KINDER.GARTEN,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1184,02,Kita Markgrafenstraße,"Markgrafenstraße 80, 10969 Berlin",10969,,,,,,,Unknown,Friedrichshain-Kreuzberg,INA.KINDER.GARTEN,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1185,08,Kita der Ev. Waldkirche Heiligensee,"Stolpmünder Weg 35 / 37, 13503 Berlin",13503,,,,,,,Unknown,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1186,08,Dachskinder,Am Dachsbau 3-5,0,,,,,,,Unknown,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1187,,Schwalbennest,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1188,,Kita Rosenheimer Straße,"Rosenheimer Straße 20b, 10779 Berlin",10779,,,,,,,Unknown,,INA.KINDER.GARTEN,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1189,08,Landsmannschaft der Deutschen aus Russland,"Auguste-Viktoria-Allee 50A, 13403 Berlin",13403,,,,,,,Unknown,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1190,,Ev. Kita Albert-Schweitzer,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1191,,Kita Strauchwiese,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1192,12,Kita Wirbelwind,"Moosstraße 53, 12439 Berlin",12439,,,,,,,Unknown,Treptow-Köpenick,KiB Kinder in Bewegung gGmbH,75,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1193,,Kita Libelle,"Wittenauer Straße 151, 13469 Berlin",13469,,,,,,,Unknown,,Kindertagesstätten Nordwest,136,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1194,,Kath. Kita,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1195,,Kita Sonnenschein,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1196,,Kita Erlebniswald,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1197,12,Humanistische Kita am Park,"Engelhardstraße 10, 12487 Berlin",12487,,,,,,,Unknown,Treptow-Köpenick,Humanistischer Verband Berlin,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
