kindergarten_id,district_id,name,address,postal_code,latitude,longitude,neighborhood,district,operator,capacity,source,created_at,updated_at
868,11002002,Montessori Kinderhaus Olivo,"Lenbachstraße 2, 10245 Berlin",10245,52.5065951,13.4678639,Friedrichshain,Friedrichshain-Kreuzberg,Friedliche Nation e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
869,11001001,Kinderladen Jagowspatzen,"Jagowstraße 10, 10555 Berlin",10555,52.52192,13.3340935,Moabit,Mitte,Frecher Spatz e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
870,11009009,Kita Traumschön,"Marienstraße 19, 12459 Berlin",12459,52.4597785,13.5239473,Oberschöneweide,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
871,11004004,Kita Wunderinsel,"Marie-Elisabeth-Lüders-Straße 7, 10625 Berlin",10625,52.5134267,13.3167887,Charlottenburg,Charlottenburg-Wilmersdorf,Wunderinsel gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
872,11012012,Kita Nemo,"Kögelstraße 4-5, 13403 Berlin",13403,52.5676536,13.3305392,Reinickendorf,Reinickendorf,LebensWelt gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
873,11006006,Kindertagespflege Spatzennest,"Heesestraße 5, 12169 Berlin",12169,52.455977,13.3263852,Steglitz,Steglitz-Zehlendorf,Kathrin Hacke;Kirstin Pallas,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
874,11006006,La Casa de los Gorriones,"Schützenstraße 41a, 12165 Berlin",12165,52.4527892,13.3222559,Steglitz,Steglitz-Zehlendorf,Verein zur Förderung der Mehrsprachigkeit e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
875,11006006,Cardelinas,"Leydenallee 90, 12167 Berlin",12167,52.4538023,13.3238549,Steglitz,Steglitz-Zehlendorf,tuKita gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
876,11001001,Kita Engelsnest II,Unknown,Unknown,52.5513308,13.3483152,Wedding,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
877,11011011,Kita Tierparkzwerge,"Gensinger Straße 83, 10315 Berlin",10315,52.5110977,13.5353544,Friedrichsfelde,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
878,11010010,Kita Fuchtelzwerge,"Elsterwerdaer Platz 1, 12683 Berlin",12683,52.5053261,13.5580623,Biesdorf,Marzahn-Hellersdorf,Wuhlewanderer gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
879,11005005,Not Provided,"Beim Pfarrhof 40-42, 13591 Berlin",13591,52.5412961,13.1449492,Staaken,Spandau,Evangelische Kirchengemeinde Staaken-Gartenstadt,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
880,11006006,Kita Mary Poppinz,"Beethovenstraße 38, 12247 Berlin",12247,52.4383182,13.3307881,Lankwitz,Steglitz-Zehlendorf,Kindergarten Mary Poppinz gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
881,11002002,Kita Milchstraße,Unknown,Unknown,52.5022287,13.3978489,Kreuzberg,Friedrichshain-Kreuzberg,Kita Milchstraße gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
882,11004004,Kindertagesstätte Die Schlümpfe,Unknown,Unknown,52.5255539,13.3089527,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
883,11001001,Kita Pinocchio,"Iranische Straße 6A, 13347 Berlin",13347,52.5550799,13.3668962,Gesundbrunnen,Mitte,AWO Kreisverband Berlin-Mitte e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
884,11011011,KiTa Weltentdecker,Unknown,Unknown,52.5147816,13.4809441,Lichtenberg,Lichtenberg,Step Kids KiTas gGmbH,102,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
885,11001001,Kita Weiße Wolke,"Groninger Straße 32, 13347 Berlin",13347,52.5536895,13.3619238,Wedding,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
886,11001001,Montessori-Kinderladen Wedding,"Edinburger Straße 39, 13349 Berlin",13349,52.5561803,13.3476455,Wedding,Mitte,Montessori-Kinderladen Wedding e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
887,11009009,Plönzwerge,Unknown,Unknown,52.4595307,13.5283086,Oberschöneweide,Treptow-Köpenick,Sylvester e.V. Berlin,33,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
888,11008008,Kita Sonnenkönig,Unknown,Unknown,52.4748923,13.4254633,Neukölln,Neukölln,Unknown,19,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
889,11003003,Kita Born,"Bornholmer Straße 18, 10439 Berlin",10439,52.5545647,13.4058183,Prenzlauer Berg,Pankow,Hauptstadtkinder gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
890,11002002,Kinderladen Wolkenburg,"Mariannenstraße 48, 10997 Berlin",10997,52.5008072,13.4238174,Kreuzberg,Friedrichshain-Kreuzberg,Langer Rüssel e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
891,11008008,Not Provided,"Silbersteinstraße 54, 12051 Berlin",12051,52.4667424,13.4335974,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
892,11003003,Kindergarten Käthe,"Käthe-Niederkirchner-Straße 29, 10407 Berlin",10407,52.5306392,13.4318966,Prenzlauer Berg,Pankow,Netzwerk Spiel/Kultur Prenzlauer Berg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
893,11008008,Kinderladen Highway e.V.,Unknown,Unknown,52.4821571,13.4430948,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
894,11001001,Kleiner Fratz,Unknown,Unknown,52.5065491,13.4081646,Mitte,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
895,11008008,"Ali Baba und seine Räuber ""Die kleinen Strolche""","Kranoldstraße 1A, 12051 Berlin",12051,52.46617,13.4360915,Neukölln,Neukölln,Kinderladen Ali Baba und seine Räuber e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
896,11006006,Kinderladen Mauersegler,"Lankwitzer Straße 10, 12209 Berlin",12209,52.4294656,13.3318817,Lankwitz,Steglitz-Zehlendorf,Montessori-Kinderladen-Mitte e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
897,11008008,Kita Zwergplaneten,"Hobrechtstraße 8, 12043 Berlin",12043,52.4865934,13.427025,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
898,11008008,Kita Wichtelgarten,"Donaustraße 6, 12043 Berlin",12043,52.4848431,13.4304025,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
899,11008008,Hort Sonnenkids,Unknown,Unknown,52.4859971,13.4299233,Neukölln,Neukölln,AWO,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
900,11003003,Kita Mascha und der Bär,Unknown,Unknown,52.5335406,13.4363569,Prenzlauer Berg,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
901,11008008,Die drei Affen,"Kienitzer Straße 16, 12053 Berlin",12053,52.4774047,13.4363789,Neukölln,Neukölln,Die drei Affen gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
902,11003003,Kita Sturmtüten,"Pasteurstraße 38, 10407 Berlin",10407,52.5319711,13.4365524,Prenzlauer Berg,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
903,11003003,Kita Cheburashka,"Bernhard-Lichtenberg-Straße 9, 10407 Berlin",10407,52.5352608,13.4370167,Prenzlauer Berg,Pankow,Cheburashka gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
904,11009009,Kleine Helden Köpenick,"Müggelheimer Straße 45, 12555 Berlin",12555,52.4428984,13.5822594,Köpenick,Treptow-Köpenick,Kleine Helden Köpenick gGmbh,24,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
905,11006006,Grashüpferchen,"Hildburghauser Straße 73, 12279 Berlin",12279,52.4149774,13.3451245,Marienfelde,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
906,11002002,Die Ameisen,"Dudenstraße 17, 10965 Berlin",10965,52.4848675,13.3826789,Tempelhof,Friedrichshain-Kreuzberg,Aalem el Atfal - Welt der Kinder e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
907,11008008,Kita Columbus,"Weisestraße 26, 12049 Berlin",12049,52.4746674,13.4246236,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
908,11012012,Kita LuftBallon 2,Unknown,Unknown,52.563972,13.3304057,Reinickendorf,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
909,11003003,Bazuba Kaminka,"Dunckerstraße 77, 10437 Berlin",10437,52.5435972,13.4214935,Prenzlauer Berg,Pankow,Sonnenburg Soziale Dienste gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
910,11003003,Deutsch-Chinesische Kita,"Dunckerstraße 90a, 10437 Berlin",10437,52.5405349,13.4187389,Prenzlauer Berg,Pankow,Das China Büro e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
911,11003003,10 Vorne,"Schliemannstraße 33, 10437 Berlin",10437,52.5437922,13.4196071,Prenzlauer Berg,Pankow,10 Vorne e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
912,11003003,Mischpoke,"Lychener Straße 76, 10437 Berlin",10437,52.5464213,13.4208491,Prenzlauer Berg,Pankow,Mischpoke e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
913,11003003,Berliner Pandabären,"Schliemannstraße 42, 10437 Berlin",10437,52.5418356,13.4170637,Prenzlauer Berg,Pankow,Interkulturelle Kindheit gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
914,11003003,Schaukelpferd,"Schliemannstraße 47, 10437 Berlin",10437,52.5410091,13.4166785,Prenzlauer Berg,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
915,11012012,EKT - Die Mini-Entdecker e.V.,Unknown,Unknown,52.5622526,13.3575071,Reinickendorf,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
916,11004004,Kangaroo Garden,Unknown,Unknown,52.4970077,13.2977864,Halensee,Charlottenburg-Wilmersdorf,Kids in Berlin,20,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
917,11004004,Wallaby,Unknown,Unknown,52.4971867,13.297558,Halensee,Charlottenburg-Wilmersdorf,Kids in Berlin,10,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
918,11002002,Kinderladen Löwenherz,"Bergmannstraße 69, 10961 Berlin",10961,52.4889788,13.4004521,Kreuzberg,Friedrichshain-Kreuzberg,EKT – Löwenherz & Spunk e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
919,11008008,Kita Erdmännchen,Unknown,Unknown,52.4342756,13.4549609,Gropiusstadt,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
920,11001001,Kita Feuerfalter,"Chausseestraße 84, 10115 Berlin",10115,52.5378211,13.3731736,Wedding,Mitte,Socius - Die Bildungspartner gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
921,11001001,Kita Smile,Unknown,Unknown,52.5573319,13.3420415,Wedding,Mitte,Smile Kindergärten gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
922,11001001,Kita Müllerstraße,"Müllerstraße 64, 13349 Berlin",13349,52.5560566,13.3425785,Wedding,Mitte,Johemi Kindertagesstätten gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
923,11007007,Hort Orenda,Unknown,Unknown,52.3840683,13.3884783,Lichtenrade,Tempelhof-Schöneberg,IKT Stadtindianer e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
924,11001001,Krippe Barfusstraße,"Barfusstraße 14, 13349 Berlin",13349,52.5555769,13.3473642,Wedding,Mitte,Johemi Kindertagesstätten gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
925,11001001,Kita Ofener Straße,"Ofener Straße 15, 13349 Berlin",13349,52.5554114,13.3437334,Wedding,Mitte,Johemi Kindertagesstätten gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
926,11001001,Kita PiratenKids,Unknown,Unknown,52.5533836,13.3385457,Wedding,Mitte,PiratenKids gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
927,11004004,Kita Kinderkiez,"Wexstraße 22, 10715 Berlin",10715,52.4788304,13.3334177,Wilmersdorf,Charlottenburg-Wilmersdorf,Kinderkiez Grün gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
928,11004004,Die Glückstupfen,Unknown,Unknown,52.4788854,13.3246408,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
929,11004004,Papillon Rouge,"Katharinenstraße 20, 10711 Berlin",10711,52.4995188,13.2924451,Halensee,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
930,11002002,Schülerladen Hasenbau,Unknown,Unknown,52.4934198,13.4178672,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
931,11001001,Kita Freche Früchte,"Transvaalstraße 46, 13351 Berlin",13351,52.5538571,13.344768,Wedding,Mitte,Kita Freche Früchte gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
932,11001001,Kita Pîya,"Barfusstraße 13, 13349 Berlin",13349,52.555568,13.3467226,Wedding,Mitte,Yekmal e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
933,11001001,"Kita Paradiesvögel ""Die Elstern""","Schönwalder Straße 17, 13347 Berlin",13347,52.5420536,13.3706773,Gesundbrunnen,Mitte,eventus-BILDUNG e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
934,11002002,Kita Ritterburg,"Ritterstraße 35, 10969 Berlin",10969,52.5031615,13.4051772,Kreuzberg,Friedrichshain-Kreuzberg,Nestwärme e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
935,11004004,Kindertagesstätte Tübinger Straße,"Tübinger Straße 1, 10715 Berlin",10715,52.4807907,13.3305635,Wilmersdorf,Charlottenburg-Wilmersdorf,Nachbarschaftsheim Schöneberg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
936,11007007,KiLa Friedenauer Spatzen,"Sponholzstraße 51-52, 12159 Berlin",12159,52.4744918,13.3408347,Schöneberg,Tempelhof-Schöneberg,Frecher Spatz e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
937,11004004,Kita Kleine Küken,"Brandenburgische Straße 84/85, 10713 Berlin",10713,52.4870552,13.3192157,Wilmersdorf,Charlottenburg-Wilmersdorf,Kinderladen Kleine Küken gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
938,11001001,Vielfalter,Unknown,Unknown,52.5542417,13.373197,Gesundbrunnen,Mitte,Konsti e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
939,11007007,Kindertagespflegestelle Bouwmann,Unknown,Unknown,52.4668259,13.3328411,Friedenau,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
940,11001001,Kita Die Bärenbande,Unknown,Unknown,52.5601366,13.3804655,Gesundbrunnen,Mitte,BEB Bildungseinrichtung für Erziehung und Bildung e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
941,11007007,Naturdetektive Kita Cecilien,"Ceciliengärten 40, 12159 Berlin",12159,52.4738074,13.3430084,Schöneberg,Tempelhof-Schöneberg,Naturdetektive gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
942,11007007,Krabbelkiste,"Rubensstraße 28, 12159 Berlin",12159,52.474822,13.3428716,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
943,11004004,Multi Lingua INternationaler Kindergarten,"Seesener Straße 44-46, 10711 Berlin",10711,52.4940751,13.2940937,Halensee,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
944,11007007,Krippe Die Mäuschen,"Holsteinische Straße 33a, 12161 Berlin",12161,52.4662891,13.3333798,Friedenau,Tempelhof-Schöneberg,Schöneberger Vorschulerziehung e.V,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
945,11008008,Kita MANNA Maria,"Mariendorfer Weg 28, 12051 Berlin",12051,52.4639499,13.4247009,Neukölln,Neukölln,Malteser Hilfsdienst e.V.,84,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
946,11004004,Spreepferdchen Waldorforientierte Kita,"Laubacher Straße 35, 14197 Berlin",14197,52.4752629,13.3199592,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
947,11004004,Kleine Knöpfe,"Barstraße 28, 10713 Berlin",10713,52.4818137,13.3132331,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
948,11008008,Not Provided,Unknown,Unknown,52.4419303,13.4462582,Britz,Neukölln,Evangelischer Kirchenkreis Neukölln,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
949,11009009,Familya Adlershof,Unknown,Unknown,52.4366156,13.5273346,Adlershof,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
950,11001001,Alegria,Unknown,Unknown,52.511901,13.3882818,Mitte,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
951,11004004,Platypus,"Blissestraße 60, 10713 Berlin",10713,52.4798579,13.3200941,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
952,11007007,Knopf & Knöpfchen,"Fritz-Elsas-Straße 17, 10825 Berlin",10825,52.482413,13.3427252,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
953,11007007,Kindertagespflege Windelflitzer,"Kärntener Straße 29, 10827 Berlin",10827,52.4804977,13.347445,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
954,11007007,Kita Estrellitas,"Kärntener Straße 25, 10827 Berlin",10827,52.4790958,13.347855,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
955,11004004,Umme Ecke,Unknown,Unknown,52.5060031,13.2928233,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
956,11007007,"Kindergarten ""Zum guten Hirten""","Bundesallee 76a, 12161 Berlin",12161,52.4708061,13.327969,Friedenau,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
957,11006006,Kita Grunewaldstraße,"Ermanstraße 26, 12163 Berlin",12163,52.4594932,13.3140264,Steglitz,Steglitz-Zehlendorf,Kant-Kindergarten gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
958,11007007,Kinder- und Schülerladen Milchzahn,"Bundesallee 76, 12161 Berlin",12161,52.4709495,13.3280256,Friedenau,Tempelhof-Schöneberg,EKT Milchzahn e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
959,11004004,Montessori-Kinderhaus im IBZ,"Wiesbadener Straße 18, 14197 Berlin",14197,52.4718964,13.3185831,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
960,11007007,Kita Rubin,"Handjerystraße 60, 12161 Berlin",12161,52.4689308,13.3299392,Friedenau,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
961,11008008,Kita Prinz Rose,"Nogatstraße 45, 12051 Berlin",12051,52.4696638,13.4357168,Neukölln,Neukölln,Orte für Kinder,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
962,11007007,Schülerladen Große Pause,"Schwalbacher Straße 7, 12161 Berlin",12161,52.4700411,13.3207452,Friedenau,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
963,11004004,Kindergarten Happy Kids,"Kreuznacher Straße 9, 14197 Berlin",14197,52.4669055,13.319136,Steglitz,Charlottenburg-Wilmersdorf,Happy Kids gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
964,11007007,Schülerladen Eisbären,"Odenwaldstraße 26, 12161 Berlin",12161,52.4687155,13.3265408,Friedenau,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
965,11007007,Himpelchen & Pimpelchen,"Koburger Straße 4, 10825 Berlin",10825,52.4813021,13.3465303,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
966,11004004,Kita Aurorafalter,"Dovestraße 3d, 10587 Berlin",10587,52.5204869,13.3196886,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
967,11009009,Kita Spreekinder 1,"Griechische Allee 1, 12459 Berlin",12459,52.4648862,13.5138867,Oberschöneweide,Treptow-Köpenick,kijufa gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
968,11004004,mi nido,Unknown,Unknown,52.4979207,13.2997951,Halensee,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
969,11011011,Dolgensee Kids,Unknown,Unknown,52.4941825,13.5069902,Friedrichsfelde,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
970,11003003,KitaHausburg,"Thaerstraße 28B, 10249 Berlin",10249,52.5240554,13.4573638,Prenzlauer Berg,Pankow,MiniKitas First gGmbH,23,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
971,11001001,Konsti e.V.,Unknown,Unknown,52.5541064,13.3513152,Wedding,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
972,11010010,"Kita ""Gartenkinder""","Irmfriedstraße 64, 12683 Berlin",12683,52.534004,13.5729459,Biesdorf,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
973,11006006,Kita Tautropfen,"Steglitzer Damm 69a, 12169 Berlin",12169,52.4501946,13.3485249,Steglitz,Steglitz-Zehlendorf,AWO pro:mensch gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
974,11006006,Kita die kleinen Grünschnäbel III,Unknown,Unknown,52.4480638,13.3061017,Lichterfelde,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
975,11003003,Baum und Borke,Unknown,Unknown,52.641878,13.4899232,Buch,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
976,11004004,Oskar der Baum & seine Freunde,"Joachim-Friedrich-Straße 29, 10711 Berlin",10711,52.5010974,13.2969201,Halensee,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
977,11007007,Kita Grashüpferchen,"Mariendorfer Damm 336, 12107 Berlin",12107,52.4236726,13.3951907,Mariendorf,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
978,11008008,Musikkita Kleiner Fratz,"Karl-Marx-Straße 145, 12043 Berlin",12043,52.4767068,13.4394137,Neukölln,Neukölln,Kleiner Fratz gGmbH,70,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
979,11003003,Kita Zitterbacke,Unknown,Unknown,52.5857206,13.4023069,Niederschönhausen,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
980,11003003,Netzwerkhort,"Christburger Straße 7, 10405 Berlin",10405,52.536028,13.4256762,Prenzlauer Berg,Pankow,Netzwerk Spiel/Kultur Prenzlauer Berg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
981,11003003,Hort im Gartenhaus,"Winsstraße 49, 10405 Berlin",10405,52.5355556,13.4256788,Prenzlauer Berg,Pankow,Netzwerk Spiel/Kultur Prenzlauer Berg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
982,11001001,KiTa Kleine Wölkchen,Unknown,Unknown,52.5592583,13.3848095,Gesundbrunnen,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
983,11005005,Kita Mondstern,Seeburger Straße 65,Unknown,52.526616,13.1840058,Wilhelmstadt,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
984,11003003,Kita CampusSterne,"Lindenberger Weg 74, 13125 Berlin",13125,52.6274748,13.5045691,Buch,Pankow,SEHstern e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
985,11003003,Remmi Demmi,"Greifenhagener Straße 29, 10437 Berlin",10437,52.551644,13.4189748,Prenzlauer Berg,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
986,11003003,KiBa,"Raumerstraße 19, 10437 Berlin",10437,52.5414874,13.422291,Prenzlauer Berg,Pankow,KiBa e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
987,11008008,Kita Hauptstadtracker,"Herrfurthplatz 3, 12049 Berlin",12049,52.4775867,13.4225075,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
988,11001001,Siebenschön,Unknown,Unknown,52.5614794,13.3816004,Gesundbrunnen,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
989,11001001,Der kleine Muck,Unknown,Unknown,52.5549678,13.3774141,Gesundbrunnen,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
990,11009009,Kita Krümel-Zwerge,Unknown,Unknown,52.4212839,13.5393365,Altglienicke,Treptow-Köpenick,offensiv'91 e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
991,11008008,Kunti Bunti,"Jonasstraße 31, 12053 Berlin",12053,52.4711972,13.4309561,Neukölln,Neukölln,Koblé gGmbH,39,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
992,11003003,Paradiesäpfel,Unknown,Unknown,52.5534696,13.4134009,Prenzlauer Berg,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
