kindergarten_id,district_id,name,address,postal_code,latitude,longitude,neighborhood,district,operator,capacity,source,created_at,updated_at
500,11008008,Konrad & Kids,"Schierker Straße 44, 12051 Berlin",12051,52.4703126,13.4350613,Neukölln,Neukölln,Bezirksamt Neukölln,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
501,11001001,Kita Sprachwelt,"Rostocker Straße 32a, 10553 Berlin",10553,52.5318335,13.3257996,Moabit,Mitte,Jugend- und Sozialwerk,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
502,11008008,Kita Riesestraße 2-4,"Riesestraße 2, 12347 Berlin",12347,52.4547115,13.4440417,Britz,Neukölln,Kindertagesstätten SüdOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
503,11001001,Kita Sonnenschein,"Pohlstraße 87, 10785 Berlin",10785,52.501503,13.360817,Tiergarten,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
504,11002002,Kindergarten Planufer 77,"Planufer 77, 10967 Berlin",10967,52.4944782,13.4114041,Kreuzberg,Friedrichshain-Kreuzberg,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
505,11012012,Kita Waldshuter Zeile,Unknown,Unknown,52.6100732,13.3370992,Waidmannslust,Reinickendorf,Outlaw,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
506,11008008,Kita Warthestraße,"Warthestraße 62A, 12051 Berlin",12051,52.4696466,13.4263961,Neukölln,Neukölln,FIPP e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
507,11004004,Kita Warburgzeile,10587 Berlin,10587,52.5171375,13.3114235,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
508,11010010,Kita Baumelbaum,"Teterower Ring 36, 12619 Berlin",12619,52.5223529,13.584299,Hellersdorf,Marzahn-Hellersdorf,Dialog e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
509,11010010,Montessori-Haus,"Teterower Ring 34, 12619 Berlin",12619,52.5223666,13.583646,Hellersdorf,Marzahn-Hellersdorf,Dialog e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
510,11003003,Kinderladen Pauline Kirschkern,"Stargarder Straße 19, 10437 Berlin",10437,52.5457463,13.4195569,Prenzlauer Berg,Pankow,Kirschkern e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
511,11011011,Kita Sonnenblume,"Wönnichstraße 60, 10317 Berlin",10317,52.505138,13.4969835,Rummelsburg,Lichtenberg,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
512,11011011,"Kindertagesstätte ""Pusteblume""",Unknown,Unknown,52.5042629,13.496608,Rummelsburg,Lichtenberg,Evangelisches Jugend- und Fürsorgewerk,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
513,11003003,Zum klingenden Bäumchen,"Dänenstraße 8, 10439 Berlin",10439,52.5500548,13.4103699,Prenzlauer Berg,Pankow,Jugendwerk Aufbau Ost JAO gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
514,11004004,Waldorfkindergarten Tomte e.V.,"Schweidnitzer Straße 3, 10709 Berlin",10709,52.4948096,13.2976432,Halensee,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
515,11001001,Weddinger Kinder- und Jugendzentrum e.V.,"Malplaquetstraße 24, 13347 Berlin",13347,52.5519613,13.3570015,Wedding,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
516,11004004,Villa Rappelkiste,"Ravensberger Straße 5B, 10709 Berlin",10709,52.4962874,13.3064043,Wilmersdorf,Charlottenburg-Wilmersdorf,"Sabine Schieferdecker-Bach, Konstanze Stadsager",Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
517,11005005,Wichern-Kita,Unknown,Unknown,52.5675455,13.2066996,Hakenfelde,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
518,11002002,EKT Mauseblitz,"Cuvrystraße 24, 10997 Berlin",10997,52.4968599,13.4428893,Kreuzberg,Friedrichshain-Kreuzberg,Mauseblitz e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
519,11007007,Kinderladen Zauberhaus,"Innsbrucker Straße 42, 10825 Berlin",10825,52.4823189,13.3426401,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
520,11002002,Glückskinder Stralauer Allee,"Stralauer Allee 18, 10245 Berlin",10245,52.4983351,13.462385,Friedrichshain,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
521,11007007,Abenteuerland,"Lichtenrader Damm 190, 12305 Berlin",12305,52.3955047,13.4060513,Lichtenrade,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
522,11002002,Nella Propella,"Seumestraße 31, 10245 Berlin",10245,52.50772,13.4605212,Friedrichshain,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
523,11001001,Kita SOS-Kinderdorf,Unknown,Unknown,52.531764,13.3320067,Moabit,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
524,11003003,Kinderladen Mucklas,"Esmarchstraße 15, 10407 Berlin",10407,52.5333274,13.4327706,Prenzlauer Berg,Pankow,Kinderladen Mucklas e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
525,11002002,Kinderladen Buana,Unknown,Unknown,52.5169034,13.4671987,Friedrichshain,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
526,11011011,CityKids Berlin,"Eitelstraße 16, 10317 Berlin",10317,52.5073447,13.493866,Rummelsburg,Lichtenberg,CityKids Berlin e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
527,11008008,"Ali Baba und seine Räuber ""Krümelmonster""","Kranoldstraße 1, 12051 Berlin",12051,52.466226,13.4363102,Neukölln,Neukölln,Kinderladen Ali Baba und seine Räuber e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
528,11003003,Kinderladen Leni Kirschkern,"Eintrachtstraße 1, 13187 Berlin",13187,52.5713905,13.4106034,Pankow,Pankow,Kirschkern e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
529,11004004,El Carrusel e.V.,"Gierkezeile 30, 10585 Berlin",10585,52.5156078,13.3029513,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
530,11001001,Hauptstadtkinder Kita Seestern,"Genter Straße 74, 13353 Berlin",13353,52.5494517,13.35096,Wedding,Mitte,Hauptstadtkinder gGmbH,23,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
531,11003003,Kinderschlummerland,"Göhrener Straße 3, 10437 Berlin",10437,52.5412286,13.4214486,Prenzlauer Berg,Pankow,KinderSchlummerLand gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
532,11009009,Kita barfuß,Unknown,Unknown,52.4531474,13.538694,Niederschöneweide,Treptow-Köpenick,Unknown,24,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
533,11002002,DRK-Bildungswerk Nord,Unknown,Unknown,52.5047504,13.4478202,Friedrichshain,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
534,11004004,Kissi EKT,Unknown,Unknown,52.47457,13.3042499,Wilmersdorf,Charlottenburg-Wilmersdorf,Elterninitiativ-Kinder-Tagesstätte,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
535,11002002,Kita Pîya,Unknown,Unknown,52.5018506,13.4300328,Kreuzberg,Friedrichshain-Kreuzberg,Yekmal e.V.,45,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
536,11002002,Kleine Fische,Unknown,Unknown,52.5257808,13.4516182,Friedrichshain,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
537,11008008,Kita Früchte der Kulturen e.V.,"Mainzer Straße 17, 12053 Berlin",12053,52.4820918,13.4272726,Neukölln,Neukölln,Früchte der Kulturen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
538,11008008,Kita Frühlicht 2,"Mainzer Straße 15-16, 12053 Berlin",12053,52.4822991,13.427231,Neukölln,Neukölln,"JuBiSA: Jugend, Bildung & Soziale Arbeit",Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
539,11011011,Kita Gisela,"Giselastraße 26, 10317 Berlin",10317,52.5049217,13.490018,Rummelsburg,Lichtenberg,Kijufa gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
540,11012012,EKG - Am Seggeluchbecken,Unknown,Unknown,52.6027315,13.3493596,Märkisches Viertel,Reinickendorf,Evangelische Kirchengemeinde Am Seggeluchbecken,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
541,11009009,Kita Karussel - Lernorte - Wissen und Bildung für Kinder GmbH,"Sterndamm 41, 12487 Berlin",12487,52.4495964,13.5080439,Johannisthal,Treptow-Köpenick,KitaNetz Berlin e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
542,11001001,Kindergarten Veteranenstraße 10,"Veteranenstraße 10, 10119 Berlin",10119,52.5326648,13.4018243,Mitte,Mitte,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
543,11004004,Sara Berlin,Unknown,Unknown,52.5139319,13.2655128,Westend,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
544,11004004,Aventura,Unknown,Unknown,52.4924873,13.3282561,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
545,11008008,Kita Rotkäppchen,"Pannierstraße 10, 12047 Berlin",12047,52.4874713,13.4318747,Neukölln,Neukölln,Edura Kindertagesstätten Yuvam gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
546,11003003,Verbundkita Pankow - Die Wölfe,"Wolfshagener Straße 68, 13187 Berlin",13187,52.5722415,13.4097183,Pankow,Pankow,MiniKitas First gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
547,11008008,Kinderparadies,Unknown,Unknown,52.4762655,13.4474116,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
548,11002002,Schulkinder,Unknown,Unknown,52.4908527,13.4115665,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
549,11005005,Not Provided,Unknown,Unknown,52.5408804,13.1929484,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
550,11004004,Aventura,Unknown,Unknown,52.4947349,13.3354157,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
551,11004004,die kleinen strolchen pflegedienst,Unknown,Unknown,52.4871838,13.2985854,Schmargendorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
552,11009009,DASI Kindertagesstätte Knirpsenland,Unknown,Unknown,52.4364928,13.5513117,Adlershof,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
553,11007007,Kinderladen Hauruck,"Perelsplatz 10, 12159 Berlin",12159,52.4752501,13.3330522,Friedenau,Tempelhof-Schöneberg,EKT - Hauruck e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
554,11012012,Kita Kleine Kinderwelt,"Klixstraße 27, 13403 Berlin",13403,52.5698745,13.3097048,Reinickendorf,Reinickendorf,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
555,11002002,Blumenkinder,"Andreasstraße 51, 10243 Berlin",10243,52.5166139,13.4319987,Friedrichshain,Friedrichshain-Kreuzberg,TÄKS e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
556,11004004,Aufgepasst,Unknown,Unknown,52.4825549,13.318573,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
557,11002002,Kita Miki,Unknown,Unknown,52.5149354,13.4464747,Friedrichshain,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
558,11001001,Kita Paradiesvögel Zebrafinken,"Burgsdorfstraße 13A, 13353 Berlin",13353,52.5425889,13.3626312,Wedding,Mitte,eventus-BILDUNG gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
559,11002002,Kita Hopsemops e.V.,"Karl-Marx-Allee 124, 10243 Berlin",10243,52.515922,13.448463,Friedrichshain,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
560,11011011,Kita Buntstift,"Pfarrstraße 91, 10317 Berlin",10317,52.506124,13.4779379,Rummelsburg,Lichtenberg,Sozialdiakonische Arbeit Lichtenberg-Oberspree,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
561,11009009,Kita Arbolitos,"Baumschulenstraße 103, 12437 Berlin",12437,52.4689558,13.4907092,Baumschulenweg,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
562,11002002,Kita Sternthaler,"Gubener Straße 1, 10243 Berlin",10243,52.5155479,13.4447811,Friedrichshain,Friedrichshain-Kreuzberg,Das Haus e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
563,11004004,Kindertagesstätte St. Karl Borromäus,"Delbrückstraße 33, 14193 Berlin",14193,52.4837799,13.2807891,Grunewald,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
564,11005005,Kita St. Nikolai,"Behnitz 3, 13597 Berlin",13597,52.5390561,13.2085542,Spandau,Spandau,Evangelische Kirchengemeinde St. Nikolai,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
565,11002002,Kita Lieblingsplatz,Unknown,Unknown,52.5114298,13.4700577,Friedrichshain,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
566,11002002,Regenbogenfabrik Kita,"Lausitzer Straße 21a, 10999 Berlin",10999,52.495803,13.4265669,Kreuzberg,Friedrichshain-Kreuzberg,Regenbogenfabrik e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
567,11009009,"Kita ""Die Plänter""","Rodelbergweg 2, 12437 Berlin",12437,52.4683561,13.4932242,Baumschulenweg,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
568,11003003,Kita Zwergenbaude I,"Chodowieckistraße 35, 10405 Berlin",10405,52.5364555,13.4291666,Prenzlauer Berg,Pankow,Zwergenbaude e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
569,11003003,EKT Gartenkinder e.V.,Unknown,Unknown,52.5638377,13.4209055,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
570,11003003,Kita der Kath. Kirchengem. St. Georg,Unknown,Unknown,52.567623,13.422091,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
571,11001001,be smart academy,"Torstraße 134, 10119 Berlin",10119,52.5293522,13.3999347,,Mitte,"be smart academy ""Alte Seifenfabrik"" gGmbH",Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
572,11005005,Kita Oscar e.V.,"Neuendorfer Straße 72, 13585 Berlin",13585,52.5491314,13.2100528,Hakenfelde,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
573,11002002,Pinepako e.V.,"Straßmannstraße 28, 10249 Berlin",10249,52.5224298,13.4517162,Friedrichshain,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
574,11002002,Grüne Wolke,"Straßmannstraße 36, 10249 Berlin",10249,52.5226583,13.4526872,Friedrichshain,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
575,11002002,Kita Elements,"Eldenaer Straße 46, 10247 Berlin",10247,52.5204056,13.4603709,Friedrichshain,Friedrichshain-Kreuzberg,KLAX gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
576,11001001,Kinderstube in Berlin,"Klopstockstraße 1, 10557 Berlin",10557,52.5148575,13.3373993,Hansaviertel,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
577,11004004,Ingrids Kindergarten,Unknown,Unknown,52.5045328,13.2945456,Charlottenburg,Charlottenburg-Wilmersdorf,Ingrids Kindergarten e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
578,11003003,Kinderladen Josephine,"Kopenhagener Straße 65, 10437 Berlin",10437,52.54888,13.4085358,Prenzlauer Berg,Pankow,EKT-Josephine e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
579,11011011,Kita kleine Wichtel,"Marksburgstraße 38,40, 10318 Berlin",10318,52.4867675,13.5243787,Karlshorst,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
580,11008008,Rasselbande,"Weserstraße 212, 12047 Berlin",12047,52.4884162,13.427275,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
581,11005005,Stubs und Fridolin,Unknown,Unknown,52.5394964,13.2691092,Siemensstadt,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
582,11010010,Kita Kastanienknirpse,"Kastanienallee 53, 12627 Berlin",12627,52.5398504,13.6000435,Hellersdorf,Marzahn-Hellersdorf,pad gGmbH,70,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
583,11007007,Harry's Kids Club,"Peter-Vischer-Straße 12, 12157 Berlin",12157,52.464601,13.3429747,Schöneberg,Tempelhof-Schöneberg,Harry's Kids Club-Lückeprojekt e.V.,26,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
584,11008008,Kita Balou,"Neuköllner Straße 312, 12357 Berlin",12357,52.4210154,13.488001,Rudow,Neukölln,EKTs e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
585,11001001,KiKo Hort II,"Pohlstraße 74, 10785 Berlin",10785,52.5017447,13.3610111,Tiergarten,Mitte,Kinderkollektiv 70 e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
586,11011011,Herzberger Wurzelzwerge,"Hagenstraße 49, 10365 Berlin",10365,52.513974,13.4994545,Lichtenberg,Lichtenberg,Herzberger Wurzelzwerge e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
587,11001001,kinderinsel,"Eichendorffstraße 17, 10115 Berlin",10115,52.5301889,13.3872605,Mitte,Mitte,Kinderinsel e.V. Inselnest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
588,11004004,lilolei - Deutsch-Englischer Kinderladen,Unknown,Unknown,52.4937708,13.3221128,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
589,11003003,Kita Paul & Paula,"Roelckestraße 30,31, 13086 Berlin",13086,52.5546162,13.446902,Weißensee,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
590,11004004,Not Provided,Unknown,Unknown,52.4877861,13.2774378,Grunewald,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
591,11001001,Kinderinsel MITTEndrin,"Garnisonkirchplatz 2, 10178 Berlin",10178,52.5218727,13.4017995,Mitte,Mitte,Kinderinsel MITTEndrin - Kita am Hackeschen Markt e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
592,11007007,Kita an der Hochschule für Wirtschaft und Recht,"Badensche Straße 50-51, 10825 Berlin",10825,52.485432,13.3377964,Schöneberg,Tempelhof-Schöneberg,studierendenWERK BERLIN,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
593,11008008,Kindertagesstätte Genezareth,"Allerstraße 33-34, 12049 Berlin",12049,52.4744519,13.4220286,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
594,11006006,EKT Fliegenpilz e.V.,Unknown,Unknown,52.4659416,13.3198005,Steglitz,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
595,11008008,KinderFan,Unknown,Unknown,52.4916528,13.4334125,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
596,11012012,Wurzelkinder - Waldkindergarten Frohnau,Unknown,Unknown,52.6555274,13.2838911,Frohnau,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
597,11004004,Finowkids e.V.,"Pariser Straße 3, 10719 Berlin",10719,52.4962372,13.3290445,Wilmersdorf,Charlottenburg-Wilmersdorf,Finowkids e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
598,11001001,Waldorfkindergarten Fliederhof,"Zionskirchstraße 49, 10119 Berlin",10119,52.5341872,13.4065682,Mitte,Mitte,Waldorfkindergarten Fliederhof Berlin-Mitte e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
599,11004004,Die Zauberworte,"Zauritzweg 9, 10585 Berlin",10585,52.5129253,13.3124965,Charlottenburg,Charlottenburg-Wilmersdorf,Familie im Zentrum FiZ gGmbH,20,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
600,11004004,EKT Kulturküken,"Schillerstraße 64, 10627 Berlin",10627,52.5096533,13.3009537,Charlottenburg,Charlottenburg-Wilmersdorf,Kulturküken e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
601,11004004,EKT - Pumuckel e.V. Kila II,Unknown,Unknown,52.5094959,13.299689,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
602,11004004,Kita Pumuckel,Unknown,Unknown,52.5093563,13.3003432,Charlottenburg,Charlottenburg-Wilmersdorf,Kita Pumuckel e.V,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
603,11002002,Friedrichshainer Zwerge,"Revaler Straße 10, 10245 Berlin",10245,52.5082092,13.4537332,Friedrichshain,Friedrichshain-Kreuzberg,Unknown,30,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
604,11004004,Kinderladen Windmühle,"Sophie-Charlotten-Straße 84, 14059 Berlin",14059,52.5142393,13.2883235,Charlottenburg,Charlottenburg-Wilmersdorf,Kinderladen Windmühle e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
605,11004004,Heinrich-Zille-Kindergarten,Unknown,Unknown,52.5150424,13.2881389,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
606,11002002,Jungle Kita,"Wiener Straße 23, 10999 Berlin",10999,52.4971369,13.4321182,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
607,11003003,Kita Bienchen,Unknown,Unknown,52.5310258,13.4248529,Prenzlauer Berg,Pankow,BiLingua gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
608,11009009,Kinderzeit,Unknown,Unknown,52.4208647,13.5365952,Altglienicke,Treptow-Köpenick,Unknown,32,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
609,11010010,Kleine Kosmonauten,"Allee der Kosmonauten 67, 12681 Berlin",12681,52.5276251,13.5433593,Marzahn,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
610,11004004,Kindergarten Aufgepasst,"Blissestraße 45, 10713 Berlin",10713,52.4809522,13.3205763,Wilmersdorf,Charlottenburg-Wilmersdorf,Aufgepasst e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
611,11001001,Die kleinen Frösche,Unknown,Unknown,52.5495968,13.3612097,Wedding,Mitte,Kinderland Wedding e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
612,11004004,Kita ZwergNasen,"Paulsborner Straße 10, 10709 Berlin",10709,52.4967479,13.3039969,Wilmersdorf,Charlottenburg-Wilmersdorf,ZwergNasen gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
