trip_id,arrival_time,departure_time,route_id,service_id,direction_id,agency_id,route_short_name,route_type,agency_name,agency_url,stop_lat,stop_lon,zone_id
262718834,11:46:00,11:46:00,15068_3,1132,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.193762,13.106328,"4051_fürstenberg_(havel),_steinhavelmühle"
262718834,11:48:00,11:48:00,15068_3,1132,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.190969,13.12802,"4052_fürstenberg_(havel),_röblinsee_nord"
262718834,11:50:00,11:50:00,15068_3,1132,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.186056,13.140349,"4052_fürstenberg_(havel),_bahnhof"
262718838,12:49:00,12:49:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.194556,13.043504,"4051_steinförde,_großmenow"
262718838,12:54:00,12:54:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.187947,13.090547,"4051_steinförde,_brücke"
262718838,12:57:00,12:57:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.199697,13.082898,"4051_steinförde,_kleinmenow"
262718838,12:59:00,12:59:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.193762,13.106328,"4051_fürstenberg_(havel),_steinhavelmühle"
262718838,13:01:00,13:01:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.190969,13.12802,"4052_fürstenberg_(havel),_röblinsee_nord"
262718838,13:03:00,13:03:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.186056,13.140349,"4052_fürstenberg_(havel),_bahnhof"
262718831,13:40:00,13:40:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.194556,13.043504,"4051_steinförde,_großmenow"
262718831,13:45:00,13:45:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.187947,13.090547,"4051_steinförde,_brücke"
262718831,13:48:00,13:48:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.199697,13.082898,"4051_steinförde,_kleinmenow"
262718831,13:50:00,13:50:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.193762,13.106328,"4051_fürstenberg_(havel),_steinhavelmühle"
262718831,13:52:00,13:52:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.190969,13.12802,"4052_fürstenberg_(havel),_röblinsee_nord"
262718831,13:54:00,13:54:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.186056,13.140349,"4052_fürstenberg_(havel),_bahnhof"
262718831,13:55:00,13:55:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.18523,13.144512,"4052_fürstenberg_(havel),_markt"
